Id,BillNo,BillDate,PONo,PODate,Particulars,WONo,BGGroup,AcHead,Amount,BudgetCode,PVEVNo,MId
4412,-,2018-07-07,,,CONVEYANCE 2 PERSON,NA,11,16,930.0,0,,3752
4413,-,2018-07-07,,,SUNDAY WORKING,N0155,1,16,80.0,7,,3753
4414,-,2018-07-09,,,SUNDAY WORKING,N0155,1,16,100.0,7,,3754
4415,-,2018-07-10,,,"TOWARDS CUSTOMER VISIT
CUMMINS",NA,4,16,908.0,0,,3755
4416,-,2018-07-10,,,TOWARDS CUSTOMER VISIT (DT.4/5.07.18),N0166,1,16,300.0,7,,3756
4417,-,2018-07-11,,,TOWARDS SUNDAY WORKING,N0155,1,16,120.0,7,,3757
4418,-,2018-07-13,,,"PETROL EXP.
BIBVEWADI TO COMPANY TO DHANKWADI
OFFICE UP DOWN",NA,24,16,88.0,0,,3758
4419,-,2018-07-13,,,TOWARDS SUNDAY WORKING,N0155,1,16,100.0,7,,3759
4420,-,2018-07-13,,,LUNCH FOR GUEST,N0155,1,26,120.0,9,,3760
4421,-,2018-07-14,,,TOWARDS OFFICE WORK IN BANK,NA,9,16,105.0,0,,3761
4422,-,2018-07-14,,,"TRANSPORT CHARGES
B&R INDUSTRIAL AUTOMATION PVT.LTD.",N0155,1,5,771.0,6,,3762
4423,-,2018-07-16,,,TOWARDS CUSTOMER VISIT,N0179,1,16,450.0,7,,3763
4424,4171/4256,2018-07-16,,,TOWARDS GUEST LUNCH,NA,8,26,360.0,0,,3764
4425,-,2018-07-17,,,TRANSPORT CHARGES (TUBE DEAL),NA,17,5,2600.0,0,,3765
4426,4306,2018-07-18,,,GUEST LUNCH & DINNER FOR EMPLOYEES,N0155,1,26,480.0,9,,3766
4427,-,2018-07-18,,,TOWARDS SUNDAY WORKING ,N0155,1,16,680.0,7,,3767
4428,-,2018-07-18,,,TOWARDS SUPPLIER VISIT,N0155,1,16,180.0,7,,3768
4429,-,2018-07-18,,,TOWARDS SUPPLIER VISIT,N0155,1,16,240.0,7,,3769
4430,-,2018-07-18,,,TOWARDS SUNDAY WORKING,N0155,1,16,700.0,7,,3770
4431,-,2018-07-18,,,TOWARDS SUNDAY WORKING,N0155,1,16,192.0,7,,3771
4432,-,2018-07-18,,,TOWARDS SUNDAY WORKING,N0155,1,16,80.0,7,,3772
4433,-,2018-07-18,,,TOWARDS EMPLOYEE TIFFIN FOR EXTRA WORK,N0155,1,26,5100.0,9,,3773
4434,-,2018-07-19,,,TOWARDS SUNDAY WORKING,N0155,1,16,80.0,7,,3774
4435,-,2018-07-05,,,BEING ADV SETTELD AGAINST IOU TOWARDS MATERIAL PUR & REMAINING AMT.PAID ,NA,13,45,830.0,0,,3775
4436,-,2018-07-06,,,"BEING ADV SETTELD AGAINST OIL FOR MH-12,DT,7267 & REAMAINING AMT.PAID ",NA,8,2,8.0,0,,3776
4437,-,2018-07-10,,,BEING ADV SETTLED AGAINST IOU & REMAINING AMT.PAID TOWARDS CUSTOMER VISIT,NA,10,16,312.0,0,,3777
4438,-,2018-07-11,,,BEING ADV SETTELD AGAINST IOU TOWARDS MATERIAL PUR & PETROL EXP & REMAINING AMT.PAID ,NA,17,51,384.0,0,,3778
4439,-,2018-07-14,,,BEING ADV SETTELD AGAINST IOU TOWARDS ON SITE PROTO-D CHAKAN & REMAINING AMT.PAID,NA,3,16,10.0,0,,3779
4440,-,2018-07-18,,,BEING ADV SETTELD AGAINST IOU TOWARDS ON SITE PROTO-D & CUMMINS & MATERIAL PUR & REMAINING AMT.PAID ,NA,4,16,270.0,0,,3780
4441,-,2018-07-18,,,BEING ADV SETTELD AGAINST IOU TOWARDS GENSET DIESEL & SUNDAY WORKING 1.7.18 WO.NO.N0155 & REMAINING AMT.PAID,NA,4,51,72.0,0,,3781
4442,-,2018-07-18,,,"BEING ADV SETTELD AGAINST IOU TOWARDS DIESEL MH-12,EF-5483 & OFFICE EXP & REMAINING AMT.PAID",NA,8,51,1649.0,0,,3782
4443,-,2018-07-19,,,BEING ADV SETTELD AGAINST IOU TOWARDS SALES TAX FESS & REMAINING AMT.PAID,NA,4,6,7000.0,0,,3783
4444,-,2018-07-19,,,driver change(bhosri trip),NA,8,16,500.0,0,,3784
4445,4477/90/4478,2018-07-25,,,"towards guest lunch(anusaya)& b&r
& dinner for employee (4 person)",N0155,1,26,840.0,9,,3785
4446,0416,2018-07-23,,,CASH PAID TO PARTY TOWARDS MATERIAL PUR.,N0181,1,28,8500.0,2,,3786
4447,4524,2018-07-26,,,TOWARDS GUEST LUNCH (TATA MOTORS),N0155,1,26,360.0,9,,3787
4448,-,2018-07-27,,,CASH PAID TO SHRIRAM SOMWANSHI TOWARDS CONVEYANCE CHARGES APRIL-18,NA,9,16,350.0,0,,3788
4449,-,2018-07-27,,,TOWARDS PETROL EXP.,NA,9,16,100.0,0,,3789
4450,-,2018-07-27,,,TOWARDS PHOTOS,NA,9,51,170.0,0,,3789
4451,-,2018-07-30,,,towards internet charges for the month of july,NA,11,20,2006.0,0,,3790
4452,4651,2018-07-31,,,TOWARDS GUEST LUNCH PLC,N0155,1,26,240.0,9,,3791
4453,-,2018-08-01,,,SALARY FOR THE MONTH OF MAY-18,NA,3,52,9100.0,0,,3792
4455,-,2018-08-01,,,MATERIAL PUR.,N0155,1,28,900.0,1,,3794
4456,104,2018-08-01,,,TOWARDS HOUSEKEEPING MATERIAL PUR.,NA,24,51,500.0,0,,3795
4457,-,2018-08-01,,,CASH PAID TO SHRADDHA LANDGE TOWARDS ON SITE PROTOD WORKING DT.20/21/25 JUL-18,NA,21,16,1350.0,0,,3796
4458,-,2018-08-01,,,CASH PAID TO SHRADDHA PASLKAR TOWARDS ON SITE PROTOD WORKING DT.20/21 JUL-18,NA,21,16,900.0,0,,3797
4459,152,2018-08-01,,,cash paid to bhanudas konde towards medical exp.,NA,8,44,1385.0,0,,3798
4460,-,2018-08-01,,,CASH PAID TO GANESH DHADVE TOWARDS SAPL TO DENA BANK (RTGS-TRUMECH),NA,9,16,100.0,0,,3799
4461,salary-june 2018,2018-07-31,,,salary-june 2018,NA,24,52,9000.0,0,,3800
4462,salary-june 2018,2018-07-31,,,salary-june 2018,NA,24,52,9000.0,0,,3801
4463,salary-june 2018,2018-07-31,,,salary-june 2018,NA,9,52,7333.0,0,,3802
4464,salary-june 2018,2018-07-31,,,salary-june 2018,NA,24,52,6994.0,0,,3803
4465,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,11703.0,0,,3804
4466,salary-june 2018,2018-07-31,,,salary-june 2018,NA,24,52,7200.0,0,,3805
4467,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,20000.0,0,,3806
4468,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,1333.0,0,,3807
4469,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,13433.0,0,,3808
4470,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,9083.0,0,,3809
4471,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,15000.0,0,,3810
4472,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,6620.0,0,,3811
4473,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,20000.0,0,,3812
4474,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,2693.0,0,,3813
4475,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,6831.0,0,,3814
4476,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,11550.0,0,,3815
4477,salary-june 2018,2018-07-31,,,salary-june 2018,NA,3,52,12542.0,0,,3816
4478,salary-june 2018,2018-07-31,,,salary-june 2018,NA,2,52,9279.0,0,,3817
4479,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,12917.0,0,,3818
4480,salary-june 2018,2018-07-31,,,salary-june 2018,NA,3,52,9713.0,0,,3819
4481,salary-june 2018,2018-07-31,,,salary-june 2018,NA,2,52,9557.0,0,,3820
4482,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,4333.0,0,,3821
4483,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,1083.0,0,,3822
4484,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,6557.0,0,,3823
4485,salary-june 2018,2018-07-31,,,salary-june 2018,NA,5,52,14549.0,0,,3824
4486,salary-june-18,2018-07-31,,,salary-june-18,NA,5,52,6631.0,0,,3825
4488,-,2018-08-02,,,CASH PAID TO ANAND CHAUDHARI TOWARDS MATERIAL PUR WO.NO.N0155,N0155,1,16,250.0,7,,3827
4489,-,2018-08-03,,,"BEING CASH PAID TO BHANUDAS KONDE TOWARDS MH-12,EG-9341",NA,8,2,800.0,0,,3828
4490,-,2018-08-03,,,CASH PAID TO DHIRAJ KALEKAR TOWARDS TRANSPORT CHARGES (KAVITSU TRANSMISSION) WO.NO.N0156,N0156,1,5,1174.0,6,,3829
4492,4885,2018-08-07,,,CASH PAID TO BHANUDAS KONDE TOWARDS GUEST LUNCH (PLC),N0155,1,26,120.0,9,,3831
4493,029210422,2018-08-13,,,Courier Charges for B&R Industrial Automation Pvt.Ltd.,N0155,1,5,712.0,6,,3832
4494,-,2018-08-13,,,Towards Petrol Exp.for Sunday working (Dt.5.8.18),N0155,1,16,120.0,7,,3833
4495,-,2018-08-13,,,for dinner,N0155,1,26,100.0,9,,3834
4496,-,2018-08-13,,,Towards Customer visit,N0155,1,16,376.0,7,,3834
4497,-,2018-08-13,,,Transport Charges For tube Deal (Bhosari TO SAPL),N0155,1,5,4350.0,6,,3835
4498,-,2018-08-13,,,Towards Sunday Working(DT.5.8.18),N0155,1,16,80.0,7,,3836
4499,-,2018-08-16,,,TOWARDS SUNDAY WORKING DT.5.8.18,N0155,1,16,70.0,7,,3837
4500,-,2018-08-16,,,CASH PAID TOWARDS SUNDAY WORKING.DT.5.8.18 (WO NO.N0155),N0155,1,16,70.0,7,,3838
4502,7,2018-08-17,,,TRANSPORT CHARGES (FRONTLINE ROLL FORMS PVT.LTD.),NA,5,5,12000.0,0,,3840
4507,-,2018-08-17,,,TOWARDS SUNDAY WORKING DT.12.8.18,N0155,1,16,40.0,7,,3845
4508,10650,2018-08-20,,,L.P.G.REFILLING CHARGES,NA,8,43,5328.0,0,,3846
4509,-,2018-08-20,,,TOWARDS DIESEL EXP.(MH-12 KT 7605)SAPL TO CUMMINS TO SAPL,NA,4,16,210.0,0,,3847
4510,-,2018-08-20,,,TOWARDS DIESEL FOR ALTO (MH-12 AF4744) TOWARDS CUMMINS PHALTAN,NA,4,16,200.0,0,,3848
4512,-,2018-08-23,,,PAID TOWARDS KRISHNA JANMASHTAMI FESTIVAL,NA,8,51,3000.0,0,,3850
4513,-,2018-08-23,,,PAID TOWARDS DAY NIGHT TIFFINS FOR EMPLOYEES,N0155,1,26,3350.0,9,,3851
4514,502,2018-08-23,,,TOWARDS WATER CHARGES FOR THE MONTH OF JUNE 2018 & 16.8.18,NA,8,51,1260.0,0,,3852
4515,-,2018-08-23,,,TOWARDS SUNDAY WORKING,N0181,1,16,70.0,7,,3853
4516,-,2018-08-23,,,TOWARDS SUNDAY WORKING,N0181,1,16,70.0,7,,3854
4517,367/1063,2018-08-23,,,MATERIAL PUR.,N0155,1,51,300.0,9,,3855
4518,-,2018-08-23,,,TOWARDS SUPPLIER VISIT,N0155,1,16,604.0,7,,3855
4519,-,2018-08-24,,,TOWARDS SUNDAY WORKING DT.5/8/18,N0155,1,16,80.0,7,,3856
4520,-,2018-08-24,,,TOWARDS SUNDAY WORKING DT.19.8.18,N0182,1,16,80.0,7,,3857
4521,-,2018-08-27,,,TOWARDS SSUCB BANK FOR OFFICE WORK,NA,9,16,90.0,0,,3858
4522,-,2018-08-27,,,COURIER CHARGES (GODREJ BOYCE & MFG.),NA,9,5,60.0,0,,3858
4523,-,2018-08-30,,,TOWARDS MATERIAL PUR.FOR CANTEEN,NA,8,43,1390.0,0,,3859
4524,-,2018-08-30,,,TRANSPORT CHARGES FOR BHUMI ENTRP.& RAJ ELECTROPLATERS,NA,13,5,500.0,0,,3860
4525,972,2018-08-31,,,CASH PAID TOWARDS BILL AGAINST,NA,24,50,3766.0,0,,3861
4526,534/18-19,2018-08-31,,,TOWARDS MATERIAL PUR.(TEKNODEALS),T0032,1,45,1439.0,9,,3862
4527,-,2018-08-31,,,"TOWARDS DIESEL EXP.
MH-12,KT-7605",T0032,1,16,210.0,7,,3862
4528,-,2018-08-31,,,SALARY FOR THE MONTH OF MAY 2018,NA,24,52,4548.0,0,,3863
4529,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,24,52,6000.0,0,,3864
4530,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,24,52,6000.0,0,,3865
4531,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,9,52,7226.0,0,,3866
4532,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018 ,NA,24,52,6218.0,0,,3867
4533,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,10294.0,0,,3868
4534,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,24,52,4694.0,0,,3869
4535,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,18194.0,0,,3870
4536,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,11427.0,0,,3871
4537,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,10921.0,0,,3872
4538,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,7665.0,0,,3873
4539,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,9484.0,0,,3874
4540,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,3,52,9218.0,0,,3875
4541,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,2,52,9891.0,0,,3876
4542,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,13862.0,0,,3877
4543,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,3,52,6124.0,0,,3878
4544,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,2,52,9286.0,0,,3879
4545,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,4510.0,0,,3880
4546,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,20000.0,0,,3881
4547,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,198.0,0,,3882
4548,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,15679.0,0,,3883
4549,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,20000.0,0,,3884
4550,Salary-july 18,2018-09-03,,,TOWARDS SALARY FOR THE MONTH OF JULY 2018,NA,5,52,1734.0,0,,3885
4551,-,2018-09-05,,,STAMP PAPER,NA,9,51,200.0,0,,3886
4552,-,2018-09-05,,,TOWARDS PETROL FOR BANK,NA,9,16,120.0,0,,3886
4556,-,2018-09-05,,,TOWARDS ON SITE CUMMINS,T0032,1,16,1800.0,7,,3889
4557,-,2018-09-06,,,SUNDAY WORKING DT.5.8.18,N0155,1,16,72.0,7,,3890
4558,-,2018-09-06,,,TOWARDS ONSITE CUMMINS,N0166,1,16,1050.0,7,,3891
4559,201,2018-09-07,,,TOWARDS GANESH JAYANTI FESTIVAL EXPS.,NA,8,51,3000.0,0,,3892
4560,241,2018-09-07,,,TOWARDS GANESH JAYANTI FESTIVAL EXPS.,NA,8,51,3000.0,0,,3893
4561,-,2018-09-07,,,TOWARDS FREIGHT CHARGES FROM LUNA BEARINGS TO BHOSARI,N0183,1,5,610.0,6,,3894
4562,1804909464,2018-09-06,,,TOWARDS FREIGHT CHARGES FOR STEEL O FAB TO SAPL,N0183,1,5,1820.0,6,,3895
4563,6028,2018-09-10,,,Towards guest lunch for B&R & JAPTECH INDUSTRIES,N0155,1,26,480.0,9,,3896
4564,Sal.july.18,2018-09-10,,,TOWARDS SALARY FOR THE MONTH OF JULY-18,NA,5,52,4311.0,0,,3897
4566,-,2018-09-11,,,TOWARDS CANTEEN EXP. (MILK),NA,8,43,7216.0,0,,3899
4567,-,2018-09-10,,,TOWARDS COMPANY PICNIC TO KASPATHAR (DT.08.09.18),NA,24,51,17355.0,0,,3900
4568,-,2018-09-06,,,TOWARDS FACTOPRY LICENCE RENEWAL,NA,8,51,10000.0,0,,3901
4569,-,2018-09-07,,,TOWARDS FACTORY LICENCE RENEWAL,NA,8,51,10000.0,0,,3902
4570,-,2018-09-10,,,TOWARDS FACTORY LICENCE RENEWAL,NA,8,51,10000.0,0,,3903
4571,-,2018-09-11,,,TOWARDS FACTORY LICENCE RENEWAL,NA,8,51,10000.0,0,,3904
4572,-,2018-09-11,,,TOWARDS COFFEE,NA,5,26,120.0,0,,3905
4573,-,2018-09-11,,,TOWARDS DIESEL EXP.,NA,5,16,1325.0,0,,3905
4574,-,2018-09-21,,,DSC FOR NMC SIR,NA,9,51,1500.0,0,,3906
4575,-,2018-09-22,,,LUNCH FOR CUSTOMER (KVUL),NA,10,26,720.0,0,,3907
4576,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,8,52,9000.0,0,,3908
4577,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,9,52,7484.0,0,,3909
4578,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,8,52,4000.0,0,,3910
4579,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,10331.0,0,,3911
4580,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,8,51,8419.0,0,,3912
4581,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,16968.0,0,,3913
4582,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,12790.0,0,,3914
4583,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,10915.0,0,,3915
4584,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,17815.0,0,,3916
4585,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,17784.0,0,,3917
4586,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,4094.0,0,,3918
4587,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,9611.0,0,,3919
4588,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,2,52,8815.0,0,,3920
4589,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,2,52,10024.0,0,,3921
4590,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,12651.0,0,,3922
4591,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,2,52,7855.0,0,,3923
4592,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,2,52,9855.0,0,,3924
4593,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,18808.0,0,,3925
4594,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,9421.0,0,,3926
4595,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,19490.0,0,,3927
4596,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,8960.0,0,,3928
4597,Salary-Aug.18,2018-09-25,,,TOWARDS SALARY FOR THE MONTH OF AUG.2018,NA,5,52,7400.0,0,,3929
4598,Salary-Aug.18,2018-09-25,,,FULL & FINAL SETTLEMENT,NA,8,52,16258.0,0,,3930
4599,-,2018-09-25,,,TOWARDS SHANINAGAR TO COMPANY & RETURN TO SHANINAGAR,N0184,1,16,70.0,7,,3931
4600,79040,2018-09-25,,,TYRE FOR MH 12 EG 9341,NA,4,2,8402.0,0,,3932
4601,216,2018-09-25,,,REPAIRS & MAINTENANCE CHARGES FOR MH 12 EG 9341,NA,4,2,700.0,0,,3932
4602,-,2018-09-25,,,TOWARDS LUNCH EXPS.,NA,4,26,300.0,0,,3932
4603,11,2018-09-25,,,TOWARDS LUNCH FOR AUDITOR,NA,9,26,345.0,0,,3933
4604,-,2018-09-26,,,TOWARDS WORKING DT.28.6.18 & 1/9/17/19 jul 2018 wo.no.N0155,N0155,1,16,1300.0,7,,3934
4605,-,2018-09-27,,,TOWARDS PETROL EXP. ONSITE B&R,N0155,1,16,300.0,7,,3935
4606,-,2018-09-27,,,TOWARDS GUEST LUNCH (KVUL),NA,10,26,758.0,0,,3936
4607,-,2018-08-01,,,ADV SETTLED & REMAINING AMT.PAID,NA,24,51,65.0,0,,3937
4608,-,2018-08-01,,,ADV SETTLED & REMAINING AMT.PAID,NA,4,16,1080.0,0,,3938
4609,-,2018-08-03,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,10,16,1100.0,0,,3939
4610,-,2018-08-04,,,CASH PAID TOWARDS PERSONAL,NA,15,50,10000.0,0,,3940
4611,-,2018-08-16,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,4,16,90.0,0,,3941
4612,-,2018-08-17,,,ADGV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,13,45,91.0,0,,3942
4613,-,2018-08-21,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,10,16,500.0,0,,3943
4614,-,2018-08-21,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,8,43,753.0,0,,3944
4615,-,2018-08-21,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,8,16,229.0,0,,3945
4616,-,2018-08-23,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,8,43,100.0,0,,3946
4617,-,2018-08-31,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,8,16,776.0,0,,3947
4618,-,2018-08-31,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,3,16,536.0,0,,3948
4619,-,2018-08-31,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,3,16,2276.0,0,,3949
4620,0042,2018-09-28,,,cash paid against bill Dated 6/4/18,NA,17,45,2402.0,0,,3950
4621,9,2018-09-28,,,TOWARDS LUNCH FOR CUSTOMER OF KVUL,N0184,1,26,520.0,9,,3951
4622,9,2018-09-28,,,TOWARDS LUNCH FOR AUDITOR,NA,9,26,600.0,0,,3952
4623,6869,2018-10-02,,,LUNCH FOR GUEST,NA,8,26,360.0,0,,3953
4624,151,2018-10-04,,,CASH PAID AGAINST BILL,NA,23,21,1770.0,0,,3954
4625,-,2018-10-04,,,TOWARDS MILK FOR CANTEEN FOR THE MONTH OF SEPT.2018,NA,8,43,6644.0,0,,3955
4626,-,2018-10-04,,,TOWARDS SUNDAY WORKING DT.30/9/18,N0183,1,16,120.0,7,,3956
4627,370,2018-10-05,,,TOWARDS BILL AGAINST,N0182,1,28,1920.0,4,,3957
4629,-,2018-10-06,,,CASH PAID AGANIST BILL,NA,24,21,17087.0,0,,3959
4630,-,2018-09-10,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,10,16,2500.0,0,,3960
4631,-,2018-09-22,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,17,45,365.0,0,,3961
4632,-,2018-09-25,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,17,51,157.0,0,,3962
4633,-,2018-10-02,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,4,16,700.0,0,,3963
4634,-,2018-10-06,,,adv settled against iou & remaining amt.paid,NA,8,51,60.0,0,,3964
4636,-,2018-10-16,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,8,43,989.0,0,,3966
4637,-,2018-10-27,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,10,16,500.0,0,,3967
4638,-,2018-10-27,,,ADV SETTLED AGAINST IOU & REMAINING AMT.PAID,NA,17,16,1813.0,0,,3968
4639,-,2018-10-09,,,PETROL EXP.FOR ROLLER CHECKING(SAPL TO CUMMINS & RETURN TO SAPL),J0109,1,16,300.0,7,,3969
4640,-,2018-11-11,,,PETROL EXP.FOR ROLLER CHECKING,J0109,1,16,250.0,7,,3970
4641,-,2018-10-12,,,MATERIAL PUR. (SAIFEE TOOLS & HARDWARE),NA,9,45,531.0,0,,3971
4642,-,2018-10-12,,,PETROL EXP.,NA,9,16,590.0,0,,3971
4643,-,2018-10-12,,,DINNER FOR 2 PERSONS,NA,9,26,480.0,0,,3971
4644,-,2018-10-12,,,transport charges (narhe to sapl),NA,5,5,500.0,0,,3972
4645,7279,2018-10-13,,,towards guest lunch(KVUL),N0184,1,26,360.0,9,,3973
4646,-,2018-10-15,,,TOWARDS OFFICE EXP.(M SEAL),NA,17,51,300.0,0,,3974
4647,-,2018-10-16,,,lunch for SGS guest,N0185,1,26,120.0,9,,3975
4648,-,2018-10-17,,,TOWARDS PETROL,NA,9,16,500.0,0,,3976
4649,-,2018-10-17,,,TOWARDS NOTARY,NA,9,51,500.0,0,,3976
4650,-,2018-10-20,,,CASH PAID TOWARDS MATERIAL PUR,N0184,1,45,535.0,9,,3977
4651,-,2018-10-20,,,SUNDAY WORKING DT.14.10.2018,N0184,1,26,120.0,9,,3978
4652,-,2018-10-23,,,gas repairing & mixer servicing charges,NA,8,2,300.0,0,,3979
4653,-,2018-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,8,52,9000.0,0,,3980
4654,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,9,52,8000.0,0,,3981
4655,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,8,52,9356.0,0,,3982
4656,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,10325.0,0,,3983
4657,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,8,52,7500.0,0,,3984
4658,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,15467.0,0,,3985
4659,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,12567.0,0,,3986
4660,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,13292.0,0,,3987
4661,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,12025.0,0,,3988
4662,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,16527.0,0,,3989
4663,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,5775.0,0,,3990
