Id,SysDate,SysTime,SessionId,CompId,FinYearId,PRSPRFlag,POId,PONo,SupplierId,Reference,ReferenceDate,ReferenceDesc,PaymentTerms,Freight,Octroi,ModeOfDispatch,Inspection,FileName,FileSize,ContentType,FileData,Remarks,Checked,CheckedBy,CheckedDate,CheckedTime,Approve,ApprovedBy,ApproveDate,ApproveTime,Authorize,AuthorizedBy,AuthorizeDate,AuthorizeTime,ShipTo,AmendmentNo,Warrenty,Insurance,TC
1086,2014-01-13,2:41:18 PM,Sapl0031,1,1,0,1486,1444,V001,2,2014-01-13,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-13,5:40:26 PM,1,Sapl0161,2014-01-13,5:40:39 PM,1,Sapl0013,2014-01-13,5:41:37 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1087,2013-12-27,3:26:47 PM,Sapl0011,1,1,0,1342,1305,H001,1,2013-12-27,,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-28,10:02:19 AM,1,Sapl0013,2013-12-28,10:02:27 AM,1,Sapl0013,2013-12-28,10:02:37 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1088,2013-12-31,11:42:16 AM,Sapl0031,1,1,0,1370,1333,H001,1,2013-12-31,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-31,12:09:39 PM,1,Sapl0013,2013-12-31,12:09:53 PM,1,Sapl0013,2013-12-31,12:10:08 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1089,2014-01-17,3:39:34 PM,Sapl0013,1,1,1,1372,1335,H001,1,2013-12-31,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-31,12:09:39 PM,1,Sapl0013,2013-12-31,12:09:53 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1090,2014-01-17,4:32:21 PM,Sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",4,1,-,
1091,2014-01-17,4:48:50 PM,Sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",5,1,-,
1092,2014-01-17,4:46:23 PM,Sapl0013,1,1,1,1372,1335,H001,1,2013-12-31,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-31,12:09:39 PM,1,Sapl0013,2013-12-31,12:09:53 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,-,
1093,2014-01-17,5:20:49 PM,Sapl0013,1,1,1,1372,1335,H001,1,2013-12-31,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-31,12:09:39 PM,1,Sapl0013,2013-12-31,12:09:53 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",3,1,-,
1094,2014-01-17,4:59:31 PM,Sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,1,Sapl0013,2014-01-17,5:48:06 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",6,1,-,
1095,2014-01-17,6:18:07 PM,Sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",7,1,-,
1096,2013-12-28,3:39:34 PM,Sapl0173,1,1,1,767,0739,H001,1,2013-10-08,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-10-09,10:34:30 AM,1,Sapl0013,2013-10-09,10:34:42 AM,1,Sapl0013,2013-12-04,3:11:52 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",6,1,-,
1097,2014-01-01,11:41:51 AM,sapl0173,1,1,0,1331,1294,H001,1,2013-12-26,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-12-26,3:59:36 PM,1,Sapl0161,2013-12-26,3:59:43 PM,1,Sapl0013,2014-01-01,11:40:45 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",3,1,-,
1098,2013-08-02,2:12:54 PM,Sapl0031,1,1,0,342,0333,H001,1,2013-08-02,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-08-02,2:22:59 PM,1,Sapl0013,2013-08-02,2:23:30 PM,1,Sapl0013,2013-08-02,2:24:02 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1099,2014-01-17,6:22:21 PM,Sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,1,Sapl0013,2014-01-18,10:21:26 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",8,1,-,
1100,2013-12-26,10:21:30 AM,Sapl0031,1,1,1,1328,1291,H001,1,2013-12-26,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-12-26,10:23:02 AM,1,Sapl0161,2013-12-26,10:23:10 AM,1,Sapl0013,2013-12-26,10:24:15 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1101,2014-01-17,10:03:17 AM,Sapl0031,1,1,0,1540,1498,P032,5,2014-01-17,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-17,11:16:15 AM,1,Sapl0161,2014-01-17,11:16:26 AM,1,Sapl0013,2014-01-17,11:16:50 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1102,2014-01-18,7:01:32 PM,Sapl0013,1,1,0,1540,1498,P032,5,2014-01-17,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-17,11:16:15 AM,1,Sapl0161,2014-01-17,11:16:26 AM,1,Sapl0013,2014-01-20,10:53:48 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1103,2014-01-20,11:49:59 AM,Sapl0161,1,1,1,1558,1516,M034,2,2014-01-03,,31,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1104,2014-01-16,5:42:28 PM,Sapl0013,1,1,1,1535,1493,N013,1,2014-01-16,,22,1,6,BY CHINTAMANI TRANSPORT,-,,,,,-,1,Sapl0161,2014-01-17,11:16:15 AM,1,Sapl0161,2014-01-17,11:16:26 AM,1,Sapl0013,2014-01-17,11:16:50 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1105,2013-12-23,1:51:10 PM,Sapl0031,1,1,0,1292,1255,H001,1,2013-12-23,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-12-23,1:54:48 PM,1,Sapl0161,2013-12-23,1:55:04 PM,1,Sapl0013,2013-12-23,1:55:31 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1106,2013-12-23,3:00:03 PM,Sapl0031,1,1,1,1298,1261,H001,1,2013-12-23,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-12-23,5:09:50 PM,1,Sapl0161,2013-12-23,5:10:07 PM,1,Sapl0013,2013-12-23,5:47:57 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1107,2014-01-20,1:07:07 PM,Sapl0013,1,1,1,1559,1517,N005,2,2014-01-13,,5,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1108,2014-01-18,2:42:54 PM,Sapl0013,1,1,0,1331,1294,H001,1,2013-12-26,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-12-26,3:59:36 PM,1,Sapl0161,2013-12-26,3:59:43 PM,1,Sapl0013,2014-01-18,2:46:10 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",4,1,-,
1109,2014-01-01,3:03:13 PM,Sapl0031,1,1,0,1377,1340,H001,1,2014-01-01,-,6,2,6,-,-,,,,,-,1,Sapl0161,2014-01-01,3:13:27 PM,1,Sapl0161,2014-01-01,3:13:37 PM,1,Sapl0013,2014-01-01,3:14:27 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1110,2014-01-18,2:57:43 PM,Sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,1,Sapl0013,2014-01-20,10:53:48 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",9,1,-,
1111,2013-12-29,2:36:00 PM,Sapl0013,1,1,1,1001,0968,H001,1,2013-11-18,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-11-18,3:11:17 PM,1,Sapl0161,2013-11-18,3:11:25 PM,1,Sapl0013,2013-12-29,3:38:39 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",6,1,-,
1112,2014-01-20,2:55:51 PM,Sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",10,1,-,
1113,2014-01-02,3:58:41 PM,Sapl0031,1,1,0,1387,1350,H001,1,2014-01-02,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-02,5:03:31 PM,1,Sapl0161,2014-01-02,5:03:41 PM,1,Sapl0013,2014-01-02,5:08:55 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1114,2014-01-01,2:58:46 PM,Sapl0031,1,1,1,1376,1339,H001,1,2014-01-01,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-01,3:13:27 PM,1,Sapl0161,2014-01-01,3:13:37 PM,1,Sapl0013,2014-01-01,3:14:27 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1115,2014-01-20,4:57:09 PM,Sapl0031,1,1,1,1564,1522,H001,1,2014-01-20,-,6,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1116,2014-01-20,3:14:28 PM,Sapl0013,1,1,1,1376,1339,H001,1,2014-01-01,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-01,3:13:27 PM,1,Sapl0161,2014-01-01,3:13:37 PM,1,Sapl0013,2014-01-20,4:41:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1117,2014-01-18,3:08:41 PM,Sapl0011,1,1,0,1554,1512,F001,1,2012-12-11,,7,1,6,-,-,,,,,-,1,Sapl0013,2014-01-18,4:20:42 PM,1,Sapl0013,2014-01-18,4:20:55 PM,1,Sapl0013,2014-01-18,4:21:11 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1118,2013-12-29,2:53:34 PM,Sapl0013,1,1,1,1146,1112,H001,1,2013-12-02,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-12-02,2:16:49 PM,1,Sapl0161,2013-12-02,2:16:58 PM,1,Sapl0013,2013-12-29,3:38:39 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1119,2014-01-20,5:36:04 PM,Sapl0013,1,1,0,1554,1512,F001,1,2012-12-11,,5,1,6,-,-,,,,,-,1,Sapl0013,2014-01-18,4:20:42 PM,1,Sapl0013,2014-01-18,4:20:55 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1120,2014-01-20,2:58:09 PM,Sapl0013,1,1,1,1001,0968,H001,1,2013-11-18,-,6,2,6,-,-,,,,,-,1,Sapl0161,2013-11-18,3:11:17 PM,1,Sapl0161,2013-11-18,3:11:25 PM,1,Sapl0013,2014-01-20,4:41:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",7,1,-,
1121,2013-12-29,2:38:00 PM,Sapl0013,1,1,0,1012,0978,H001,1,2013-11-19,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-11-19,12:46:28 PM,1,Sapl0013,2013-11-19,12:47:06 PM,1,Sapl0013,2013-12-29,3:38:39 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,-,
1122,2014-01-20,3:10:15 PM,Sapl0013,1,1,1,1336,1299,H001,1,2013-12-27,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-27,2:07:11 PM,1,Sapl0013,2013-12-27,2:07:19 PM,1,Sapl0013,2014-01-20,4:41:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",11,1,-,
1123,2014-01-17,5:30:10 PM,Sapl0013,1,1,1,1372,1335,H001,1,2013-12-31,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-12-31,12:09:39 PM,1,Sapl0013,2013-12-31,12:09:53 PM,1,Sapl0013,2014-01-17,5:48:06 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",4,1,-,
1124,2014-01-16,2:15:45 PM,Sapl0031,1,1,1,1523,1481,S006,5,2014-01-16,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-16,3:11:25 PM,1,Sapl0161,2014-01-16,3:11:36 PM,1,Sapl0013,2014-01-16,3:13:30 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1125,2014-01-14,11:49:14 AM,sapl0031,1,1,0,1497,1455,S006,5,2014-01-14,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-14,5:31:20 PM,1,Sapl0161,2014-01-14,5:31:54 PM,1,Sapl0013,2014-01-14,5:32:44 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1126,2014-01-21,2:16:48 PM,Sapl0161,1,1,0,1497,1455,S006,5,2014-01-14,-,8,2,6,-,-,,,,,-,1,Sapl0161,2014-01-14,5:31:20 PM,1,Sapl0161,2014-01-14,5:31:54 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
1127,2014-01-21,5:41:38 PM,Sapl0161,1,1,0,1581,1539,S023,2,2014-01-18,,7,2,6,BY ROAD,AT YOUR END,,,,,"FOR 24 PIN CONNECTOR PROVIDE PG 21 GLANDS, ALSO ALL GLAND REQUIRE IN GREY COLOR WITH GOOD QUALITY THREADING.",0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1128,2014-01-20,4:50:36 PM,Sapl0031,1,1,0,1563,1521,S009,5,2014-01-20,-,8,2,6,-,-,,,,,-,1,Sapl0013,2014-01-20,5:03:26 PM,1,Sapl0013,2014-01-20,5:03:32 PM,1,Sapl0013,2014-01-20,5:03:50 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1129,2013-12-18,2:39:40 PM,Sapl0161,1,1,0,1229,1193,S051,5,2013-12-12,,8,2,6,-,-,,,,,-,1,Sapl0161,2013-12-18,2:50:36 PM,1,Sapl0161,2013-12-18,2:50:50 PM,1,Sapl0013,2013-12-19,5:58:07 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1130,2014-01-17,6:34:31 PM,Sapl0013,1,1,1,767,0739,H001,1,2013-10-08,-,6,2,6,-,-,,,,,-,1,Sapl0013,2013-10-09,10:34:30 AM,1,Sapl0013,2013-10-09,10:34:42 AM,1,Sapl0013,2014-01-18,10:21:26 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",7,1,-,
1131,2013-12-23,4:17:27 PM,Sapl0161,1,1,1,1301,1264,R007,2,2013-11-15,,10,2,6,-,-,,,,,-,1,Sapl0161,2013-12-23,5:09:50 PM,1,Sapl0161,2013-12-23,5:10:07 PM,1,Sapl0013,2013-12-23,5:47:57 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
1132,2014-01-09,6:20:44 PM,Sapl0161,1,1,0,400,0390,Y001,2,2013-08-17,-,22,2,6,-,-,,,,,-,1,sapl0161,2013-08-17,4:43:14 PM,1,sapl0161,2013-08-17,4:43:45 PM,1,Sapl0013,2014-01-10,3:04:48 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",3,1,-,
1133,2014-01-22,6:55:27 PM,Sapl0161,1,1,0,400,0390,Y001,2,2013-08-17,-,22,2,6,-,-,,,,,-,1,sapl0161,2013-08-17,4:43:14 PM,1,sapl0161,2013-08-17,4:43:45 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",4,1,-,
1134,2014-01-22,7:03:08 PM,Sapl0161,1,1,0,400,0390,Y001,2,2013-08-17,-,22,2,6,-,-,,,,,-,1,sapl0161,2013-08-17,4:43:14 PM,1,sapl0161,2013-08-17,4:43:45 PM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",5,1,-,
