Id,MRQNNo,MRNId,AcceptedQty,RejectedQty,MId
13019,0191,14105,50.0,,2516
13020,0192,14106,12.0,,2517
13021,0192,14107,12.0,,2517
13022,0193,14075,1.0,,2518
13023,0194,14108,95.0,,2519
13024,0194,14109,58.0,,2519
13025,0194,14110,27.0,,2519
13026,0194,14111,7.0,,2519
13027,0194,14112,15.0,,2519
13028,0194,14113,13.0,,2519
13029,0194,14114,12.0,,2519
13030,0194,14115,15.0,,2519
13031,0195,14116,7.0,,2520
13032,0195,14117,3.0,,2520
13033,0195,14118,3.0,,2520
13034,0196,14119,4.0,,2521
13035,0197,14120,9.0,,2522
13036,0198,14121,128.0,,2523
13037,0198,14122,172.0,,2523
13038,0198,14123,306.0,,2523
13039,0198,14124,50.0,,2523
13040,0198,14125,18.0,,2523
13041,0198,14126,30.0,,2523
13042,0198,14127,13.0,,2523
13043,0198,14128,66.0,,2523
13044,0199,14129,48.0,,2524
13045,0200,14130,234.0,,2525
13049,0201,14134,7.0,,2528
13050,0202,14137,25.0,,2529
13051,0202,14138,2730.0,,2529
13052,0203,14139,684.0,,2530
13053,0204,14140,373.0,,2531
13054,0204,14141,419.0,,2531
13055,0205,14167,21.0,,2532
13056,0206,14153,8.0,,2533
13057,0206,14154,10.0,,2533
13058,0206,14155,50.0,,2533
13059,0206,14156,2.0,,2533
13060,0206,14157,6.0,,2533
13061,0206,14158,3.0,,2533
13062,0206,14159,50.0,,2533
13063,0206,14160,14.0,,2533
13064,0206,14161,4.0,,2533
13065,0206,14162,10.0,,2533
13066,0206,14163,1.0,,2533
13067,0206,14164,6.0,,2533
13068,0206,14165,3.0,,2533
13069,0206,14166,1.0,,2533
13070,0207,14142,6.0,,2534
13071,0207,14143,1.0,,2534
13072,0207,14144,5.0,,2534
13073,0207,14145,3.0,,2534
13074,0207,14146,1.0,,2534
13075,0207,14147,10.0,,2534
13076,0207,14148,1.0,,2534
13077,0207,14149,1.0,,2534
13078,0207,14150,6.0,,2534
13079,0207,14151,2.0,,2534
13080,0207,14152,2.0,,2534
13081,0208,14168,2.0,,2535
13082,0208,14169,8.0,,2535
13083,0208,14170,2.0,,2535
13084,0209,14171,16.0,,2536
13085,0209,14172,22.0,,2536
13086,0210,14173,2.0,,2537
13087,0210,14174,2.0,,2537
13088,0210,14175,1.0,,2537
13089,0210,14176,2.0,,2537
13090,0210,14177,2.0,,2537
13091,0210,14178,1.0,,2537
13092,0210,14179,1.0,,2537
13093,0210,14180,1.0,,2537
13094,0210,14181,1.0,,2537
13095,0210,14182,2.0,,2537
13096,0210,14183,1.0,,2537
13097,0210,14184,1.0,,2537
13098,0210,14185,4.0,,2537
13099,0210,14186,1.0,,2537
13100,0210,14187,4.0,,2537
13101,0210,14188,1.0,,2537
13102,0210,14189,2.0,,2537
13103,0210,14190,1.0,,2537
13104,0211,14191,24.0,,2538
13105,0211,14192,72.0,,2538
13106,0212,14193,12.0,,2539
13107,0212,14194,16.0,,2539
13108,0212,14195,16.0,,2539
13109,0213,14196,800.0,,2540
13110,0213,14197,400.0,,2540
13111,0213,14198,1700.0,,2540
13112,0213,14199,1400.0,,2540
13113,0213,14200,200.0,,2540
13114,0213,14201,400.0,,2540
13115,0214,14202,1.0,,2541
13116,0214,14203,1.0,,2541
13117,0214,14204,1.0,,2541
13118,0214,14205,1.0,,2541
13119,0214,14206,1.0,,2541
13120,0214,14207,1.0,,2541
13121,0214,14208,2.0,,2541
13122,0214,14209,2.0,,2541
13123,0214,14210,2.0,,2541
13124,0214,14211,2.0,,2541
13125,0214,14212,1.0,,2541
13126,0214,14213,2.0,,2541
13127,0214,14214,1.0,,2541
13128,0214,14215,2.0,,2541
13129,0214,14216,2.0,,2541
13130,0215,14217,10.0,,2542
13131,0215,14218,22.0,,2542
13132,0216,14219,8.0,,2543
13133,0216,14220,5.0,,2543
13134,0217,14221,2.0,,2544
13135,0217,14222,8.0,,2544
13136,0217,14223,2.0,,2544
13137,0217,14224,2.0,,2544
13138,0217,14225,3.0,,2544
13139,0217,14226,4.0,,2544
13140,0217,14227,2.0,,2544
13141,0217,14228,4.0,,2544
13142,0217,14229,2.0,,2544
13143,0218,14230,6.0,,2545
13144,0218,14231,1.0,,2545
13145,0218,14232,1.0,,2545
13146,0218,14233,2.0,,2545
13147,0218,14234,1.0,,2545
13148,0218,14235,8.0,,2545
13149,0218,14236,4.0,,2545
13150,0218,14237,2.0,,2545
13151,0219,14238,1.0,,2546
13152,0219,14239,2.0,,2546
13153,0219,14240,2.0,,2546
13154,0219,14241,1.0,,2546
13155,0219,14242,4.0,,2546
13156,0219,14243,1.0,,2546
13157,0219,14244,1.0,,2546
13158,0219,14245,1.0,,2546
13159,0219,14246,1.0,,2546
13160,0219,14247,1.0,,2546
13161,0219,14248,1.0,,2546
13162,0220,14249,40.0,,2547
13163,0220,14250,20.0,,2547
13164,0221,14259,40.0,,2548
13165,0221,14260,4.0,,2548
13166,0221,14261,4.0,,2548
13167,0221,14262,4.0,,2548
13168,0221,14263,5.0,,2548
13169,0221,14264,20.0,,2548
13170,0222,14251,16.0,,2549
13171,0222,14252,18.0,,2549
13172,0222,14253,87.0,,2549
13173,0222,14254,45.0,,2549
13174,0222,14255,18.0,,2549
13175,0222,14256,64.0,,2549
13176,0222,14257,40.0,,2549
13177,0222,14258,390.0,,2549
13178,0223,14265,2.0,,2550
13179,0224,14266,4.0,,2551
13180,0224,14267,1.0,,2551
13181,0224,14268,1.0,,2551
13182,0224,14269,1.0,,2551
13183,0224,14270,5.0,,2551
13184,0225,14271,2.0,,2552
13185,0225,14272,4.0,,2552
13186,0225,14273,2.0,,2552
13187,0225,14274,8.0,,2552
13188,0225,14275,4.0,,2552
13189,0225,14276,4.0,,2552
13190,0225,14277,2.0,,2552
13191,0225,14278,2.0,,2552
13192,0225,14279,1.0,,2552
13193,0225,14280,2.0,,2552
13194,0226,14281,6.0,,2553
13195,0226,14282,1.0,,2553
13196,0226,14283,1.0,,2553
13197,0227,14284,40.0,,2554
13198,0227,14285,2.0,,2554
13199,0227,14286,4.0,,2554
13200,0227,14287,20.0,,2554
13201,0228,14288,8.0,,2555
13202,0228,14289,4.0,,2555
13203,0228,14290,8.0,,2555
13204,0228,14291,4.0,,2555
13205,0228,14292,20.0,,2555
13206,0229,14293,44.0,,2556
13207,0230,14294,22.0,,2557
13208,0230,14295,22.0,,2557
13209,0230,14296,10.0,,2557
13210,0231,14297,3.0,,2558
13211,0231,14298,2.0,,2558
13212,0231,14299,1.0,,2558
13213,0231,14300,2.0,,2558
13214,0231,14301,4.0,,2558
13215,0231,14302,2.0,,2558
13216,0231,14303,2.0,,2558
13217,0231,14304,1.0,,2558
13218,0232,14305,8.0,,2559
13219,0232,14306,22.0,,2559
13220,0233,14307,4.0,,2560
13221,0233,14308,4.0,,2560
13222,0233,14309,5.0,,2560
13223,0233,14310,4.0,,2560
13224,0233,14311,3.0,,2560
13225,0233,14312,3.0,,2560
13226,0233,14313,3.0,,2560
13227,0233,14314,16.0,,2560
13228,0234,14315,5.0,,2561
13229,0234,14316,20.0,,2561
13230,0234,14317,3.0,,2561
13231,0234,14318,6.0,,2561
13232,0234,14319,2.0,,2561
13233,0234,14320,4.0,,2561
13234,0234,14321,4.0,,2561
13235,0234,14322,4.0,,2561
13236,0234,14323,2.0,,2561
13237,0234,14324,4.0,,2561
13238,0234,14325,2.0,,2561
13239,0234,14326,2.0,,2561
13240,0234,14327,8.0,,2561
13241,0235,14328,50.0,,2562
13242,0236,14329,20.0,,2563
13243,0237,14330,4.0,,2564
13244,0237,14331,4.0,,2564
13245,0237,14332,4.0,,2564
13246,0237,14333,4.0,,2564
13247,0237,14334,4.0,,2564
13248,0237,14335,4.0,,2564
13249,0237,14336,2.0,,2564
13250,0237,14337,5.0,,2564
13251,0237,14338,3.0,,2564
13252,0237,14339,2.0,,2564
13253,0237,14340,2.0,,2564
13254,0237,14341,2.0,,2564
13255,0237,14342,2.0,,2564
13256,0237,14343,2.0,,2564
13257,0237,14344,2.0,,2564
13258,0237,14345,2.0,,2564
13259,0238,14346,1.0,,2565
13260,0239,14347,50.0,,2566
13261,0239,14348,2.0,,2566
13262,0239,14349,2.0,,2566
13263,0240,14350,4.0,,2567
13264,0241,14351,4.0,,2568
13265,0241,14352,9.0,,2568
13266,0241,14353,4.0,,2568
13267,0241,14354,1.0,,2568
13268,0241,14355,3.0,,2568
13269,0241,14356,2.0,,2568
13270,0241,14357,6.0,,2568
13271,0242,14358,1.0,,2569
13272,0242,14359,1.0,,2569
13273,0243,14360,2.0,,2570
13274,0244,14361,2.0,,2571
13275,0244,14362,2.0,,2571
13276,0244,14363,2.0,,2571
13277,0244,14364,2.0,,2571
13278,0244,14365,2.0,,2571
13279,0245,14366,18.0,,2572
13280,0246,14367,4.0,,2573
13281,0246,14368,24.0,,2573
13282,0246,14369,24.0,,2573
13283,0246,14370,22.0,,2573
13284,0246,14371,12.0,,2573
13285,0246,14372,9.0,,2573
13286,0246,14373,4.0,,2573
13287,0246,14374,4.0,,2573
13288,0247,14375,10.0,,2574
13289,0248,14376,1.0,,2575
13290,0249,14377,12.0,,2576
13291,0249,14378,4.0,,2576
13292,0249,14379,6.0,,2576
13293,0249,14380,4.0,,2576
13294,0249,14381,2.0,,2576
13295,0249,14382,2.0,,2576
13296,0249,14383,20.0,,2576
13297,0250,14384,4.0,,2577
13298,0250,14385,44.0,,2577
13299,0250,14386,6.0,,2577
13300,0250,14387,4.0,,2577
13301,0250,14388,18.0,,2577
13302,0250,14389,16.0,,2577
13303,0250,14390,16.0,,2577
13304,0250,14391,4.0,,2577
13305,0250,14392,1.0,,2577
13306,0250,14393,1.0,,2577
13307,0250,14394,1.0,,2577
13308,0250,14395,2.0,,2577
13309,0250,14396,4.0,,2577
13310,0250,14397,4.0,,2577
13311,0250,14398,4.0,,2577
13312,0250,14399,4.0,,2577
13313,0251,14400,2.0,,2578
13314,0251,14401,2.0,,2578
13315,0251,14402,2.0,,2578
13316,0251,14403,2.0,,2578
13317,0251,14404,8.0,,2578
13318,0251,14405,24.0,,2578
13319,0252,14406,2.0,,2579
13320,0252,14407,4.0,,2579
13321,0252,14408,1.0,,2579
13322,0252,14409,3.0,,2579
13323,0252,14410,1.0,,2579
13324,0252,14411,5.0,,2579
13325,0253,14412,4.0,,2580
13326,0253,14413,3.0,,2580
13327,0253,14414,6.0,,2580
13328,0254,14415,4.0,,2581
13329,0254,14416,2.0,,2581
13330,0254,14417,2.0,,2581
13331,0254,14418,1.0,,2581
13332,0254,14419,4.0,,2581
13333,0254,14420,1.0,,2581
13334,0254,14421,1.0,,2581
13335,0254,14422,1.0,,2581
13336,0254,14423,1.0,,2581
13337,0254,14424,1.0,,2581
13338,0254,14425,1.0,,2581
13339,0255,14426,3.0,,2582
13340,0256,14427,1.0,,2583
13341,0256,14428,2.0,,2583
13342,0256,14429,5.0,,2583
13343,0256,14430,4.0,,2583
13344,0256,14431,10.0,,2583
13345,0256,14432,8.0,,2583
13346,0256,14433,8.0,,2583
13347,0256,14434,4.0,,2583
13348,0256,14435,3.0,,2583
13349,0257,14436,5.0,,2584
13350,0257,14437,5.0,,2584
13351,0257,14438,4.0,,2584
13352,0257,14439,6.0,,2584
13353,0257,14440,4.0,,2584
13354,0257,14441,12.0,,2584
13355,0257,14442,24.0,,2584
13356,0257,14443,48.0,,2584
13357,0257,14444,1.0,,2584
13358,0257,14445,4.0,,2584
13359,0257,14446,1.0,,2584
13360,0257,14447,2.0,,2584
13361,0257,14448,2.0,,2584
13362,0258,14449,24.0,,2585
13363,0258,14450,40.0,,2585
13364,0258,14451,44.0,,2585
13365,0259,14452,4.0,,2586
13366,0259,14453,6.0,,2586
13367,0259,14454,4.0,,2586
13368,0260,14455,8.0,,2587
13369,0001,14507,2.0,,2588
13370,0002,14456,81.0,,2589
13371,0002,14457,64.0,,2589
13372,0002,14458,73.0,,2589
13373,0002,14459,11.0,,2589
13374,0003,14460,44.0,,2590
13375,0003,14461,45.0,,2590
13376,0003,14462,54.0,,2590
13377,0003,14463,11.0,,2590
13378,0004,14464,21.0,,2591
13379,0004,14465,231.0,,2591
13380,0004,14466,31.0,,2591
13381,0004,14467,155.0,,2591
13382,0004,14468,195.0,,2591
13383,0004,14469,6.0,,2591
13384,0004,14470,9.0,,2591
13385,0005,14471,40.0,,2592
13386,0005,14472,10.0,,2592
13387,0005,14473,52.0,,2592
13388,0005,14474,46.0,,2592
13389,0005,14475,160.0,,2592
13390,0005,14476,45.0,,2592
13391,0005,14477,117.0,,2592
13392,0006,14478,7.0,,2593
13393,0006,14479,11.0,,2593
13394,0006,14480,36.0,,2593
13395,0006,14481,6.0,,2593
13396,0006,14482,7.0,,2593
13397,0006,14483,10.0,,2593
13398,0006,14484,48.0,,2593
13399,0006,14485,41.0,,2593
13400,0006,14486,406.0,,2593
13401,0006,14487,32.0,,2593
13402,0006,14488,16.0,,2593
13403,0006,14489,23.0,,2593
13404,0007,14490,180.0,,2594
13405,0007,14491,66.0,,2594
13406,0007,14492,170.0,,2594
13407,0007,14493,26.0,,2594
13408,0007,14494,12.0,,2594
13409,0007,14495,19.0,,2594
13410,0007,14496,18.0,,2594
13411,0007,14497,110.0,,2594
13412,0007,14498,18.0,,2594
13413,0007,14499,7.0,,2594
13414,0007,14500,10.0,,2594
13415,0007,14501,9.0,,2594
13416,0007,14502,23.0,,2594
13417,0007,14503,6.0,,2594
13418,0007,14504,49.0,,2594
13419,0007,14505,9.0,,2594
13420,0008,14506,5.0,,2595
13421,0009,14508,44.0,,2596
13422,0009,14509,14.0,,2596
13423,0009,14510,105.0,,2596
13424,0009,14511,39.0,,2596
13425,0009,14512,517.0,,2596
13426,0009,14513,16.0,,2596
13427,0009,14514,29.0,,2596
13428,0009,14515,195.0,,2596
13429,0009,14516,20.0,,2596
13430,0009,14517,40.0,,2596
13431,0009,14518,22.0,,2596
13432,0009,14519,14.0,,2596
13433,0009,14520,8.0,,2596
13434,0009,14521,6.0,,2596
13435,0009,14522,9.0,,2596
13436,0009,14523,17.0,,2596
13437,0009,14524,19.0,,2596
13438,0009,14525,39.0,,2596
13439,0009,14526,57.0,,2596
13440,0010,14554,1.0,,2597
13441,0011,14559,275.0,,2598
13442,0011,14560,32.0,,2598
13443,0011,14561,148.0,,2598
13444,0011,14562,93.0,,2598
13445,0011,14563,58.0,,2598
13446,0011,14564,61.0,,2598
13447,0011,14565,61.0,,2598
13448,0011,14566,72.0,,2598
13449,0011,14567,60.0,,2598
13450,0011,14568,215.0,,2598
13451,0011,14569,31.0,,2598
13452,0011,14570,15.0,,2598
13453,0011,14571,13.0,,2598
13454,0012,14555,30.0,,2599
13455,0012,14556,30.0,,2599
13456,0012,14557,186.0,,2599
13457,0012,14558,32.0,,2599
13458,0013,14553,22.0,,2600
13459,0014,14538,21.0,,2601
13460,0014,14539,27.0,,2601
13461,0014,14540,28.0,,2601
13462,0014,14541,10.0,,2601
13463,0014,14542,7.0,,2601
13464,0014,14543,16.0,,2601
13465,0014,14544,17.0,,2601
13466,0014,14545,9.0,,2601
13467,0014,14546,27.0,,2601
13468,0014,14547,75.0,,2601
13469,0014,14548,76.0,,2601
13470,0014,14549,64.0,,2601
13471,0014,14550,8.0,,2601
13472,0014,14551,570.0,,2601
13473,0014,14552,794.0,,2601
13474,0015,14527,36.0,,2602
13475,0015,14528,26.0,,2602
13476,0015,14529,16.0,,2602
13477,0015,14530,13.0,,2602
13478,0015,14531,23.0,,2602
13479,0015,14532,6.0,,2602
13480,0015,14533,6.0,,2602
13481,0015,14534,28.0,,2602
13482,0015,14535,2.0,,2602
13483,0015,14536,2.0,,2602
13484,0015,14537,2.0,,2602
13485,0016,14572,2.0,,2603
13486,0016,14573,4.0,,2603
13487,0017,14574,4.0,,2604
13488,0018,14575,2.0,,2605
13489,0019,14576,16.0,,2606
13490,0019,14577,16.0,,2606
13491,0019,14578,48.0,,2606
13492,0019,14579,2.0,,2606
13493,0019,14580,2.0,,2606
13494,0020,14581,2.0,,2607
13495,0021,14607,8.0,,2608
13496,0022,14608,16.0,,2609
13497,0022,14609,1.0,,2609
13498,0022,14610,1.0,,2609
13499,0023,14592,4.0,,2610
13500,0023,14593,2.0,,2610
13501,0023,14594,3.0,,2610
13502,0023,14595,5.0,,2610
13503,0023,14596,14.0,,2610
13504,0023,14597,34.0,,2610
13505,0023,14598,29.0,,2610
13506,0023,14599,9.0,,2610
13507,0023,14600,18.0,,2610
13508,0023,14601,7.0,,2610
13509,0023,14602,8.0,,2610
13510,0023,14603,4.0,,2610
13511,0023,14604,4.0,,2610
13512,0023,14605,3.0,,2610
13513,0023,14606,18.0,,2610
13514,0024,14582,40.0,,2611
13515,0024,14583,4.0,,2611
13516,0024,14584,13.0,,2611
13517,0024,14585,12.0,,2611
13518,0024,14586,15.0,,2611
13519,0024,14587,7.0,,2611
13520,0024,14588,4.0,,2611
13521,0024,14589,5.0,,2611
13522,0024,14590,5.0,,2611
13523,0024,14591,39.0,,2611
13524,0025,14611,3.0,,2612
13525,0025,14612,45.0,,2612
13526,0025,14613,6.0,,2612
13527,0025,14614,52.0,,2612
13528,0026,14615,6.0,,2613
13529,0027,14619,50.0,,2614
13530,0028,14618,2.0,,2615
13531,0029,14617,2.0,,2616
13532,0030,14616,1.0,,2617
13533,0031,14648,82.0,,2618
13534,0031,14649,61.0,,2618
13535,0031,14650,142.0,,2618
13536,0031,14651,95.0,,2618
13537,0031,14652,63.0,,2618
13538,0031,14653,168.0,,2618
13539,0031,14654,89.0,,2618
13540,0031,14655,59.0,,2618
13541,0031,14656,79.0,,2618
13542,0031,14657,222.0,,2618
13543,0031,14658,119.0,,2618
13544,0031,14659,61.0,,2618
13545,0031,14660,14.0,,2618
13546,0031,14661,13.0,,2618
13547,0031,14662,49.0,,2618
13548,0031,14663,9.0,,2618
13549,0031,14664,101.0,,2618
13550,0031,14665,17.0,,2618
13551,0031,14666,53.0,,2618
13552,0031,14667,7.0,,2618
13553,0031,14668,39.0,,2618
13554,0031,14669,27.0,,2618
13555,0031,14670,11.0,,2618
13556,0031,14671,15.0,,2618
13557,0032,14672,52.0,,2619
13558,0032,14673,12.0,,2619
13559,0032,14674,32.0,,2619
13560,0032,14675,20.0,,2619
13561,0032,14676,50.0,,2619
13562,0032,14677,11.0,,2619
13563,0032,14678,15.0,,2619
13564,0032,14679,7.0,,2619
13565,0032,14680,24.0,,2619
13566,0032,14681,28.0,,2619
13567,0032,14682,5.0,,2619
13568,0032,14683,79.0,,2619
13569,0032,14684,4.0,,2619
13570,0032,14685,13.0,,2619
13571,0032,14686,53.0,,2619
13572,0032,14687,23.0,,2619
13573,0032,14688,18.0,,2619
13574,0032,14689,7.0,,2619
13575,0032,14690,22.0,,2619
13576,0032,14691,53.0,,2619
13577,0032,14692,25.0,,2619
13578,0032,14693,4.0,,2619
13579,0032,14694,23.0,,2619
13580,0032,14695,6.0,,2619
13581,0032,14696,3.0,,2619
13582,0032,14697,171.0,,2619
13583,0032,14698,7.0,,2619
13584,0032,14699,4.0,,2619
13585,0032,14700,41.0,,2619
13586,0032,14701,31.0,,2619
13587,0032,14702,9.0,,2619
13588,0032,14703,2.0,,2619
13589,0033,14704,33.0,,2620
13590,0033,14705,14.0,,2620
13591,0033,14706,5.0,,2620
13592,0033,14707,19.0,,2620
13593,0033,14708,3.0,,2620
13594,0033,14709,19.0,,2620
13595,0033,14710,20.0,,2620
13596,0033,14711,37.0,,2620
13597,0033,14712,87.0,,2620
13598,0033,14713,43.0,,2620
13599,0033,14714,26.0,,2620
13600,0033,14715,3.0,,2620
13601,0033,14716,8.0,,2620
13602,0033,14717,21.0,,2620
13603,0033,14718,14.0,,2620
13604,0033,14719,21.0,,2620
13605,0033,14720,23.0,,2620
13606,0033,14721,8.0,,2620
13607,0033,14722,4.0,,2620
13608,0033,14723,5.0,,2620
13609,0033,14724,5.0,,2620
13610,0033,14725,10.0,,2620
13611,0033,14726,21.0,,2620
13612,0033,14727,48.0,,2620
13613,0033,14728,18.0,,2620
13614,0034,14729,24.0,,2621
13615,0034,14730,4.0,,2621
13616,0034,14731,64.0,,2621
13617,0034,14732,4.0,,2621
13618,0034,14733,5.0,,2621
13619,0034,14734,4.0,,2621
13620,0035,14735,2.0,,2622
13621,0035,14736,92.0,,2622
13622,0035,14737,36.0,,2622
13623,0035,14738,55.0,,2622
13624,0035,14739,74.0,,2622
13625,0035,14740,7.0,,2622
13626,0035,14741,4.0,,2622
13627,0035,14742,22.0,,2622
13628,0035,14743,43.0,,2622
13629,0035,14744,15.0,,2622
13630,0035,14745,3.0,,2622
13631,0035,14746,227.0,,2622
13632,0035,14747,19.0,,2622
13633,0035,14748,9.0,,2622
13634,0036,14749,5.0,,2623
13635,0036,14750,12.0,,2623
13636,0036,14751,4.0,,2623
13637,0036,14752,2.0,,2623
13638,0036,14753,23.0,,2623
13639,0036,14754,10.0,,2623
13640,0037,14755,670.0,,2624
13641,0037,14756,60.0,,2624
13642,0037,14757,53.0,,2624
13643,0037,14758,94.0,,2624
13644,0037,14759,835.0,,2624
13645,0037,14760,83.0,,2624
13646,0037,14761,41.0,,2624
13647,0038,14762,12.0,,2625
13648,0038,14763,15.0,,2625
13649,0038,14764,97.0,,2625
13650,0038,14765,242.0,,2625
13651,0038,14766,107.0,,2625
13652,0038,14767,131.0,,2625
13653,0039,14768,72.0,,2626
13654,0039,14769,79.0,,2626
13655,0039,14770,29.0,,2626
13656,0039,14771,5.0,,2626
13657,0039,14772,7.0,,2626
13658,0039,14773,31.0,,2626
13659,0039,14774,20.0,,2626
13660,0039,14775,19.0,,2626
13661,0039,14776,27.0,,2626
13662,0039,14777,11.0,,2626
13663,0039,14778,18.0,,2626
13664,0039,14779,20.0,,2626
13665,0039,14780,149.0,,2626
13666,0039,14781,15.0,,2626
13667,0039,14782,7.0,,2626
13668,0039,14783,40.0,,2626
13669,0039,14784,6.0,,2626
13670,0039,14785,77.0,,2626
13671,0039,14786,29.0,,2626
13672,0039,14787,1.0,,2626
13673,0039,14788,55.0,,2626
13674,0039,14789,41.0,,2626
13675,0039,14790,2.0,,2626
13676,0040,14791,2.0,,2627
13677,0040,14792,2.0,,2627
13678,0041,14793,2.0,,2628
13679,0042,14794,2.0,,2629
13680,0043,14812,3.0,,2630
13681,0043,14813,3.0,,2630
13682,0043,14814,2.0,,2630
13683,0043,14815,2.0,,2630
13684,0043,14816,1.0,,2630
13685,0043,14817,50.0,,2630
13686,0043,14818,3.0,,2630
13687,0043,14819,1.0,,2630
13688,0043,14820,1.0,,2630
13689,0043,14821,1.0,,2630
13690,0043,14822,2.0,,2630
13691,0043,14823,4.0,,2630
13692,0043,14824,30.0,,2630
13693,0043,14825,1.0,,2630
13694,0043,14826,27.0,,2630
13695,0043,14827,1.0,,2630
13696,0043,14828,1.0,,2630
13697,0044,14829,3.0,,2631
13698,0044,14830,2.0,,2631
13699,0044,14831,2.0,,2631
13700,0044,14832,2.0,,2631
13701,0044,14833,1.0,,2631
13702,0044,14834,1.0,,2631
13703,0044,14835,8.0,,2631
13704,0044,14836,8.0,,2631
13705,0044,14837,6.0,,2631
13706,0044,14838,3.0,,2631
13707,0044,14839,6.0,,2631
13708,0044,14840,1.0,,2631
13709,0044,14841,1.0,,2631
13710,0044,14842,7.0,,2631
13711,0044,14843,36.0,,2631
13712,0044,14844,8.0,,2631
13713,0045,14884,95.0,,2632
13714,0045,14885,4.0,,2632
13715,0046,14861,413.0,,2633
13716,0046,14862,14.0,,2633
13717,0046,14863,135.0,,2633
13718,0046,14864,24.0,,2633
13719,0046,14865,6.0,,2633
13720,0046,14866,70.0,,2633
13721,0046,14867,37.0,,2633
13722,0046,14868,1.0,,2633
13723,0046,14869,33.0,,2633
13724,0046,14870,3.0,,2633
13725,0046,14871,30.0,,2633
13726,0046,14872,10.0,,2633
13727,0046,14873,4.0,,2633
13728,0046,14874,49.0,,2633
13729,0046,14875,2.0,,2633
13730,0046,14876,60.0,,2633
13731,0046,14877,25.0,,2633
13732,0046,14878,22.0,,2633
13733,0046,14879,22.0,,2633
13734,0046,14880,5.0,,2633
13735,0046,14881,4.0,,2633
13736,0046,14882,1.0,,2633
13737,0046,14883,1.0,,2633
13738,0047,14847,38.0,,2634
13739,0047,14848,50.0,,2634
13740,0047,14849,50.0,,2634
13741,0048,14845,39.0,,2635
13742,0048,14846,2.0,,2635
13743,0049,14850,2.0,,2636
13744,0049,14851,1.0,,2636
13745,0049,14852,1.0,,2636
13746,0049,14853,3.0,,2636
13747,0049,14854,2.0,,2636
13748,0049,14855,1.0,,2636
13749,0049,14856,1.0,,2636
13750,0050,14857,2.0,,2637
13751,0050,14858,4.0,,2637
13752,0050,14859,9.0,,2637
13753,0050,14860,2.0,,2637
13754,0051,14886,2.0,,2638
13755,0051,14887,20.0,,2638
13756,0051,14888,5.0,,2638
13757,0051,14889,15.0,,2638
13758,0051,14890,15.0,,2638
13759,0051,14891,28.0,,2638
13760,0051,14892,29.0,,2638
13761,0051,14893,324.0,,2638
13762,0051,14894,5.0,,2638
13763,0051,14895,8.0,,2638
13764,0051,14896,16.0,,2638
13765,0051,14897,1.0,,2638
13766,0051,14898,15.0,,2638
13767,0051,14899,2.0,,2638
13768,0051,14900,48.0,,2638
13769,0051,14901,12.0,,2638
13770,0051,14902,79.0,,2638
13771,0052,14903,4.0,,2639
13772,0052,14904,24.0,,2639
13773,0052,14905,21.0,,2639
13774,0052,14906,73.0,,2639
13775,0052,14907,25.0,,2639
13776,0052,14908,8.0,,2639
13777,0052,14909,1.0,,2639
13778,0052,14910,31.0,,2639
13779,0052,14911,4.0,,2639
13780,0052,14912,3.0,,2639
13781,0052,14913,2.0,,2639
13782,0052,14914,25.0,,2639
13783,0052,14915,5.0,,2639
13784,0052,14916,2.0,,2639
13785,0052,14917,3.0,,2639
13786,0052,14918,4.0,,2639
13787,0052,14919,32.0,,2639
13788,0052,14920,22.0,,2639
13789,0052,14921,26.0,,2639
13790,0052,14922,10.0,,2639
13791,0052,14923,30.0,,2639
13792,0052,14924,5.0,,2639
13793,0052,14925,194.0,,2639
13794,0052,14926,267.0,,2639
13795,0052,14927,106.0,,2639
13796,0052,14928,72.0,,2639
13797,0052,14929,54.0,,2639
13798,0052,14930,77.0,,2639
13799,0052,14931,77.0,,2639
13800,0052,14932,48.0,,2639
13801,0052,14933,88.0,,2639
13802,0052,14934,6.0,,2639
13803,0052,14935,13.0,,2639
13804,0052,14936,305.0,,2639
13805,0053,14937,198.0,,2640
13806,0053,14938,30.0,,2640
13807,0053,14939,594.0,,2640
13808,0053,14940,600.0,,2640
13809,0053,14941,605.0,,2640
13810,0053,14942,12.0,,2640
13811,0053,14943,60.0,,2640
13812,0053,14944,109.0,,2640
13813,0053,14945,56.0,,2640
13814,0053,14946,3.0,,2640
13815,0053,14947,3.0,,2640
13816,0053,14948,10.0,,2640
13817,0053,14949,129.0,,2640
13818,0053,14950,6.0,,2640
13819,0053,14951,8.0,,2640
13820,0053,14952,70.0,,2640
13821,0053,14953,33.0,,2640
13822,0053,14954,14.0,,2640
13823,0053,14955,10.0,,2640
13824,0053,14956,95.0,,2640
13825,0053,14957,3.0,,2640
13826,0053,14958,1.0,,2640
13827,0053,14959,548.0,,2640
13828,0053,14960,22.0,,2640
13829,0053,14961,10.0,,2640
13830,0054,14795,6900.0,,2641
13831,0054,14796,3600.0,,2641
13832,0054,14797,1500.0,,2641
13833,0054,14798,300.0,,2641
13834,0054,14799,500.0,,2641
13835,0054,14800,500.0,,2641
13836,0054,14801,800.0,,2641
13837,0054,14802,200.0,,2641
13838,0054,14803,300.0,,2641
13839,0054,14804,200.0,,2641
13840,0054,14805,300.0,,2641
13841,0054,14806,200.0,,2641
13842,0054,14807,100.0,,2641
