POId,SysDate,SysTime,SessionId,CompId,FinYearId,CustomerId,QuotationNo,PONo,PODate,POReceivedDate,VendorCode,PaymentTerms,PF,VAT,Excise,Octroi,Warrenty,Insurance,Transport,NoteNo,RegistrationNo,Freight,Remarks,CST,Validity,OtherCharges,FileName,FileSize,ContentType,FileData,EnqId
265,2014-06-06,10:50:49 AM,Sapl0005,1,2,F007,0,4300014494,2014-05-30,2014-06-04,108878,100% against PI,INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,256
266,2014-06-12,4:06:37 PM,Sapl0005,1,2,J006,0,4300014490,2014-05-30,2014-06-02,102662,90% against material receipt & acceptance & balance10% within 60 days after commissioning .,INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,257
267,2014-06-16,10:19:03 AM,Sapl0005,1,2,M009,0,3200079066,2014-06-14,2014-06-14,CS2782,30 DAYS FROM DATE OF RECEIPT,INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,259
268,2014-06-16,11:09:04 AM,Sapl0005,1,2,N003,0,011415CPCAPX055,2014-06-12,2014-06-14,-,AFTER I&C,INCLUSIVE,-,12.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,260
269,2014-06-18,10:10:21 AM,Sapl0005,1,2,C008,0,IND2862851,2014-06-10,2014-06-17,160344,60 DAYS,INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,261
270,2014-06-18,10:13:56 AM,Sapl0005,1,2,C008,0,IND2863285,2014-06-11,2014-06-17,160344,60 DAYS,INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,262
271,2014-07-05,9:37:12 AM,Sapl0005,1,2,J015,0,4300014954,2014-07-03,2014-07-03,102662,90% against material receipt & acceptance & balance10% after commissioning .,INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,263
272,2014-07-05,9:59:02 AM,Sapl0005,1,2,J015,0,4100034942,2014-07-03,2014-07-03,102662,100% after successful installtion of work,INCLUSIVE,-,12.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,264
273,2014-07-08,12:50:51 PM,Sapl0056,1,2,N003,0,011415CPCAPX084,2014-07-04,2014-07-07,S0296,IMMEDIATELY AFTER BILL BOOKED,INCLUSIVE,-,10.36%,NA,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,NA,by courier,-,-,EXTRA TO BE ADDED IN INVOICE AT THE TIME OF DISPATCH OF MATERIAL,DELIVERY IMMEDIATELY ON RECEIPT OF PO.,2%  AGAINST FORM  C,VALID FROM 04-07-2014 TO 31-03-2015,-,,0.0,application/octet-stream,,265
274,2014-07-14,11:47:40 AM,Sapl0056,1,2,J016,0,4300015078,2014-07-11,2014-07-14,102662,100% AFTER 30 DAYS OF RECEIPT OF MATERIAL,INCLUSIVE,-,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,TO SAPL A/C,ROAD,-,-,Inclusive,"LAYOUT 1, LAYOUT 2 & LAYOUT 3 OF LONG RAILS, CROSS RAIL & TROLLEY SET ARE AS PER PO ANNEXURE.",2%  AGAINST FORM  C,31.03.2015,-,PO ANNEXURE.xlsx,10163.0,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,266
275,2014-07-14,12:48:40 PM,Sapl0056,1,2,J016,0,4100035382,2014-07-11,2014-07-14,102662,100% AFTER 30 DAYS OF RECEIPT OF MATERIAL,NA,NA,12.36%,NA,NA,TO SAPL A/C,NA,NA,NA,NA,TOWARDS INSTALLATION OF RAILS.,NA,31.03.2015,NA,,0.0,application/octet-stream,,267
276,2014-07-14,3:14:48 PM,Sapl0056,1,2,J016,0,4300015066,2014-07-10,2014-07-14,102662,100% AFTER 30 DAYS OF RECEIPT OF MATERIAL,INCLUSIVE,NA,10.36%,NA,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,TO SAPL A/C,ROAD,-,-,Inclusive,PRICE BASIS - F.O.R. SITE.,2%  AGAINST FORM  C,31.03.2015,-,,0.0,application/octet-stream,,268
277,2014-07-14,2:41:00 PM,Sapl0056,1,2,J016,0,4100035383,2014-07-11,2014-07-14,102662,100% AFTER 30 DAYS OF RECEIPT OF MATERIAL,NA,NA,12.36%,NA,NA,TO SAPL A/C,NA,NA,-,NA,INSTALLATION OF LONG AND CROSS RAIL.,NA,31.03.2015,NA,,0.0,application/octet-stream,,269
278,2014-08-09,12:26:24 PM,Sapl0005,1,2,J017,0,4300015428,2014-08-08,2014-08-08,102662,100% AFTER 30 DAYS OF RECEIPT OF MATERIAL,INCLUSIVE,-,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,TO SAPL A/C,ROAD,-,-,Inclusive,-,2%  AGAINST FORM  C,13.12.2015,-,,0.0,application/octet-stream,,270
279,2014-07-24,11:03:13 AM,Sapl0056,1,2,M009,0,3200080845,2014-07-22,2014-07-22,PS00374,100% AFTER 30 DAYS OF RECEIPT OF MATERIAL,INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,Inclusive,INCO TERMS : DOOR DELIVERY,NA,-,-,,0.0,application/octet-stream,,271
280,2014-09-17,10:16:27 AM,Sapl0056,1,2,V002,0,8000048272,2014-07-21,2014-07-23,2240,30 DAYS FROM DATE OF GOODS RECEIPT,INCLUSIVE,12.5%,10.36%,-,24 MONTHS AT VW INDIA SITE AGAINST MANUFACTURING DEFECT FROM THE DATE OF RECEIPT AND ACCEPTANCE OF GOODS,TO SAPL A/C,ROAD,-,-,Inclusive,"DELIVERY DATE :21.08.2014, DATE AGREED WITH PENALTY CLAUSE:25.08.2014, DELIVERY TERMS : FH FREE DELIVERY VW CHAKAN, PUNE.",-,25.08.2014,-,,0.0,application/octet-stream,,272
281,2014-07-25,5:09:28 PM,Sapl0056,1,2,K007,0,12345,2014-07-25,2014-07-25,ABCDE,100% AFTER 30 DAYS OF RECEIPT OF MATERIAL,INCLUSIVE,12.5%,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,Inclusive,"Delivery schedule as bellow.

Please arrange to manufacture Control Panels Single stage = 30 nos. + Two stage = 20 nos.  & deliver as per schedule given by you for first two batches. (i.e. 18/08 & 25/08 = 25 nos each batch). These Control Panel Boxes must be finish with all respect i.e. complete Piping, Gauges/Pressure switches fitting, Electric wiring etc. & duly tested with Nitrogen. Only checking on sample basis to be carried out in KPC.
Please treat this as LOI. We cannot generate the POs in advance at this stage. 
Inform us the material readiness at your end, at that time, we will give you formal Purchase Order.",-,31.08.2014,-,,0.0,application/octet-stream,,273
282,2014-10-17,4:37:17 PM,Sapl0005,1,2,K007,0,2411503305,2014-10-07,2014-10-07,1V103391,100% AFTER 30 DAYS OF RECEIPT OF MATERIAL,INCLUSIVE,12.5%,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,Inclusive,"Delivery schedule as bellow.

Please arrange to manufacture Control Panels Single stage = 30 nos. + Two stage = 20 nos.  & deliver as per schedule given by you for first two batches. (i.e. 18/08 & 25/08 = 25 nos each batch). These Control Panel Boxes must be finish with all respect i.e. complete Piping, Gauges/Pressure switches fitting, Electric wiring etc. & duly tested with Nitrogen. Only checking on sample basis to be carried out in KPC.
Please treat this as LOI. We cannot generate the POs in advance at this stage. 
Inform us the material readiness at your end, at that time, we will give you formal Purchase Order.",-,31.08.14,-,,0.0,application/octet-stream,,273
283,2014-08-04,1:17:04 PM,Sapl0005,1,2,J006,0,4300015263,2014-07-26,2014-08-01,102662,25%adv. 65% against PI with 100% taxes & 10% after commissioning,INCLUSIVE,NA,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,Inclusive,"MODIFICATION MATERIAL FOR SPOT WELDING FIXTURE & CHECKING FIXTURE AS PER ECN REQUIRED FOR Y9T BIW ECN AT J1. Scope of Work : modification in floor fixture due to ECR. a) addition of units for modification(reinforcement cross member section, manguard modification) b) addition of sensors for components c)addition units in all fixtures for addition of two holes on floor panel.",2%  AGAINST FORM  C,25.12.2014,-,,0.0,application/octet-stream,,274
284,2014-08-01,4:28:09 PM,Sapl0056,1,2,J017,0,4300015323,2014-07-31,2014-08-01,102662,90% against P.I. and balance after commissioning.,INCLUSIVE,NA,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,Inclusive,Delivery - Strictly within 2 weeks.,2%  AGAINST FORM  C,31.12.2014,-,,0.0,application/octet-stream,,275
285,2014-08-02,3:02:17 PM,Sapl0056,1,2,C002,0,60010975,2014-08-01,2014-08-02,809727,WITHIN 45 DAYS DUE NET,INCLUSIVE,NA,12.36%,NA,12 MONTHS FROM DATE OF DISPATCH,NA,NA,NA,NA,NA,PACKING/TRANSPORT : ALL INCLUSIVE.,NA,31.12.2014,-,,0.0,application/octet-stream,,276
286,2014-08-04,2:48:41 PM,Sapl0005,1,2,J006,0,4300014531,2014-06-02,2014-06-02,102662,AS PER PO,-,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,277
287,2014-08-14,3:52:30 PM,Sapl0056,1,2,S011,0,PUOR14002289,2014-08-14,2014-08-14,-,15 days from G.R.,INCLUSIVE,NA,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,NA,-,Inclusive,"Please write our Order No., Item Code No. in all Challans, Bills, Correspondence etc. This order must be
acknowledge within 48 hours, else it will be treated as  Accepted by You . Your credit period will be
counted from the date of GRR.",2%  AGAINST FORM  C,-,-,,0.0,application/octet-stream,,278
288,2014-08-21,2:08:32 PM,Sapl0056,1,2,J003,0,4300015505,2014-08-16,2014-08-21,108878,100% AFTER RECEIPT OF MATERIAL,INCLUSIVE,12.5%,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,NA,NA,Inclusive,"PO Annexure
1 Header text DELIVERY-1 WEEK
REMARKS-INSTALLATION <(>&<)> COMMISSIONING INCLUDED",NA,31.12.2014,NA,,0.0,application/octet-stream,,279
289,2014-08-25,11:59:02 AM,Sapl0056,1,2,A007,0,2801500052,2014-08-04,2014-08-23,CS00367,100% AGAINST PROFORMA INVOICE BEFORE DISPATCH,INCLUSIVE,12.5%,10.36%,ASAL A/C,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,NA,NA,Inclusive,"REPEAT ORDER ON SAME SUPPLIER : The same size and make CROSS RAILS are procured from SYNERGYTECH AUTOMATION, now we required additional GUNS installation so go through
this supplier for matching existing rails. Supply Set of Long cross Rail with Trolley For NON-IT GUN at
Bhosari PLANT Safari 65L Fuel Tank PROJECT. Sr. No.Item Code Item Description Qty UOM
1 289100000285-1 Gantry System Long Rail-5M 36 Mtr
2 289100000285-2 Gantry System Cross Rail-2.5M 9 Mtr
3 289100000285-3 Long Cross Trolley set for cross Rail 3 Sets Total rate :1,56,600/-
Excise@12.36% : extra
Vat@12.5% : extra
Delivery : within 5 days
payment : 100% against Proforma Invoice before dispatch.
Installation of cross rails trolley sets at : Bhosari Plant. Delivery of cross rails trolley sets will be done by SAPL, Pune at M/s. Automotive Stampings Assemblies Limited, (ASAL),Bhosari plant at Pune.(GUN SUPPLIER END)Warranty :For Gun Rails, trolley sets - 12 months from the date of dispatch of material for any manufacturing defects.Packing Forwarding :Inclusive.",NA,30.04.2015,NA,,0.0,application/octet-stream,,280
290,2014-08-25,1:58:50 PM,Sapl0056,1,2,A007,0,2801532251,2014-08-04,2014-08-23,CS00367,100% AGAINST WORK COMPLETION.,NA,NA,12.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,NA,NA,NA,NA,Service Tax@12.36% : extra,NA,30.04.2015,NA,,0.0,application/octet-stream,,281
291,2014-09-05,12:26:12 PM,Sapl0056,1,2,N003,0,011415CPCAPX163,2014-08-05,2014-09-03,S0296,IMMEDIATELY AFTER BILL BOOKED,INCLUSIVE,NA,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,EXTRA TO BE ADDED IN INVOICE AT THE TIME OF DISPATCH OF MATERIAL,"NOTE : ABOVE PRICE INCLUSIVE OF TROLLEY SET. CROSS TROLLRY - 2 NOS., LOAD TROLLEY - 1 NO., CABLE TROLLEY - 1 NO., CABLE END SUPPORT - 1 NO., JOINT CLAMP AS PER DRAWING.",2%  AGAINST FORM  C,31.03.2015,-,,0.0,application/octet-stream,,282
292,2014-09-05,3:50:25 PM,Sapl0056,1,2,J009,0,JOAI/A/1300070,2014-09-04,2014-09-05,VSA002,AGAINST DELIVERY,INCLUSIVE,NA,10.36%,-,6 MONTHS FROM DATE OF DISPATCH OF MATERIAL,TO SAPL A/C,ROAD,-,-,EXTRA  AT ACTUALS,Kindly make billing in favour of JBM Ogihara Automotive India Ltd.,2%  AGAINST FORM  C,-,-,,0.0,application/octet-stream,,283
293,2014-09-10,6:07:26 PM,Sapl0056,1,2,N003,0,011415CPCAPX240,2014-09-05,2014-09-06,S0296,IMMEDIATELY AFTER BILL BOOKED,INCLUSIVE,NA,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,EXTRA TO BE ADDED IN INVOICE AT THE TIME OF DISPATCH OF MATERIAL,"NOTE : SL. NO. 1 TO 6 PRICE INCLUSIVE OF TROLLEY SET CROSS TROLLEY - 2 NOS., LOAD TROLLEY 1 NO., CABLE TROLLEY - 1 NO.,CABLE END SUPPORT CLAMP, JOINT CLAMP AS PER DRAWING.",2%  AGAINST FORM  C,31.03.2015,-,,0.0,application/octet-stream,,284
294,2014-09-07,12:07:58 PM,Sapl0056,1,2,J018,0,4300015089,2014-09-06,2014-09-07,102662,"90% AGAINST PROFORMA INVOICE BEFORE DISPATCH, BALANCE 10% + 100% TAXES AGAINST DELIVERY.",INCLUSIVE,NA,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,Inclusive,"PO Annexure.
1 Long Rail C-63 section
2 Joint Coupler Assly C-63 section rails
2 Delivery : IMMEDIATE
3 Payment Terms : 90% against PI before dispatch balance 10% + 100% taxes against delivery.
4 Price Basis For Site
5 Freight INCLUDED IN THE ABOVE PRICE",2%  AGAINST FORM  C,31.03.2015,-,,0.0,application/octet-stream,,285
295,2014-09-07,1:04:35 PM,Sapl0056,1,2,J018,0,4100037249,2014-09-06,2014-09-07,102662,100% AGAINST COMPLETION OF JOBWORK,NA,NA,12.36%,NA,NA,NA,NA,NA,NA,NA,"SERVICE CHARGES FOR INSTALLATION OF LONG RAILS AT ORAGADAM PLANT, TAMIL NADU.",NA,31.03.2015,NA,,0.0,application/octet-stream,,286
296,2014-09-15,5:19:12 PM,Sapl0056,1,2,A007,0,2802500124,2014-08-21,2014-09-15,CS00367,PO30 - 30 DAYS FROM GRR,INCLUSIVE,12.5%,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,Inclusive,DELIVERY WITHIN 5 DAYS.,NA,30.04.2015,-,,0.0,application/octet-stream,,287
297,2014-09-19,6:00:09 PM,Sapl0005,1,2,S024,0,SDE/PUR/SR/0017,2014-09-19,2014-09-19,-,AS PER PO,-,12.5%,10.36%,-,-,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,288
298,2014-09-20,1:04:02 PM,Sapl0056,1,2,S006,0,SAPL/14-15/LRCR007,2014-09-20,2014-09-20,-,-,-,-,-,-,-,-,-,-,-,-,"FOR GUN RAILS TO BE MADE & KEPT IN STOCK AT SAPL, PUNE.",-,31.03.2015,-,,0.0,application/octet-stream,,289
299,2015-09-12,2:29:37 PM,sapl0005,1,3,A029,0,MH_PO15-16_000581,2015-06-19,2014-07-23,S000000494,AS PER PO,-,12.5%,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,road,-,-,-,,-,-,-,,0.0,application/octet-stream,,290
300,2014-09-26,4:55:03 PM,Sapl0056,1,2,S011,0,PUOR14002990,2014-09-25,2014-09-26,-,15 days from G.R.,INCLUSIVE,NA,10.36%,NA,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,NA,NA,Inclusive,"TAX - CED + 2% CST EXTRA
DELIVERY - BEFORE 30.09.2014
PAYMENT - AFTER SUCCESSFUL INSTALLATION
ABOVE RATES ARE INCLUSIVE OF INSTALLATION & COMMISSIONING
FREIGHT - INCLUSIVE P&F - NIL
WARRANTY - 12 MONTHS FROM DATE OF INSTALLATION.
NOTE - 1) ABOVE QUOTED PRICE IS INCLUSIVE OF INSTALLATION CHARGES FOR RAILS
AT OUR SITE",2%  AGAINST FORM  C,-,NA,,0.0,application/octet-stream,,291
301,2015-09-12,2:29:01 PM,sapl0005,1,3,A029,0,MH_PO 15-16_000581,2015-06-19,2014-07-23,S000000494,AS PER PO,-,-,10.36%,-,-,-,road,-,-,-,,-,-,-,,0.0,application/octet-stream,,292
302,2014-10-10,2:33:29 PM,Sapl0056,1,2,W003,0,PO-PO0814-15/00127,2014-10-09,2014-10-10,-,100% AGAINST PROFORMA INVOICE BEFORE DISPATCH,INCLUSIVE,12.5%,12.36%,-,12 MONTHS FROM DATE OF DISPATCH,TO SAPL A/C,ROAD,-,-,Inclusive,Delivery Terms : Free delivery.,NA,-,-,,0.0,application/octet-stream,,293
303,2014-10-17,11:35:50 AM,Sapl0005,1,2,K007,0,2411503303,2014-10-07,2014-10-07,1V103391,AS PER PO,INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,294
304,2014-10-18,11:24:43 AM,Sapl0005,1,2,S011,0,PUOR14003114,2014-10-04,2014-10-04,-,60 DAYS,INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,295
305,2014-10-29,6:19:10 PM,Sapl0005,1,2,J015,0,4300016382,2014-10-20,2014-10-21,102662,90% AGAINST PI & BALANCE AFTER COMMISSIONING,INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,296
306,2015-05-11,11:19:38 AM,sapl0005,1,3,M017,0,C/00005,2015-04-02,2015-04-08,S1711,AS PER PO,INCLUSIVE,12.5%,12.5%,-,-,-,road,-,-,-,,-,-,-,,0.0,application/octet-stream,,297
307,2014-10-28,11:33:06 AM,Sapl0005,1,2,M009,0,verbmus28,2014-10-28,2014-10-28,-,AS PER PO,-,-,10.36%,-,-,-,road,-,-,-,,-,-,-,,0.0,application/octet-stream,,298
308,2014-11-07,4:19:19 PM,Sapl0005,1,2,S011,0,PUOR14003576,2014-11-07,2014-11-07,-,AS PER PO,INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,by courier,-,-,-,,-,-,-,,0.0,application/octet-stream,,299
309,2014-11-11,4:23:26 PM,Sapl0005,1,2,T014,0,50010586,2014-10-27,2014-11-10,11951,"20% on Order, 70%-7 days Rcpt at TCL,10% on Commissioning",INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,300
310,2014-11-15,12:00:07 PM,Sapl0005,1,2,J014,0,4300016622,2014-11-14,2014-11-14,108878,AS PER PO,-,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,301
311,2014-11-20,3:01:42 PM,Sapl0005,1,2,A015,0,PO114001114,2014-11-14,2014-11-14,-,07 days from the date of material receipt,INCLUSIVE,12.5%,10.36%,-,-,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,302
312,2014-11-28,9:20:18 AM,Sapl0005,1,2,J017,0,4100039814,2014-11-25,2014-11-27,108878,100% after 30 days of receipt of material,-,-,12.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,303
313,2014-11-28,10:30:27 AM,Sapl0005,1,2,J017,0,4100039893,2014-11-27,2014-11-27,108878,100% after 30 days of receipt of material,-,-,12.36%,-,-,-,road,-,-,-,,-,-,-,,0.0,application/octet-stream,,304
314,2014-12-01,10:08:46 AM,Sapl0005,1,2,A003,0,7014003001,2014-11-27,2014-11-30,1001336,AS PER PO,-,12.5%,12.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,305
315,2014-12-01,11:32:57 AM,Sapl0005,1,2,T002,0,2410190283,2014-11-24,2014-11-30,S83470,Payment on 30 days from GR based on acceptance.,inclusive,12.5%,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,306
317,2014-12-08,12:40:39 PM,Sapl0005,1,2,M008,0,3200082136,2014-08-21,2014-12-06,PS00374,AS PER PO,inclusive,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,307
318,2014-12-08,5:04:42 PM,Sapl0005,1,2,M009,0,3400162751,2014-12-06,2014-12-06,PS00374,AS PER PO,inclusive,-,12.36%,-,-,-,NA,-,-,-,,-,-,-,,0.0,application/octet-stream,,308
319,2014-12-13,4:59:35 PM,Sapl0005,1,2,A026,0,ver11,2014-12-11,2014-12-11,-,AS PER PO,-,12.5%,10.36%,-,-,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,309
320,2014-12-12,5:21:10 PM,Sapl0005,1,2,S006,0,sapl,2014-12-12,2014-12-12,-,as per PO,NA,-,10.36%,-,-,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,310
321,2014-12-18,10:33:44 AM,Sapl0005,1,2,T002,0,2410191080,2014-12-17,2014-12-17,S83470,30 days from GR based on acceptance.,INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,311
322,2014-12-22,10:48:36 AM,Sapl0005,1,2,J018,0,4300017078,2014-12-20,2014-12-20,102662,"90% AGAINT PI, BAL 10% + 100% TAXES AGAINST DELIVERY",INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,312
323,2014-12-29,9:49:05 AM,Sapl0005,1,2,T002,0,9000028682,2014-12-22,2014-12-27,S83470,"90%on del,bal 10%onComm with 60 days Cr",INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,313
324,2014-12-29,10:12:13 AM,Sapl0005,1,2,T015,0,7230015910,2014-12-24,2014-12-25,S79613,90% WITH 100% TAXES AND DUTIES AFTER 60 DAYS FROM GIN,INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,314
325,2014-12-29,10:32:13 AM,Sapl0005,1,2,T015,0,7140016946,2014-12-25,2014-12-27,S79613,Payment on 60 days from GR based on acceptance,INCLUSIVE,-,12.36%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,"UPTO TAL, PUNE",,-,-,-,,0.0,application/octet-stream,,315
327,2015-01-19,9:54:09 AM,Sapl0005,1,2,A002,0,Con|2013|0446|9,2015-01-09,2015-01-09,-,AS PER PO,INCLUSIVE,12.5%,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,317
328,2015-01-08,12:31:00 PM,Sapl0005,1,2,M020,0,3200071537,2014-01-23,2014-09-25,PS00374,AS PER PO,INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,318
329,2015-02-16,4:44:25 PM,Sapl0005,1,2,M020,0,3200082136,2014-08-21,2014-12-06,PS00374,AS PER PO,INCLUSIVE,2% against C form,12.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,319
330,2016-03-31,10:32:33 AM,Sapl0005,1,3,N005,0,132002,2015-01-07,2015-01-08,PS032,AS PER PO,INCLUSIVE,12.5%,12.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,320
331,2015-01-19,12:42:23 PM,Sapl0005,1,2,S006,0,verb19,2015-01-19,2015-01-19,-,AS PER PO,INCLUSIVE,-,-,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,321
332,2015-01-20,11:30:29 AM,Sapl0005,1,2,J018,0,4300017420,2015-01-20,2015-01-20,102662,AS PER PO,INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,322
333,2015-01-21,2:14:10 PM,Sapl0005,1,2,M020,0,3200071537,2014-01-23,2014-10-17,PS00374,AS PER PO,INCLUSIVE,2% against C form,10.36%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,323
