EnqId,SysDate,SysTime,SessionId,CompId,FinYearId,CustomerId,CustomerName,RegdAddress,RegdCountry,RegdState,RegdCity,RegdPinNo,RegdContactNo,RegdFaxNo,WorkAddress,WorkCountry,WorkState,WorkCity,WorkPinNo,WorkContactNo,WorkFaxNo,MaterialDelAddress,MaterialDelCountry,MaterialDelState,MaterialDelCity,MaterialDelPinNo,MaterialDelContactNo,MaterialDelFaxNo,ContactPerson,JuridictionCode,Commissionurate,TinVatNo,Email,EccNo,Divn,TinCstNo,ContactNo,Range,PanNo,TDSCode,Remark,EnquiryFor,Flag,POStatus
83,2013-06-18,11:47:34 AM,Sapl0005,1,1,M003,MAHINDRA UGINE STEEL CO. LTD. ,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,-,-,-,27360370484V Dt 01/04/08,yhg@dfg.com,AAACM4998GXM003,-,27360370484C Dt 01/04/08,-,-,-,-,,WELDING FIXTURE FOR OP-40,1,1
84,2013-06-18,11:48:05 AM,Sapl0005,1,1,M003,MAHINDRA UGINE STEEL CO. LTD. ,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,-,-,-,27360370484V Dt 01/04/08,yhg@dfg.com,AAACM4998GXM003,-,27360370484C Dt 01/04/08,-,-,-,-,,WELDING FIXTURES FOR OP-50,1,1
85,2013-06-18,11:48:55 AM,Sapl0005,1,1,M003,MAHINDRA UGINE STEEL CO. LTD. ,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,-,-,-,27360370484V Dt 01/04/08,yhg@dfg.com,AAACM4998GXM003,-,27360370484C Dt 01/04/08,-,-,-,-,,WELDING FIXTURES FOR OP-60 & OP-70 (TROLLEY),1,1
86,2013-06-18,12:37:04 PM,Sapl0005,1,1,M003,MAHINDRA UGINE STEEL CO. LTD. ,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,-,-,-,27360370484V Dt 01/04/08,yhg@dfg.com,AAACM4998GXM003,-,27360370484C Dt 01/04/08,-,-,-,-,,INSPECTION FIXTURE FOR OP-80,1,1
87,2013-06-18,12:37:54 PM,Sapl0005,1,1,M003,MAHINDRA UGINE STEEL CO. LTD. ,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,-,-,-,27360370484V Dt 01/04/08,yhg@dfg.com,AAACM4998GXM003,-,27360370484C Dt 01/04/08,-,-,-,-,,HAND FIXTURES,1,1
88,2013-06-19,9:28:08 AM,Sapl0005,1,1,M003,MAHINDRA UGINE STEEL CO. LTD. ,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,-,-,-,27360370484V Dt 01/04/08,yhg@dfg.com,AAACM4998GXM003,-,27360370484C Dt 01/04/08,-,-,-,-,,OVERHEAD GANTRY SYSTEM FOR STATION TO STATION TRANSFER FOR CARGO ASSY,1,1
89,2013-06-19,9:42:41 AM,Sapl0005,1,1,M003,MAHINDRA UGINE STEEL CO. LTD. ,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,"D-2,MIDC,Ambad",1,21,402,422010,-,-,-,-,-,27360370484V Dt 01/04/08,yhg@dfg.com,AAACM4998GXM003,-,27360370484C Dt 01/04/08,-,-,-,-,,GRIPPERS 2 NOS ( OP-10),1,1
90,2013-06-19,1:48:53 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,"RISER - 7,
SHIM-90",1,1
91,2013-06-20,9:12:45 AM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,5102-BS-27HT1-11 (DM-61)-4,1,1
92,2013-06-20,4:02:48 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,SHIMS - 251,1,1
93,2013-06-21,1:39:51 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,"RISER-(SP16-300)FOR-4540-4,
SHIM PACK-(SP50-33)4510-8",1,1
94,2013-06-21,3:17:03 PM,Sapl0005,1,1,P011,PLATEMASTERS ,"PLOT NO. 97, SECTOR NO 10, PIMPRI- CHINCHWAD NEW TOWN DEVELOPMENT, BHOSARI,",1,21,405,411026,02067333208,-,"PLOT NO. 97, SECTOR NO 10, PIMPRI- CHINCHWAD NEW TOWN DEVELOPMENT, BHOSARI,",1,21,405,411026,02067333208,-,"PLOT NO. 97, SECTOR NO 10, PIMPRI- CHINCHWAD NEW TOWN DEVELOPMENT, BHOSARI,",1,21,405,411026,02067333208,-,SURYAKANT RATHI,-,-,27510001268V,platemasters@yahoo.in,AABFP3956FXM002,-,27510001268C,9822117881,-,-,-,,"CROSS RAIL C-63 RAIL - 4MTR,",1,1
95,2013-06-21,3:29:49 PM,Sapl0005,1,1,P011,PLATEMASTERS ,"PLOT NO. 97, SECTOR NO 10, PIMPRI- CHINCHWAD NEW TOWN DEVELOPMENT, BHOSARI,",1,21,405,411026,02067333208,-,"PLOT NO. 97, SECTOR NO 10, PIMPRI- CHINCHWAD NEW TOWN DEVELOPMENT, BHOSARI,",1,21,405,411026,02067333208,-,"PLOT NO. 97, SECTOR NO 10, PIMPRI- CHINCHWAD NEW TOWN DEVELOPMENT, BHOSARI,",1,21,405,411026,02067333208,-,SURYAKANT RATHI,-,-,27510001268V,platemasters@yahoo.in,AABFP3956FXM002,-,27510001268C,9822117881,-,-,-,,TROLLEY SET FOR C63 RAILS - 2,1,1
96,2013-06-21,3:52:28 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,"8120-1-24-SQUARE PLATE- 1,
8120-1-31-ROUND PLATE-1,
8120-1-33-WELD MENT-2,
7120/7320-1-24-ROUND PLATE-2,
7120/7320-1-33-WELD MENT-2,
7120/7320-1-35-WELD MENT-2,
7120/7320-1-26-SQUARE PLATE-2,
7120/7320-1-34-WELD MENT-2,
7140/7340-1-24-ROUND PLATE-2,
7140/7340-1-26-PLATE-2,
7140/7340-1-34-ROUND PLATE-2",1,1
97,2013-06-22,9:55:43 AM,Sapl0005,1,1,T002,TATA MOTORS LTD ,MPLP PIMPRI PLANT,1,21,405,411018,-,-,MPLP PIMPRI PLANT,1,21,405,411018,-,-,MPLP PIMPRI PLANT,1,21,405,411018,-,-,-,-,-,27390247811V DT.01/04/08,asdfg@tatamotors.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",-,27390247811C DT.01/04/08,-,-,-,-,,Frictionless rails for gun suspension - 1,1,1
98,2013-06-22,11:20:41 AM,Sapl0005,1,1,S011,SHANTI IRON & STEEL ,"690, UDYAMBAG,INDUSTRIAL ESTATE,",1,17,295,-,"0831-2440972/3, 2442122",0831-2440975,"690, UDYAMBAG,INDUSTRIAL ESTATE,",1,17,295,-,"0831-2440972/3, 2442122",0831-2440975,"690, UDYAMBAG,INDUSTRIAL ESTATE,",1,17,295,-,"0831-2440972/3, 2442122",0831-2440975,shantilal Porwal,-,-,-,svp@shantiiron.net,AAFFS4372N-XM001,I. D. O. BELGAUM,29580076808,9945221972,B,-,-,,HC3050NH CAP.500KGSX5MTR LI- 5,1,1
99,2013-06-29,12:25:55 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,Labour charge - 1,1,1
100,2013-06-29,12:34:49 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,Material cost-1,1,1
101,2013-07-02,10:00:23 AM,Sapl0005,1,1,S006,SYNERGYTECH AUTOMATION PVT. LTD. PUNE ,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,-,-,-,-,info@synergytechs.com,-,-,-,-,-,-,-,,CONSUMABLES,1,1
102,2013-07-03,9:09:59 AM,Sapl0005,1,1,S011,SHANTI IRON & STEEL ,"690, UDYAMBAG,INDUSTRIAL ESTATE,",1,17,295,-,"0831-2440972/3, 2442122",0831-2440975,"690, UDYAMBAG,INDUSTRIAL ESTATE,",1,17,295,-,"0831-2440972/3, 2442122",0831-2440975,"690, UDYAMBAG,INDUSTRIAL ESTATE,",1,17,295,-,"0831-2440972/3, 2442122",0831-2440975,shantilal Porwal,-,-,-,svp@shantiiron.net,AAFFS4372N-XM001,I. D. O. BELGAUM,29580076808,9945221972,B,-,-,,Break Coil - 3,1,1
103,2013-07-04,10:08:15 AM,Sapl0005,1,1,G016,GLORIA ENGINEERING COMPANY,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD.",1,21,405,412 114,-,-,S.K.Kadam,-,PUNE - I,27260000969V,purchase@gloriagroup.co.in,AACFG5559LXM004,PUNE - II,27260000969C,-,-,-,-,,"LONG RAIL(C-63SECTION)=5500mmx4x2Lines= 44000mm(44m), CROSS RAIL  (C-63 SECTION)= 2500mmx10nos =25000mm(25m), TROLLET SET FOR C-63 RAIL SECTION FOR HANGING 10nos GUNS.(EACH TROLLEY SET CONSISTS OF 2 nos CROSS TROLLEY,1no LOAD TROLLEY,1no CABLE TRAY,1noCABLE SUPPORT,2no END RUBBER STOPPERS)-6",1,0
104,2013-07-04,10:16:37 AM,Sapl0005,1,1,G015,GLORIA ENGINEERING COMPANY ,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD, PUNE - 412 114",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD, PUNE - 412 114",1,21,405,412 114,-,-,"GAT NO.1326, SHELARWASTI,DEHU ALANDI ROAD, PUNE - 412 114",1,21,405,412 114,-,-,MR. AMIT AGARWAL,-,PUNE - I,27260000969V,amit.agarwal@gloriagroup.co.in,AACFG5559LXM004,PUNE - II,27260000969C,-,CHINCHWAD - IV,-,-,,"LONG RAIL(C-63SECTION)=5500mmx4x2Lines= 44000mm(44m), CROSS RAIL  (C-63 SECTION)= 2500mmx10nos =25000mm(25m), TROLLET SET FOR C-63 RAIL SECTION FOR HANGING 10nos GUNS.(EACH TROLLEY SET CONSISTS OF 2 nos CROSS TROLLEY,1no LOAD TROLLEY,1no CABLE TRAY,1noCABLE SUPPORT,2no END RUBBER STOPPERS)-6",1,1
105,2013-07-08,12:29:57 PM,Sapl0005,1,1,W003,WINDALS AUTO PVT. LTD. - UNIT 8 ,"GAT NO. 203,AT MURHE VASTI TAL- KHED,POST - KURULI, CHAKAN",1,21,405,410501,-,-,"GAT NO. 203,AT MURHE VASTI TAL- KHED,POST - KURULI, CHAKAN",1,21,405,410501,-,-,"GAT NO. 203,AT MURHE VASTI TAL- KHED,POST - KURULI, CHAKAN",1,21,405,410501,-,-,Deepak Rawat,-,-,27400000892 V,sales@windalsauto.com,AAACW0964GEM008,-,27400000892 c,+91 8605017919,-,AAACW0964G,-,,BREAK COIL 415V AC LIFTO -5,1,1
106,2013-07-11,3:51:04 PM,Sapl0005,1,1,S006,SYNERGYTECH AUTOMATION PVT. LTD. PUNE ,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,-,-,-,-,info@synergytechs.com,-,-,-,-,-,-,-,,STANDARD ASSLY FOR FIXTURES-1,1,1
107,2013-07-11,4:58:14 PM,Sapl0005,1,1,P009,PRINCE METAL WORKS(UNIT-1) ,"10,GIRNAR BLDG.,Y. R. TAWDE ROAD.,OPP. RLY. STATION,DAHISAR(W)",1,21,398,400 068,0250-6582918/6582919/6527096,-,"PLOT NO. E S.NO.44-8/3,GANESH INDUSTRIAL ESTATE,NEAR RPG RAYCHEM,VILLAGE : WALIV, TAL. VASAI",1,21,412,401 208,0250-6582918/6582919/6527096,-,"PLOT NO. E S.NO.44-8/3,GANESH INDUSTRIAL ESTATE,NEAR RPG RAYCHEM,VILLAGE : WALIV, TAL. VASAI",1,21,412,401 208,0250-6582918/6582919/6527096,-,Vyankatesh Rajkonda,-,THANE-II,27180389498V w.e.f. 1-4-2006,pmwindia@gmail.com,AABFP 7901 JXM001,VASAI-I,27180389498C w.e.f. 1-4-2006,+91 - 7738375971,IV,-,-,,MESSUNG MAKE NG2K PLUS AC  POWER SUPPLY 3A P2115-1,1,1
108,2013-07-15,5:44:38 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,"5102-ET-UB-01-06-1,
5102-ET-UB-01-09-1,
5102-ET-UB-02-01-2",1,1
109,2013-07-17,12:19:53 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,"ROBO PEDESTAL7130-714C-1,
ROBO PEDESTAL7145-714D-1,
ROBO PEDESTAL7330-734C-1,
ROBO PEDESTAL7345-734D-1,
ROBO PEDESTAL8110-812A-1",1,1
110,2013-07-17,12:49:38 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,SHIMS - 130,1,1
111,2013-07-19,6:28:13 PM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,"VCXXX9999014240_(PRG_90S)-3,
VCXXX9999014241_(PRG_90S)-1,
VCXXX9999014244_(PRG_90S)-2,
VCXXX9999014247_(PRG_90S)-3,
VCXXX9999014248_(PRG_90S)-1,
VCXXX9999014252_(PRG_90S)-2,
VCXXX9999014240_(PVG_100)-2,
VCXXX9999014241_(PVG_100)-8,
VCXXX9999014242_(PVG_100)-2,
VCXXX9999014243_(PVD_100)-3,
VCXXX9999014244_(PVD_100)-9,
VCXXX9999014245_(PVD_100)-3,
VCXXX9999014246_(PVD_100)-2,
VCXXX9999014247_(PVD_100)-2,
VCXXX9999014248_(PVD_100)-8,
VCXXX9999014249_(PVD_100)-2,
VCXXX9999014251_(PVD_100)-1,
VCXXX9999014252_(PVD_100)-7,
VCXXX9999014253_(PVD_100)-3,
VCXXX9999014254_(PVD_100)-2,
VCXXX9999014248_(PRD_250)-1,
VCXXX9999014251_(PRD_250)-1,
VCXXX9999014241_(PRG_250)-1,
VCXXX9999014243_(PRG_250)-1",1,1
112,2013-07-23,2:30:54 PM,Sapl0005,1,1,J013,JBM AUTO LTD. ,"601,HEMKUNT CHAMBERS,89,NEHRU PLACE",1,10,133,10019,-,-,"PLOT NO. 5,SECTOR - 31,KASNA INDUSTRIAL AREA,",1,33,682,201306,-,-,"PLOT NO. 5,SECTOR - 31,KASNA INDUSTRIAL AREA,",1,33,682,201306,-,-,Mr. SANJAY MURGAI,-,Noida,-,smurgai@jbm.co.in,AAACJ9630NXM002,V,09366300628,09899787009,"30, Noida",AAACJ9630N,-,,"LONG RAIL C63(16MX2NOS.)+(3MX2NOS.)=38MTR,
CROSS RAIL C63 (2.5MX6NOS=15MTR),
TROLLEY SET FOR C63 -6,
LONG RAIL C63(12MX2NOS.=24MTR,
CROSS RAIL C63 (3.5MX5NOS)+(1.5MX2NOS.)=20.5MTR),
TROLLEY SET FOR C63 -7,
LONG RAIL C63(13MX2NOS.=26MTR,
CROSS RAIL C63 (2.5MX5NOS=12.5MTR),
TROLLEY SET FOR C63 -5,
LONG RAIL C63(5MX2NOS.=10MTR,
CROSS RAIL C63 (1.5MX2NOS=3MTR),
TROLLEY SET FOR C63 -2,",1,1
113,2013-07-24,10:02:03 AM,Sapl0005,1,1,C002,COMAU INDIA PVT LTD ,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,"Gate No -1394, 1413,34 KM Milestone,Pune Nagar Road, Shikrapur,Taluka Shirur",1,21,405,412208,+91-2137-678100,+91-2137-678110/11,Mr. Amit Kokane,-,-,27650001482 V WEF 01/04/06,amit.kokane@comau.com,AAACC6992QXM002,-,27650001482 C WEF 01/04/06,-,-,-,-,,SHIM PACK : 40,1,1
114,2013-07-24,2:26:58 PM,Sapl0005,1,1,M005,"MAHINDRA & MAHINDRA LTD.,CHAKAN ","Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,-,1,21,405,-,-,-,"Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,RAJESH KUMAR,-,-,27750410573V W.E.F. 01.04.2006,RAJESHKUMAR@MAHINDRA.COM,AAFCM1217MXM001,-,27750410573C W.E.F. 01.04.2006,-,-,AAACM3025E,-,,"SUB ASSLY : SA10, SA20, SA30",1,1
115,2013-07-24,3:11:55 PM,Sapl0005,1,1,M005,"MAHINDRA & MAHINDRA LTD.,CHAKAN ","Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,-,1,21,405,-,-,-,"Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,RAJESH KUMAR,-,-,27750410573V W.E.F. 01.04.2006,RAJESHKUMAR@MAHINDRA.COM,AAFCM1217MXM001,-,27750410573C W.E.F. 01.04.2006,-,-,AAACM3025E,-,,WELDING FIXTURES FOR ST-10,1,1
116,2013-07-24,3:12:39 PM,Sapl0005,1,1,M005,"MAHINDRA & MAHINDRA LTD.,CHAKAN ","Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,-,1,21,405,-,-,-,"Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,RAJESH KUMAR,-,-,27750410573V W.E.F. 01.04.2006,RAJESHKUMAR@MAHINDRA.COM,AAFCM1217MXM001,-,27750410573C W.E.F. 01.04.2006,-,-,AAACM3025E,-,,WELDING FIXTURES FOR ST-20,1,1
117,2013-07-24,3:13:15 PM,Sapl0005,1,1,M005,"MAHINDRA & MAHINDRA LTD.,CHAKAN ","Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,-,1,21,405,-,-,-,"Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,RAJESH KUMAR,-,-,27750410573V W.E.F. 01.04.2006,RAJESHKUMAR@MAHINDRA.COM,AAFCM1217MXM001,-,27750410573C W.E.F. 01.04.2006,-,-,AAACM3025E,-,,WELDING FIXTURES FOR ST-30,1,1
118,2013-07-24,3:14:28 PM,Sapl0005,1,1,M005,"MAHINDRA & MAHINDRA LTD.,CHAKAN ","Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,-,1,21,405,-,-,-,"Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,RAJESH KUMAR,-,-,27750410573V W.E.F. 01.04.2006,RAJESHKUMAR@MAHINDRA.COM,AAFCM1217MXM001,-,27750410573C W.E.F. 01.04.2006,-,-,AAACM3025E,-,,WELDING FIXTURES FOR ST-40,1,1
119,2013-07-24,3:14:54 PM,Sapl0005,1,1,M005,"MAHINDRA & MAHINDRA LTD.,CHAKAN ","Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,-,1,21,405,-,-,-,"Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,RAJESH KUMAR,-,-,27750410573V W.E.F. 01.04.2006,RAJESHKUMAR@MAHINDRA.COM,AAFCM1217MXM001,-,27750410573C W.E.F. 01.04.2006,-,-,AAACM3025E,-,,WELDING FIXTURES FOR ST-50,1,1
120,2013-07-24,3:15:21 PM,Sapl0005,1,1,M005,"MAHINDRA & MAHINDRA LTD.,CHAKAN ","Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,-,1,21,405,-,-,-,"Automative Sector,
Chakan,
Dist. Pune 410 510",1,21,405,410501,-,-,RAJESH KUMAR,-,-,27750410573V W.E.F. 01.04.2006,RAJESHKUMAR@MAHINDRA.COM,AAFCM1217MXM001,-,27750410573C W.E.F. 01.04.2006,-,-,AAACM3025E,-,,WELDING FIXTURES FOR ST-60,1,1
