Id,ProformaInvNo,InvDate,PONo,Amount,Particular,WithinGroup,WONo,BG,PVEVNO,BillAgainst,MId
757,,,"1642,1682,",85400.67,,,,,,,629
758,,,"1841,",2633.0,,,,,,,630
759,,,,2824.2,,,,,1628,GPC/PROFORMA,631
760,,,,4248.0,,,,,1629,GPC/13-14/1801/001,631
761,,,"1733,",35606.0,,,,,,,632
762,,,"1762,",1418.0,,,,,,,633
763,,,"1747,",14715.0,,,,,,,634
764,,,"1986,",1365.0,,,,,,,635
765,,,"1975,",10395.0,,,,,,,636
766,,,"1985,",50000.0,,,,,,,637
767,,,,11505.39,,,,,2220,01925,638
768,,,,20654.0,,,,,1705,12,639
769,,,,19106.0,,,,,1734,14,639
770,,,,63275.75,,,,,1176,090223,640
771,,,"1826,",4601.0,,,,,,,641
772,,,,140000.0,,,,,,,642
773,,,,55397.0,,,,,,,643
774,,,"2137,",16854.0,,,,,,,644
775,,,"1925,",601542.95,,,,,,,645
776,,,"1248,",143040.0,,,,,,,646
777,,,,235178.25,,,,,,,647
778,,,,8568.0,,,,,1005,508,648
779,,,,4480.0,,,,,1058,503,648
780,,,,6025.0,,,,,1059,505,648
781,,,,8400.0,,,,,1060,506,648
782,,,,6000.0,,,,,1061,510,648
783,,,,16527.0,,,,,1068,511,648
784,,,,100000.0,,,,,,,649
785,,,,90597.0,,,,,1772,PCK/13-14/2204,650
786,,,,83413.0,,,,,,,651
787,,,"2119,",100000.0,,,,,,,652
788,,,,33975.0,,,,,1503,WH/2135/2013-14,653
789,,,"1872,",1328.0,,,,,,,654
790,,,"1844,",16800.0,,,,,,,655
791,,,,40000.0,,,,,1184,059,656
792,,,"0158,",2813.0,,,,,,,657
793,,,"2067,",28418.94,,,,,,,658
794,,,,147880.62,,,,,456,9020204644,660
795,,,,3430.0,,,,,380,31455,662
796,,,,2780.0,,,,,379,31624,663
797,,,,8500.0,,,,,1097,131101,664
798,,,,9999.0,,,,,1346,1936,665
801,,,,2360.0,,,,,,,667
802,,,,5115.56,,,,,1586,13029015847,668
803,,,,4789.0,,,,,1710,1302019499,668
804,,,,23371.66,,,,,1710,1302019499,669
805,,,,6290.5,,,,,1019,1302994660,670
806,,,,4377.0,,,,,1254,13029002731,670
807,,,,3066.0,,,,,2609,BNR,670
808,,,,2713.34,,,,,97,1302926096,671
809,,,,3040.0,,,,,878,1302978141,672
810,,,,2196.65,,,,,1018,1302920801,672
811,,,"0094,",5460.0,,,,,,,673
812,,,,27000.0,,,,,2639,BNR,676
813,,,,2708.0,,,,,,,677
814,,,,14086.52,,,,,,,678
815,,,,10368.4,,,,,,,679
816,,,,26217.94,,,,,,,680
817,,,,15833.0,,,,,,,681
818,,,,39942.0,,,,,,,682
819,,,,6980.0,,,,,2097,GCC/PNA/5068,683
820,,,,28162.0,,,,,382,102,684
821,,,,30000.0,,,,,415,15,685
824,,,,461140.0,,,,,1913,1036,688
825,,,,62980.0,,,,,469,1211,689
826,,,,2373.36,,,,,622,1291,689
827,,,,15026.02,,,,,714,1394,689
828,,,,14299.07,,,,,715,1395,689
829,,,,27548.0,,,,,1433,26893,690
833,,,"2082,",4358.0,,,,,,,693
834,,,,2667.0,,,,,2294,SP/13-14/194,694
835,750,2014-04-23,"0028,",28687.0,,,,,,,695
837,,,"0003,",2149.0,,,,,,,697
838,,,"0027,",9765.0,,,,,,,698
839,,,,1520.0,,,,,2703,099,699
840,,,"2126,",18900.0,,,,,,,700
843,,2014-04-24,"1843,",74646.0,,,,,,,703
844,,,,12000.0,CONVEYANCE FOR THE MONTH FEB & MARCH 2014,,,,,,704
847,,,,5000.0,-,-,,8,,,707
848,RDM003,2014-04-22,"1964,",14369.34,-,,,,,,708
849,,,,9560.0,conveyance,-,,4,,,709
852,,,,52214.03,,,,,2222,327070320,712
853,-,2014-04-17,"1930,1966,",280922.0,-,,,,,,713
854,-,2014-04-28,"0750,",23509.0,-,,,,,,714
855,,,,20981.25,,,,,2691,196/14-15,715
856,,,,123630.47,,,,,1815,K000448/49,716
857,-,,"0390,",988482.0,-,,,,,,717
858,,,,6489.25,,,,,2726,C-31968,718
859,,,,6480.0,,,,,2655,33996,719
860,2050,2014-04-10,,779396.0,-,,,,,,720
861,,,,59670.11,,,,,2667,N00733,721
865,,,,9618.75,,,,,322,142,725
866,-,,"2058,2081,",10771.0,-,,,,,,726
867,,,,2636.85,,,,,2091,KV/3884,727
868,-,,"0390,",1000000.0,-,,,,,,728
869,,,"1844,",37790.0,-,,,,,,729
870,-,,"1951,",9619.0,-,,,,,,730
872,,,,17091.0,,,,,1193,004160,732
873,,,,910560.0,,,,,1986,7862,733
874,,,,272118.0,,,,,2051,8577,733
875,,,,48161.25,,,,,1769,0459,734
876,,,,10131.74,,,,,2208,13-14/3021,735
877,,,,49533.75,,,,,2201,2143,736
878,,,,9765.0,,,,,2714,257,737
879,,,,2148.88,,,,,2719,29,738
880,,,,12000.0,conveyance,,,,,,739
881,,,,5000.0,MILK CHARGES,,,,,,740
882,,,,128551.5,,,,,2657,20611,741
883,,,,97020.0,,,,,2854,1400018/WH,742
885,,,,99999.57,,,,,2854,1400018/WH,744
886,,,"1947,",32034.0,-,,,,,,745
887,,,,25000.0,-,,,,,,746
888,,,"2084,",3780.0,-,,,,,,747
889,,,,262247.91,,,,,2708,27145,748
890,,,,96292.0,,,,,2387,333,749
891,,,"0328,",10825.0,-,,,,,,750
892,,,,1746.0,,,,,2101,335,751
893,,,,2946.0,,,,,2337,295,751
894,,,,5308.0,,,,,2348,348,751
895,,,,3395.0,,,,,1367,3,752
896,,,,4485.0,,,,,1456,1,752
897,,,,7120.0,,,,,1457,2,752
898,,,,3350.0,,,,,1376,ME-21,753
899,,,,1155.0,,,,,1377,ME22,753
900,,,,1260.0,,,,,1378,ME - 23,753
901,,,,3200.0,,,,,1739,ME-24-C-NO-3637,753
902,,,,7405.0,,,,,1133,267,754
903,,,,4168.0,,,,,1134,268,754
904,,,,3427.0,,,,,1135,281,754
905,,,,10550.0,,,,,1319,6111,755
906,,,,8050.0,,,,,1320,6084,755
907,,,,15200.0,,,,,1546,6157,755
908,,,,16200.0,,,,,1565,6169,755
909,,,,7752.84,,,,,593,594,756
910,,,,4560.0,,,,,1169,632,756
911,,,,7687.0,,,,,1236,643,756
912,,,,10948.51,,,,,1599,216,757
913,,,,3480.0,,,,,563,45,758
914,,,,12330.0,,,,,1451,84,758
915,,,,15322.5,,,,,1312,108,759
916,,,,1665.0,,,,,1496,111,759
917,,,,1597.5,,,,,1497,110,759
918,,,,3183.74,,,,,1498,113,759
919,,,,2146.0,,,,,1685,087,759
920,,,,2508.78,,,,,1690,112,759
921,,,,20000.0,,,,,959,252,760
922,,,,4544.0,,,,,625,34,761
923,,,,9329.0,,,,,662,31,761
924,,,,6127.0,,,,,846,038,761
925,,,,6879.0,,,,,641,286,762
926,,,,5215.0,,,,,649,292,762
927,,,,7984.0,,,,,651,296,762
928,,,,1962.0,,,,,655,298,762
929,,,,2273.0,,,,,656,299,762
930,,,,4643.0,,,,,672,303,762
931,,,,1044.0,,,,,902,295,762
932,,,,1870.0,,,,,460,67,763
933,,,,2490.0,,,,,551,72,763
934,,,,5510.0,,,,,2767,04,763
935,,,,3840.0,,,,,2768,03,763
936,,,,3790.0,,,,,2769,01,763
937,,,,2500.0,,,,,2779,02,763
938,,,,14694.43,,,,,860,132,764
939,,,,5040.0,,,,,1321,4523,765
940,,,,3526.88,,,,,1403,4543,765
941,,,,13376.63,,,,,2232,LO/13-14/2782,766
942,,,,2160.0,,,,,935,147,767
943,,,,4060.0,,,,,1121,148,767
944,,,,1905.0,,,,,1304,156,767
945,,,,1875.0,,,,,1358,154,767
946,,,,1127.25,,,,,1181,292,768
947,,,,504.0,,,,,1884,363,768
948,,,,13178.81,,,,,2005,404,768
949,,,,190.0,,,,,2023,419,768
950,,,,18547.0,,,,,1088,112,769
951,,,,1453.0,,,,,1090,113,769
952,,,,1491.58,,,,,2283,253,770
953,,,,3240.0,,,,,2368,016,771
954,,,,16760.0,,,,,2570,BNR,771
955,,,,26979.0,,,,,1306,019,772
956,,,,3020.63,,,,,1316,018,772
957,,,,6127.0,,,,,872,602&603,773
958,,,,12766.0,,,,,1063,615,773
959,,,,1107.0,,,,,1563,813,773
960,,,,7262.13,,,,,809,1897,774
961,,,,1824.19,,,,,1119,2025,774
962,,,,9913.87,,,,,1514,3095,774
963,,,,15000.0,,,,,2107,000346,775
964,,,,23595.6,,,,,1875,238,776
965,,,,6405.0,,,,,2329,255,776
969,-,,,1650.0,-,,,,,,779
970,,,,3937.5,,,,,105,24,780
971,,,,2940.0,,,,,1418,"494,493",781
972,,,,2820.0,,,,,1602,498,781
973,,,,8840.0,,,,,1619,496,781
974,,,,4300.0,,,,,1654,500,781
975,,,,3600.0,,,,,1656,101,781
976,,,,2080.0,,,,,1742,104,781
977,,,,420.0,,,,,1743,105,781
978,,,,3401.0,,,,,1600,261,782
979,,,,6599.0,,,,,2337,295,782
980,,,,8140.0,,,,,1261,IN -SO201300372,783
981,,,,7163.0,,,,,1020,ME - 20,784
982,,,,2650.0,,,,,1035,ME-017,784
983,,,,1740.0,,,,,1055,ME - 018,784
984,,,,5160.0,,,,,1056,ME - 019,784
985,,,,8050.0,,,,,709,5916,788
986,,,,5200.0,,,,,575,64,789
987,,,,3500.0,,,,,588,63,789
988,,,,4140.0,,,,,663,65,789
989,,,,8565.0,,,,,665,67,789
990,,,,1160.0,,,,,666,66,789
991,,,,2880.0,,,,,743,69,789
992,,,,10550.0,,,,,807,068,789
993,,,,660.0,,,,,869,070,789
994,,,,14000.0,,,,,940,071,789
995,,,,13400.0,,,,,1067,73,790
996,,,,16905.0,,,,,1256,75,790
997,,,,3790.0,,,,,1524,0078,790
998,,,,2460.0,,,,,1525,80,790
999,,,,7250.0,,,,,1526,82,790
1000,,,,3880.0,,,,,1567,81,790
1001,,,,9600.0,,,,,1696,101,790
1002,,,,6600.0,,,,,1275,02,791
1003,,,,6365.0,,,,,1492,28,791
1004,,,,2035.0,,,,,1494,07,791
1005,,,,40000.0,,,,,959,252,792
1006,,,,6336.0,,,,,535,262,793
1007,,,,3760.0,,,,,536,260,793
1008,,,,1100.0,,,,,537,261,793
1009,,,,4660.0,,,,,538,259,793
1010,,,,1970.0,,,,,539,263,793
1011,,,,5710.0,,,,,540,264,793
1012,,,,6464.0,,,,,639,301,793
1013,,,,9220.0,,,,,644,283,794
1014,,,,20780.0,,,,,646,287,794
1015,,,,8737.0,,,,,641,286,795
1016,,,,1262.0,,,,,642,285,795
1017,,,,8925.0,,,,,643,284,795
1018,,,,1076.0,,,,,644,283,795
1019,,,,22004.44,,,,,1360,167,796
1020,,,,828.0,,,,,1429,183,796
1021,,,,44167.75,,,,,1962,181,796
1022,,,,274628.0,,,,,1681,EX00253,797
1023,,,,4641.0,,,,,2365,EX00241,797
1024,,,,866.0,,,,,1298,10579,798
1025,,,,20557.0,,,,,1299,10578,798
1026,,,,4483.815,,,,,909,41188,799
1027,,,,10348.784,,,,,1013,41209,799
1028,,,,2778.3,,,,,1258,41322,799
1029,,,,2204.0,,,,,1401,41395,799
1030,,,,5050.0,,,,,2559,BNR,800
1031,,,,953557.0,,,,,2361,9771400051/52,801
1032,,,,1544400.0,,,,,2209,9771400032,802
1033,,,"1367,",498800.0,-,,,,,,803
1034,,,,67003.0,,,,,2824,631,804
1035,-,,,988482.0,,,,,,,805
1036,-,,,779396.0,-,,,,,,806
1037,-,,,1000000.0,-,,,,,,807
1038,,,,78633.85,,,,,2765,016083,808
1039,,,,2199.02,,,,,2766,016084,808
1040,-,,,461140.0,-,,,,,,809
1041,,,,2457.0,,,,,410,599,810
1042,,,,3442.5,,,,,412,594,810
1043,,,,3425.62,,,,,414,597,810
1044,,,,12875.62,,,,,946,715,810
1045,,,,2160.0,,,,,947,710,810
1046,,,,6828.75,,,,,1522,591,810
1047,,,,1687.5,,,,,1523,593,810
1048,-,,,245439.0,-,,,,,,811
1049,,,,3924.0,,,,,943,604,812
1050,,,,8437.5,,,,,969,714,812
1051,,,,5197.5,,,,,970,606,812
1052,,,,580.5,,,,,971,607,812
1053,,,,6862.5,,,,,981,711,812
1054,,,,1918.13,,,,,1279,587,812
1055,,,,5062.5,,,,,1280,586,812
1056,,,,270.0,,,,,1301,614,812
1057,,,,3507.75,,,,,1417,610,812
1058,,,,4117.5,,,,,1448,618,812
1059,,,,6840.0,,,,,1449,617,812
1060,,,,2047.5,,,,,1499,615,812
1061,,,,1080.0,,,,,1500,613,812
1062,-,,,6490.0,-,,,,,,813
1063,,,,10000.0,,,,,2574,BNR,814
1064,,,,41828.0,,,,,992,DSI-277/13-14,815
1065,,,,228016.0,,,,,993,DSI-265/13-14,815
1066,,,,48865.0,,,,,2391,DSI-306/13-14,815
1067,,,,590252.88,,,,,520,DSI-314/315/316/13-14,816
1068,,,,48864.9,,,,,879,DSI-390/13-14,816
1069,,,,111954.07,,,,,2391,DSI-306/13-14,816
1070,,,,604872.22,,,,,1874,"DSI-611,612,613,622/13-14",817
1071,,,,100000.0,,,,,879,DSI-390/13-14,818
1072,,,,45436.0,,,,,997,DSI-219/220/13-14,819
1073,,,,3493.93,,,,,2605,BNR,819
1074,-,,"0328,",10825.0,,,,,,,820
1076,,,,2653.0,,,,,790,2459,822
1077,,,,4846.0,,,,,791,2452,822
1078,,,,3061.0,,,,,792,2458,822
1079,,,,5722.0,,,,,793,2457,822
1080,,,,791.0,,,,,795,2456,822
1081,,,,387.0,,,,,2613,BNR,822
1082,-,,"2074,",2218.0,-,,,,,,823
1083,,,,7889.0,,,,,2838,47407,824
1084,,,,20807.0,,,,,,,825
1085,,,,15916.82,,,,,84,084139,826
1086,,,,26027.29,,,,,209,084601,826
1087,,,,4316.57,,,,,210,084609,826
1090,-,,"1907,1908,",10944.0,-,,,,,,828
1091,-,,"2084,",3780.0,-,,,,,,829
1092,-,,"0240,",10535.0,-,,,,,,830
1093,-,,,4826.0,-,,,,,,831
1094,,,,16118.36,,,,,238,085471,832
1095,,,,10652.45,,,,,1027,089859,833
1096,,,,48947.61,,,,,1176,090223,833
1098,-,,,42578.0,-,,,,,,835
1099,-,,,24421.0,-,,,,,,836
1100,-,,,295384.0,-,,,,,,837
1101,-,,"1857,2036,",200000.0,-,,,,,,839
1102,-,,,600000.0,-,,,,,,840
1103,,,,185659.23,,,,,2250,001583,841
1104,,,,121059.92,,,,,2251,1998/1999,841
1105,,,,12704.4,,,,,1905,0505,842
1106,,,,450.02,,,,,1935,SS/VS/13-03560,845
1107,,,,15471.98,,,,,2674,SS/14-0106,845
1109,-,,"0823,",11583.0,-,,,,,,847
1110,-,,"2049,",6607.0,-,,,,,,848
1111,,,,28687.5,,,,,2733,672,849
1112,-,,,138849.0,-,,,,,,850
1113,-,,,200000.0,-,,,,,,851
1114,,,,75000.0,-,-,,8,,,852
1115,-,,,413366.0,-,,,,,,853
1116,,,,18000.0,-,-,,17,,,854
1117,,,,24360.0,-,-,,9,,,855
1118,-,,,953557.0,-,,,,,,857
1119,-,,,25000.0,-,,,,,,858
1120,,,,855000.0,-,-,,10,,,859
1121,,,,14589.0,-,-,,4,,,860
1122,,,,21861.0,-,,,,,,861
1123,,,,15918.0,-,,,,,,862
1124,,,,13551.0,-,,,,,,863
1125,,,,4097.0,-,,,,,,864
1126,,,,2488.0,-,,,,,,865
1127,,,,4097.0,-,,,,,,866
1128,,,,4097.0,-,,,,,,867
1129,-,,"0316,",160367.0,-,,,,,,868
1130,-,,,74660.0,-,,,,,,870
1131,-,,,40000.0,-,,,,,,871
1132,-,,,10000.0,-,,,,,,873
1133,,,,13938.75,,,,,411,703,874
1134,,,,10704.75,,,,,943,604,874
1135,,,,780.75,,,,,944,709,874
1136,,,,445.5,,,,,945,712,874
1137,,,,14130.25,,,,,1814,621,874
1138,,,,4050.0,,,,,1595,EF/68/13-14,875
1139,,,,6480.0,,,,,2070,1503,876
1140,,,,5603.25,,,,,2556,BNR,876
1141,,,,5251.5,,,,,2724,2014-2015/NO.0052,876
1142,,,,12665.25,,,,,2730,0133,876
1143,,,,52494.62,,,,,1672,091889,877
1144,,,,7505.38,,,,,2239,095317,877
1145,,,,125000.0,,,,,1941,TP2016/1314,878
1146,,,,1275.0,,,,,1341,555,879
1147,,,,13279.8,,,,,1409,570,879
1148,,,,25445.2,,,,,1528,554,879
1149,,,,19041.13,,,,,2089,0568,880
1150,,,,2227.5,,,,,157,5,881
1151,,,,18112.5,,,,,254,13,881
1152,,,,9660.0,,,,,400,34,881
1153,,,,25000.0,,,,,1694,SI20130544,882
1154,,,,14962.51,,,,,842,662,883
1155,,,,6412.5,,,,,871,699,883
1156,,,,18624.99,,,,,1501,1034,883
1157,,,,3076.5,,,,,338,00818,884
1158,,,,9164.4,,,,,349,00831,884
1159,,,,2751.0,,,,,360,00757,884
1160,,,,553.35,,,,,361,00756,884
1161,,,,1144.5,,,,,393,00851,884
1162,,,,1012.2,,,,,394,00859,884
1163,,,,17298.05,,,,,407,00883,884
1164,,,,22651.78,,,,,2215,MSB/SM/1303019934,885
1165,,,,20000.0,,,,,2894,183,886
1166,,,,6320.25,,,,,408,1660,887
1167,,,,51768.15,,,,,513,1612,887
1168,,,,2669.67,,,,,699,1876,887
1169,,,,46390.63,,,,,955,2008,887
1170,,,,23966.38,,,,,1024,2133,887
1171,,,,6825.87,,,,,1107,2231,887
1172,,,,644.66,,,,,1175,2293,887
1173,,,,11414.39,,,,,1290,2422,887
1174,,,,73946.93,,,,,462,1207,888
1175,,,,16160.24,,,,,463,1206,888
1176,,,,9892.83,,,,,464,1210,888
1177,,,,9281.25,,,,,1430,PTS-20/74,889
1178,,,,40718.75,,,,,1453,PTS-20/2013/66,889
1179,,,,2531.25,,,,,1182,275,890
1180,,,,1436.75,,,,,2023,419,890
1181,,,,5190.76,,,,,2100,409,890
1182,,,,841.24,,,,,2577,BNR,890
1183,,,,5850.0,,,,,447,105,891
1184,,,,15748.53,,,,,692,84,891
1185,,,,1827.96,,,,,904,85,891
1186,,,,2573.51,,,,,1088,112,891
1187,,,,1080.0,,,,,898,0053,892
1188,,,,4027.5,,,,,957,108,892
1189,,,,8352.13,,,,,1966,642,892
1190,,,,1540.37,,,,,2142,730,892
1191,,,,34933.48,,,,,705,4712,893
1192,,,,15066.52,,,,,1463,2013-14/6097,893
1193,,,,18279.67,,,,,57,0670/2013-14,894
1194,,,,3552.045,,,,,316,0291,894
1195,,,,11380.69,,,,,657,0290,894
1196,,,,42235.82,,,,,773,1380,894
1197,,,,14551.775,,,,,884,1379,894
1198,,,,50000.0,,,,,633,052,895
1199,,,,20000.0,,,,,1306,019,896
1200,,,,4720.0,,,,,1669,122,897
1201,,,,2070.0,,,,,1675,123,897
1202,,,,10901.25,,,,,1682,096,897
1203,,,,6885.0,,,,,1683,089,897
1204,,,,423.75,,,,,1684,098,897
1205,,,,1819.13,,,,,79,4858,898
1206,,,,278.44,,,,,144,4749,898
1207,,,,801.28,,,,,390,4945,898
1208,,,,5703.75,,,,,391,4985,898
1209,,,,1397.4,,,,,430,4998,898
1210,,,,628.12,,,,,74,304,899
1211,,,,883.12,,,,,80,393,899
1212,,,,7875.0,,,,,1138,1425,899
1213,,,,1192.5,,,,,1391,1500,899
1214,,,,10293.75,,,,,1572,1755,899
1215,,,,1512.0,,,,,1582,1552,899
1216,,,,2781.0,,,,,1703,1825,899
1217,,,,6097.49,,,,,1998,2035,899
1218,,,,1111.5,,,,,2229,2237,899
1219,,,,2433.39,,,,,2297,2238,899
1220,,,,192.13,,,,,2346,2249,899
1221,,,,2083.99,,,,,100,POO251,900
1222,,,,5041.06,,,,,101,POO252,900
1223,,,,31949.32,,,,,102,POO276,900
1224,,,,13541.517,,,,,103,P00250,900
1225,,,,3773.56,,,,,138,P00227,900
1226,,,,18610.552,,,,,217,POO604,900
1227,,,,480.0,,,,,1743,105,901
1228,,,,2670.0,,,,,1744,106,901
1229,,,,3768.0,,,,,1751,107,901
1230,,,,970.0,,,,,1893,114,901
1231,,,,1170.0,,,,,1894,113,901
1232,,,,5410.0,,,,,1903,112,901
1233,,,,1900.0,,,,,1959,109,901
1234,,,,2620.0,,,,,2083,118,901
1235,,,,8750.0,,,,,2242,127,901
1236,,,,2080.0,,,,,2585,497,901
1237,,,,182.0,,,,,2698,131,901
1238,,,,1439.0,,,,,1327,2,902
1239,,,,3340.0,,,,,1034,ME-016,903
1240,,,,4130.0,,,,,2027,ME-26,903
1241,,,,3200.0,,,,,1276,001,904
1242,,,,5210.0,,,,,1287,006,904
1243,,,,5555.0,,,,,1495,020,904
1244,,,,2040.0,,,,,2111,031,904
1245,,,,3100.0,,,,,2112,031,904
1246,,,,895.0,,,,,2113,032,904
1247,,,,2400.0,,,,,2147,1732,905
1248,,,,11110.0,,,,,2761,SAI/14-15/N002,905
1249,,,,1490.0,,,,,2972,0307,905
1250,-,,,15000.0,-,,,,,,906
1251,,,,3600.0,,,,,1568,83,907
1252,,,,7300.0,,,,,1697,102,907
1253,,,,4050.0,,,,,1698,106,907
1254,,,,2100.0,,,,,1699,103,907
1255,,,,600.0,,,,,1826,111,907
1256,,,,1541.25,,,,,1827,112,907
1257,,,,2036.25,,,,,1828,113,907
1258,,,,1923.75,,,,,1829,114,907
1259,,,,1848.75,,,,,1830,110,907
1260,,,,12000.0,,,,,1651,75,908
1261,,,,3000.0,,,,,2308,76,908
1262,,,,64.0,,,,,535,262,909
1263,,,,20.0,,,,,539,263,909
1264,,,,104.0,,,,,639,301,909
1265,,,,204.0,,,,,641,286,909
1266,,,,13.0,,,,,642,285,909
1267,,,,90.0,,,,,643,284,909
1268,,,,104.0,,,,,644,283,909
1269,,,,210.0,,,,,646,287,909
1270,,,,66.0,,,,,647,291,909
1271,,,,53.0,,,,,649,292,909
1272,,,,81.0,,,,,651,296,909
1273,,,,223.0,,,,,653,297,909
1274,,,,20.0,,,,,655,298,909
1275,,,,23.0,,,,,656,299,909
1276,,,,47.0,,,,,672,303,909
1277,,,,885.0,,,,,744,306,909
1278,,,,12390.0,,,,,843,293,909
1279,,,,9750.0,,,,,844,307,909
1280,,,,5545.0,,,,,863,305,909
1281,,,,108.0,,,,,873,302,909
1282,,,,149.0,,,,,409,61,910
1283,,,,31540.0,,,,,457,63,910
1284,,,,8311.0,,,,,458,65,910
1285,,,,1980.57,,,,,878,1302978141,911
1286,,,,2902.0,,,,,1887,13029032774,911
1287,,,,1358.0,,,,,2084,13029042446,911
1288,,,,270.72,,,,,2609,BNR,911
1289,,,,488.71,,,,,2688,14029001254,911
1290,,,,1446.75,,,,,235,281,912
1291,,,,1102.5,,,,,1834,304,912
1292,,,,6825.0,,,,,2889,309,912
1293,,,,1178.75,,,,,2890,308,912
1294,,,,21050.0,,,,,2107,000346,913
1295,,,,6900.0,,,,,2323,012,914
1296,,,,3100.0,,,,,2324,11,914
1297,,,,7994.06,,,,,2310,357,915
1298,,,,17005.94,,,,,2311,356,915
1299,,,,10000.0,,,,,168,391,916
1300,,,,11000.0,,,,,170,389,916
1301,,,,4000.0,,,,,172,387,916
1302,,,,1350.0,,,,,2842,104,917
1303,,,,591.32,,,,,71,BOH/00007/2013,918
1304,,,,2261.9,,,,,93,BOH/00027/2013,918
1305,,,,7146.78,,,,,233,BOH/00047/2013,918
1306,-,,,5500.0,-,,,,,,919
1307,,,,3450.0,,,,,2651,147,920
1308,,,,4860.0,,,,,3060,074,920
1309,,,,850.0,,,,,3061,072,920
1310,,,,15840.0,,,,,3062,054,920
1311,,,,10000.0,-,-,,15,,,921
1312,,,,45202.31,,,,,1927,N00699,922
1313,,,,24779.49,,,,,1928,N00698,922
1314,,,,15418.89,,,,,1929,N00697,922
1315,,,,52831.31,,,,,2240,N00813,922
1316,-,,,200000.0,-,,,,,,923
1317,,,,114499.0,,,,,514,DSI-327/13-14,924
1318,,,,5350.8,,,,,2955,14071,925
1319,,,,5183.86,,,,,2957,E-1155,925
1320,,,,10006.33,,,,,3094,E-1822,925
1321,,,,10006.33,,,,,3095,E-1824,925
1322,,,,2501.58,,,,,3096,E-1825,925
1323,,,,15502.62,,,,,3097,E-1816,925
1324,,,,8257.62,,,,,3098,E-1817,925
1325,,,,4128.81,,,,,3099,E-1818,925
1326,,,,10006.33,,,,,3100,E-1819,925
1327,,,,10006.33,,,,,3101,E-1820,925
1328,,,,9477.39,,,,,3102,E-1821,925
1329,,,,14245.96,,,,,2325,KAAP/3331-1/K/13-14/1092,926
1330,,,,5940.0,,,,,2326,KAAP/3331-1/K/13-14/1092,926
1331,,,,5000.0,-,,,,,,927
1332,,,,5000.0,-,,,,,,928
1333,,,,9560.0,-,,,,,,929
1334,,,,5000.0,-,,,,,,930
1335,,,,10000.0,-,,,,,,931
1336,,,,22000.0,-,,,,,,932
1337,,,,34645.81,,,,,1962,181,933
1338,,,,7897.5,,,,,1967,236,933
1339,,,,3150.0,,,,,1975,249,933
1340,,,,2889.0,,,,,1976,198,933
1341,,,,5715.0,,,,,1989,233,933
1342,,,,12702.69,,,,,1991,258,933
1343,,,,35959.88,,,,,9,5,934
1344,,,,60330.12,,,,,12,27,934
1345,,,,35530.0,,,,,400,34,935
1346,,,,7425.0,,,,,505,21,935
1347,,,,12909.37,,,,,645,40,935
1348,,,,44135.63,,,,,691,38,935
1349,,,,10000.0,-,-,,17,,,936
1350,,,,9629.0,-,,,,,,937
1351,,,,30375.0,,,,,3030,18,938
1352,,,,6363.0,,,,,2298,4669,939
1353,,,,3869.0,,,,,1816,C-29992,940
1354,-,2014-04-05,,50000.0,,,,,,,941
1355,,,,4108.16,,,,,3019,0279,942
1356,,,,12000.0,conveyance,,,,,,943
1357,,,,2169.0,-,,,,,,944
1361,,,,2883.97,,,,,2240,N00813,947
1362,,,,25013.01,,,,,2241,N00807,947
1363,,,,29288.67,,,,,2666,N00819,947
1364,,,,33443.6,,,,,2668,N00820,947
1365,,,,47602.75,,,,,2669,N00821,947
1366,,,,37285.16,,,,,2669,N00821,948
1367,,,,37256.29,,,,,2670,0029,948
1368,,,,21399.1,,,,,2671,0032,948
1369,,,,42291.45,,,,,2672,0033,948
1370,,,,10000.0,-,,,,,,949
1371,,,,79683.8,,,,,2672,0033,950
1372,,,,849.44,,,,,2760,0089,950
1373,,,,36481.75,,,,,2869,0177,950
1374,,,,21215.01,,,,,2870,0176,950
1375,-,,,138232.0,-,,,,,,951
1376,,,,176168.86,,,,,63,1773,952
1377,,,,458736.0,,,,,64,1772,952
1378,,,,15900.76,,,,,1505,C-590,952
1379,,,,49502.25,,,,,1679,4230,952
1380,,,,32547.31,,,,,2404,4229,952
1381,,,,255626.82,,,,,2648,YA/13-14/TPIV/PUN2050,952
1383,-,,"0438,",1520.0,-,,,,,,954
1384,,,,5796.0,,,,,2635,BNR,955
1385,-,,"0430,",8854.0,-,,,,,,956
1386,,,,21830.0,-,-,,8,,,957
1387,,,,20000.0,-,-,,8,,,958
1388,,,,4800.0,-,-,,8,,,959
1389,,,,10000.0,,,,,2991,1489917,960
1390,,,,10000.0,-,-,,17,,,961
1391,,,,31850.0,-,-,,4,,,962
1393,,,,357171.4,,,,,2282,EXW/86,964
1394,,,,106875.0,,,,,2604,BNR,964
1395,,,,235129.17,,,,,2825,EXW/45/14-15,964
1396,,,,12059.43,,,,,2826,EXW/44/14-15,964
1397,,,,247500.0,,,,,2153,"EX-79,80",965
1398,,,,4500.0,,,,,2664,3/14-15,965
1399,,,,51842.0,,,,,2789,26/14-15,965
1400,,,,6988.28,,,,,55,17063,966
1401,,,,470.72,,,,,2876,17929,966
1402,,,,10000.0,-,-,,15,,,967
1403,,,,6344.0,,,,,1674,019823,968
1404,,,,4950.0,,,,,207,173,969
1405,,,,2885.0,,,,,2016,762,969
