SalesId,SysDate,SysTime,SessionId,CompId,FinYearId,EnqId,CustomerId,CustomerName,RegdAddress,RegdCountry,RegdState,RegdPinNo,RegdContactNo,RegdFaxNo,WorkAddress,WorkCountry,WorkState,WorkPinNo,WorkContactNo,WorkFaxNo,MaterialDelAddress,MaterialDelCountry,MaterialDelState,MaterialDelPinNo,MaterialDelContactNo,MaterialDelFaxNo,ContactPerson,JuridictionCode,Commissionurate,TinVatNo,Email,EccNo,Divn,TinCstNo,ContactNo,Range,PanNo,TDSCode,Remark,MaterialDelCity,RegdCity,WorkCity
46,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,E002,EATA PLAST FABRICS,"MAHALAKSHMI COMPOUND,OPP. SIDDIVINAYAK WEIGH BRIDGE,NEAR BHUSHAN POWER & STEEL,BHOSARI, 10 MILESTONE,POST- CHIMLI",1,21,410501,02135-261280/9594059495,-,"MAHALAKSHMI COMPOUND,OPP. SIDDIVINAYAK WEIGH BRIDGE,NEAR BHUSHAN POWER & STEEL,BHOSARI, 10 MILESTONE,POST- CHIMLI",1,21,410501,02135-261280/9594059495,-,"MAHALAKSHMI COMPOUND,OPP. SIDDIVINAYAK WEIGH BRIDGE,NEAR BHUSHAN POWER & STEEL,BHOSARI, 10 MILESTONE,POST- CHIMLI",1,21,410501,02135-261280/9594059495,-,NITIN/ASHUTOSH,-,-,-,nitin@eatamachine.com,-,-,-,3108131393,-,-,-,,405,405,405
47,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,F001,FIAT LTD.,"Plot no. B-19,MIDC. Industrial Area,Opp. Bajaj Auto Ltd., Akurdi",1,21,412220,-,-,"Plot no. B-19,MIDC. Industrial Area,Opp. Bajaj Auto Ltd., Akurdi",1,21,412220,-,-,"Plot no. B-19,MIDC. Industrial Area,Opp. Bajaj Auto Ltd., Akurdi",1,21,412220,-,-,Mr. Philipp Hagemann,-,-,27480601569V WEF 11/04/07,philipp.hagemann@dsa-ac.de,AAACF17160XM001,-,27480601569C WEF 11/04/07,-,-,-,-,,405,405,405
48,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,F002,FIAT INDIA AUTOMOBILES PRIVATE LIMITED,"B-19,Ranjangaon MIDC Industrial Area,Ranjangaon,Tal -Shirur",1,21,-,91-2138-672868,-,"B-19,Ranjangaon MIDC Industrial Area,Ranjangaon,Tal -Shirur",1,21,-,91-2138-672868,-,"B-19,Ranjangaon MIDC Industrial Area,Ranjangaon,Tal -Shirur",1,21,-,91-2138-672868,-,Shaji Raghavan,-,-,27480601569V WEF 11/04/07,shaji.raghavan@fiapl.com,AACCG6724AXD001,-,27480601569C WEF 11/04/07,9923202636,-,-,-,,405,405,405
49,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,F003,FIAT INDIA AUTOMOBILES LIMITED,"Plot No. B - 19,MIDC Industrial Area,Ranjangaon,Taluka - Shirur",1,21,412210,+91-2138-232144, +91-2138-672810,"Plot No. B - 19,MIDC Industrial Area,Ranjangaon,Taluka - Shirur",1,21,412210,+91-2138-232144, +91-2138-672810,"Plot No. B - 19,MIDC Industrial Area,Ranjangaon,Taluka - Shirur",1,21,412210,+91-2138-232144, +91-2138-672810,Rajeev.Vora,-,Pune III,27210335501 V,Rajeev.Vora@fiapl.com,AAACF1716DXM001, VIII ,27210335501 C,9764446746 ,II Nagar Road,-,-,,405,405,405
50,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,F004,FLASH ENGINEERING SERVICES,"SHOP NO.2, SR. NO.35/1,KHEDEKAR INDUSTRIAL ESTATE,NARHE DHAYARI ROAD,NARHE GAON, KATRAJ",1,21,-,020-65225814,-,"SHOP NO.2, SR. NO.35/1,KHEDEKAR INDUSTRIAL ESTATE,NARHE DHAYARI ROAD,NARHE GAON, KATRAJ",1,21,-,020-65225814,-,"SHOP NO.2, SR. NO.35/1,KHEDEKAR INDUSTRIAL ESTATE,NARHE DHAYARI ROAD,NARHE GAON, KATRAJ",1,21,-,020-65225814,-,Mrs. KIRAN JAVAJI,-,-,27340394397V,f.flasheng@gmail.com,-,-,27340394397C,9423567530,-,AFZPJ 9623 C,-,,405,405,405
51,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,F005,FORBES AND COMPANY LIMITED,"F & CL, BHIWANDI,C/O MAHINDRA LOGISTIC LTD.,BLDG NO. 75, UNIT NO. 10, INDIAN CORPORATION COMPLEX-MANKOLI NAKA, DAPODE VILLAGE,BHIWANDI",1,21,421302,079-26580741,079-26584618,"F & CL, BHIWANDI,C/O MAHINDRA LOGISTIC LTD.,BLDG NO. 75, UNIT NO. 10, INDIAN CORPORATION COMPLEX-MANKOLI NAKA, DAPODE VILLAGE,BHIWANDI",1,21,421302,079-26580741,079-26584618,"F & CL, BHIWANDI,C/O MAHINDRA LOGISTIC LTD.,BLDG NO. 75, UNIT NO. 10, INDIAN CORPORATION COMPLEX-MANKOLI NAKA, DAPODE VILLAGE,BHIWANDI",1,21,421302,079-26580741,079-26584618,Mr. AHOK PRAJAPATI,-,-, 27170000097-V.DT.01.04.2006,ashok.prajapati@forbes.co.in,AAACF1765AXD003,-, 27170000097-C.DT.01.04.2006,09722507575,-,-,-,,412,412,412
52,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,F006,FAB AUTO PARTS PVT.LTD.,"J-150,MIDC BHOSARI",1,21,411 026,66303461-62-64-65, 020 66303463,"J-150,MIDC BHOSARI",1,21,411 026,66303461-62-64-65, 020 66303463,"J-150,MIDC BHOSARI",1,21,411 026,66303461-62-64-65, 020 66303463,MR.SHYAM UGALE,-,-,27650003228V,fabauto@rediffmail.com,AAACF4346DXM002,-,27650003228C,8805990124,-,-,-,,405,405,405
53,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,H001,HINDUSTAN MOTORS LTD.,"Chennai Car Plant,Adhigathur,Kadambathur ",1,31,631203,-,-,"Chennai Car Plant,Adhigathur,Kadambathur",1,31,631203,-,-,"Chennai Car Plant,Adhigathur,Kadambathur",1,31,631203,-,-,-,-,-,0841190 wef dt 1/04/95,mail@domain.com,AAACH7328BXM004,-,646417/94-95/14/10/68,-,-,-,-,,538,538,538
54,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,I001,INDO TOOLINGS PVT. LTD.,"703 B,HEMKUNT CHAMBERS, 89,NEHRU PLACE",1,10,110019,011-26427104,011-26427100,"SURVEY NO. 113/2 A ,VILLAGE HARNIA KHEDI,A.B.ROAD, OPPOSITE-VETERINARY COLLEGE, TEHSIL-MHOW,",1,20,453446,07324-272726,-,"SURVEY NO. 113/2 A ,VILLAGE HARNIA KHEDI,A.B.ROAD, OPPOSITE-VETERINARY COLLEGE, TEHSIL-MHOW,",1,20,453446,07324-272726,-,Pankaj.Aggarwal,-,-,23410105276V,Pankaj.AggarwalJBMA@Jbm.co.in,AABCI8348BXM001,-,23410105276C,-,-,-,-,,354,133,354
55,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,O001,OMAX AUTOS LIMITED,"PLOT NO. 26,4-BAYS,INSTITUTINAL AREA,SECTOR 32",1,13,122001,124-4343000 / 4341000 ,0124-2580016 ,"PLOT NO. 26,4-BAYS,INSTITUTINAL AREA,SECTOR 32",1,13,122001,124-4343000 / 4341000 ,0124-2580016 ,"PLOT NO. 26,4-BAYS,INSTITUTINAL AREA,SECTOR 32",1,13,122001,124-4343000 / 4341000 ,0124-2580016 , Mr. S.S.JANGIR,-,-,-,Ssjangir@omaxauto.com,-,-,-,09313904050,-,-,-,,171,171,171
56,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,U001,UNIQUE ENGINEERING,"Flat No.:B-6,S.no. 127/10,Gulmohar Housing Society,Erandwane",1,21,-,-,-,"Sr.No.37/2,Ashtavinayak Industrial Estate, Near Pari Company,Narhegaon ",1,21,-,-,-,"Sr.No.37/2,Ashtavinayak Industrial Estate, Near Pari Company,Narhegaon ",1,21,-,-,-,Prakesh Musale ,-,-, 27820334438,uniq_engg@yahoo.co.in,-,-, 27820334438,9822553067,-,-,-,,405,405,405
57,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,Y001,YORK TRANSPORT EQUIPMENT (INDIA) PVT. LTD.,"GAT NO. 151/3,CHIMBLI PHATA,PUNE-NASIK HIGHWAY,KURULI, CHAKAN,",1,21,410501,-,-,"GAT NO. 151/3,CHIMBLI PHATA,PUNE-NASIK HIGHWAY,KURULI, CHAKAN,",1,21,410501,-,-,"GAT NO. 151/3,CHIMBLI PHATA,PUNE-NASIK HIGHWAY,KURULI, CHAKAN,",1,21,410501,-,-,Mr.SANJEEV GARJE,-,-,-,garje.sg@yorktpt.com.sg,-,-,-,09921891192,-,-,-,,405,405,405
58,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,N001,N-GEN AUTOMATION,"Shop no. 4, ist floor, Flat no. 1,Ingawale Patil Complex,RCC Building,At Post: Bhugaon,Tal.: Mulshi",1,21,411042,020 22953628,020 22953629,"Flat no. 1,Ingawale Patil Complex,RCC Building,At Post: Bhugaon,Tal.: Mulshi",1,21,411042,09623459542,-,"Parab Conveyor,S. No. 25/7, Dedge Industrial Estate,Nanded Phata,Sinhagad Road",1,21,411041,09922909281,-,Nilesh V. Narvekar,-,Pune-III, 27230587302V dtd. 25th Jan. 2007,sales@ngenautomation.com,ABVPN6808PXM001,Pune-VI, 27230587302C dtd. 25th Jan. 2007,09822453948,K-II,-,-,,405,405,405
59,2016-09-19,9:10:09 AM,Sapl0005,1,1,0,N002,NEEL METAL PRODUCTS LIMITED,"601,Hemkunt Chambers,89, Nehru Place,",1,34,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,-,-,-,Santosh Sisodia,-,-,05001872319 dtd. 07-03-2005,hgv@dsfgb.gb,-,-,HR5044763 dtd. 07.03.2005,09927715666,-,-,-,,679,679,679
61,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,W001,WHIRLPOOL OF INDIA LIMITED,THIRUBHUVANAI VILLAGE,1,27,605107,91-413-2640228,91-413-2640168,THIRUBHUVANAI VILLAGE,1,27,605107,-,-,THIRUBHUVANAI VILLAGE,1,27,605107,-,-,-,-,-,-,mail@domain.com,AAACW1336LXM005,-,-,-,-,-,-,,479,479,479
62,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,W002,WINDALS AUTO PVT. LTD. UNIT II,"GAT NO-190,JYOTIBA NAGAR,TALAWADE ROAD",1,21,412114,020-27690320,020-27690016,"GAURI WAREHOUSING CORPORATION,GAT NO 148, CHIMBLI PHATA,MOI ROAD, KURULI,NEAR GATI TRANSPORT OFFICE",1,21,410501,-,-,"GAURI WAREHOUSING CORPORATION,GAT NO 148, CHIMBLI PHATA,MOI ROAD, KURULI,NEAR GATI TRANSPORT OFFICE",1,21,410501,-,-,Mr. DEEPAK RAWAT,-,-,27400000892 V 01.04.2006,sales@windalsauto.com,AAACW0964GXM004,-,27400000892 C 01.04.2006,9769010731,-,-,-,,405,405,405
63,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,W003,WINDALS AUTO PVT. LTD. - UNIT 8,"GAT NO. 203,AT MURHE VASTI TAL- KHED,POST - KURULI, CHAKAN",1,21,410501,-,-,"GAT NO. 203,AT MURHE VASTI TAL- KHED,POST - KURULI, CHAKAN",1,21,410501,-,-,"GAT NO. 203,AT MURHE VASTI TAL- KHED,POST - KURULI, CHAKAN",1,21,410501,-,-,Deepak Rawat,-,-,27400000892 V,sales@windalsauto.com,AAACW0964GEM008,-,27400000892 c,+91 8605017919,-,AAACW0964G,-,,405,405,405
64,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,L001,L & T TANGEL,"Plot A-8,MIDC, Nav- Lakh Umbre,Talegaon Dabhade",1,21,410 507,02114-287423,02114-287219,"Plot A-8,MIDC, Nav- Lakh Umbre,Talegaon Dabhade",1,21,410 507,02114-287423,02114-287219,"Plot A-8,MIDC, Nav- Lakh Umbre,Talegaon Dabhade",1,21,410 507,02114-287423,02114-287219,Mr. Aslam Barde,-,-,27850000208 V wef 01/04/06,mail@domain.com,AAACT 4499 BX M003,-,27850000208 C wef 01/04/06,-,-,-,-,,405,405,405
65,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,L002,LARSEN & TURBO LTD.,"Heavy Engineering. division,E5,first floor, Gate No1 ,Powai Campus west,Saki Vihar road",1,21,400 072,022-67052167,022-67051457,-,1,21,-,-,-,-,1,21,-,-,-,Mr.Pravin Koli,-,-,-,pravin.koli@hed.ltindia.com,-,-,-,+91-9819249558,-,-,-,,398,398,398
66,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,L003,LINKWELL TELESYSTEMS PVT. LTD.,"B-45,ELECTRONICS COMPLEX,KUSHAIGUDA",1,2,500 062,+91-40-66388235,+91-40-66388200,"B-45,ELECTRONICS COMPLEX,KUSHAIGUDA",1,2,500 062,+91-40-66388235,+91-40-66388200,"B-45,ELECTRONICS COMPLEX,KUSHAIGUDA",1,2,500 062,+91-40-66388235,+91-40-66388200,Mr.T.N.SHESHADRI,-,-,-,neeladri@visiontek.co.in,-,-,-,09701601380,-,-,-,,11,11,11
67,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,V001,VISION TECH ENTERPRISES,"Dehu Alandi Road,Near H P Petrol Pump, Dehu",1,21,-,020 - 27690740,-,"Dehu Alandi Road,Near H P Petrol Pump, Dehu",1,21,-,020 - 27690740,-,"Dehu Alandi Road,Near H P Petrol Pump, Dehu",1,21,-,020 - 27690740,-,Ajay Khandelwal,-,Pune I,27300 553459 V w.e.f. 03.08.09,ajaykhandelwal73@yahoo.com,AHSPK 9400 FXM001,Pune I,27300 553459 C w.e.f. 03.08.09,9823096760,Akurdi I,AHSPK 9400F,-,,405,405,405
68,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,V002,VOLKSWAGEN INDIA PVT. LTD.,"E 1,MIDC Industrial Area, ( Phase III),Village : Nigoje Mhalunge , Kharabwadi , Tal: Khed, Chakan ",1,21,410 501 ,02135-611438 ,2135 - 661046,"E 1,MIDC Industrial Area, ( Phase III),Village : Nigoje Mhalunge , Kharabwadi , Tal: Khed, Chakan ",1,21,410 501 ,02135-611438 ,2135 - 661046,"E 1,MIDC Industrial Area, ( Phase III),Village : Nigoje Mhalunge , Kharabwadi , Tal: Khed, Chakan ",1,21,410 501 ,02135-611438 ,2135 - 661046, Shashank.Kumar,-,-,27580611505V,Shashank.Kumar@volkswagen.co.in,AACCV4229PXM001,-,27580611505C,-,-,-,-,,405,405,405
69,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,V003,VOITH INDUSTRIAL SERVICES INDIA PVT. LTD.,"THE HUB,332/A NORTH MAIN ROAD,KOREGAON PARK",1,21,-,-,-,"THE HUB,332/A NORTH MAIN ROAD,KOREGAON PARK",1,21,-,-,-,"THE HUB,332/A NORTH MAIN ROAD,KOREGAON PARK",1,21,-,-,-,NIKHIL OJHA,-,-,-,sc@sd.vc,-,-,-,-,-,-,-,,405,405,405
70,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,V004,V.R.S. PROFILE,"S.NO. 119/1,S BLOCK MIDC,BHOSARI",1,21,411026,020-56333613,020-2712197,"S.NO. 119/1,S BLOCK MIDC,BHOSARI",1,21,411026,020-56333613,020-2712197,"S.NO. 119/1,S BLOCK MIDC,BHOSARI",1,21,411026,020-56333613,020-2712197,Mr. BANKAR,-,-,-,xsc@dfg.fg,-,-,-,9373057913,-,-,-,,405,405,405
71,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,V005,VALIANT-TMS SYSTEMS PVT. LTD.,"26/1, A,Kondhwa Budhruk,",1,21,411048,+91 20 26932029 /30/31,-,"26/1, A,Kondhwa Budhruk,",1,21,411048,+91 20 26932029 /30/31,-,-,1,21,-,-,-,Mr. KRISHAN ATRI,-,-,27175216466V,krishan.atri@valiant-tms.com,AACCV9774HXM001,-,27175216466C,+91 9604 211211,-,-,-,,405,405,405
72,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,K001,"KANSAL INDUSTRIES, GURGAON",-,1,13,-,-,-,-,1,13,-,-,-,-,1,13,-,-,-,Mr. Deepak,-,-,-,sdd@ds.fv,-,-,-,-,-,-,-,,171,171,171
73,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,K002,KHANDELWAL ENGINEERS,"GAT NO.255/B,JYOTIBA NAGAR,TALWADE",1,21,412114,-,-,-,1,21,412114,-,-,-,1,21,412114,-,-,-,-,-,-,sdfg@edf.dfg,-,-,-,-,-,-,-,,405,405,405
74,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,K003,KIRLOSKAR OIL ENGINES LTD.,"PLOT NO.D-1,5 Star KAGAL-HATKANANGALE INDUSTRY, D1-KAGAL,DIST- KOLHAPUR, 5 START MIDC",1,21,416202,-,-,-,1,21,-,-,-,"PLOT NO.D-1,5 Star KAGAL-HATKANANGALE INDUSTRY, D1-KAGAL,DIST- KOLHAPUR, 5 START MIDC",1,21,416202,-,-,-,-,-,27500344314/V/ wef 01/04/06,mail@domain.com,AAACP3590PXM011,-,27500344314/C/ wef 01/04/06,-,-,-,-,,396,396,396
75,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,K004,KUKA ROBOTICS (INDIA) PVT. LTD.,"PLOT A-8, H-BLOCK,MIDC, PIMPRI",1,21,411018,020-66315782/87,020-66315799,"PLOT A-8, H-BLOCK,MIDC, PIMPRI",1,21,411018,020-66315782/87,020-66315799,"PLOT A-8, H-BLOCK,MIDC, PIMPRI",1,21,411018,020-66315782/87,020-66315799,GAURAV JOSHI,-,-,27080670077V,gaurav@kuka.in,AACCK8067EST001,-,27080670077C,9860129343,-,AACCK8067E,-,,405,405,405
76,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,K005,KIRLOSKAR OIL ENGINES LIMITED,"LAXMANRAO KIRLOSKAR ROAD,KHADKI",1,21,-,-,-,"LAXMANRAO KIRLOSKAR ROAD,KHADKI",1,21,-,-,-,"LAXMANRAO KIRLOSKAR ROAD,KHADKI",1,21,-,-,-,VIVEK SANGAMNERKAR,-,-,-,dfgh@erf.fg,-,-,-,9822871943,-,-,-,,405,405,405
77,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,K006,KUKA ROBOTICS INDIA PVT. LTD.,"OFFICE NO. 7,GERMAN CENTRE, LEVEL 12,BUILDING NO. -9B, DLF CYBER CITY PHASE III",1,13,122002,0124 4635774-776,0124 4635773,"OFFICE NO. 7,GERMAN CENTRE, LEVEL 12,BUILDING NO. -9B, DLF CYBER CITY PHASE III",1,13,122002,0124 4635774-776,0124 4635773,"OFFICE NO. 7,GERMAN CENTRE, LEVEL 12,BUILDING NO. -9B, DLF CYBER CITY PHASE III",1,13,122002,0124 4635774-776,0124 4635773,Mr. NITIN BAJAJ,-,-,-,nitin@kuka.in,-,-,-,09971797887,-,-,-,,171,171,171
78,2014-04-19,12:53:49 PM,Sapl0005,1,1,0,K007,KIRLOSKAR PNEUMATIC CO. LTD.,"Hadapsar Industrial Estate, Hadapsar,",1,21,411013,+91-020-26870341/133,+91-020-26870297/634,"Near Waghere Colleg,Saswad,S.NO.606/1, 606/2A,Saswad Works, Pune-Saswad Road,Taluka
Purandar.",1,21,412 301,+91-02115-222403/05,+91-02115-222406,"Near Waghere Colleg,Saswad,S.NO.606/1, 606/2A,Saswad Works, Pune-Saswad Road,Taluka
Purandar.",1,21,412 301,-,-,Mahesh Shinde,-,-,27360344294V,shindemm@kpcl.net,-,-,27360344294C,+91-9922970216,-,-,-,,405,405,405
79,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,R001,ROJEE - TASHA STAMPING PVT. LTD,-,1,21,-,-,-,"GAT NO. 776 TO 778,KUDAKWADI, CHIKHALI,TAL - HAVELI",1,21,412114,-,-,"GAT NO. 776 TO 778,KUDAKWADI, CHIKHALI,TAL - HAVELI",1,21,412114,-,-,-,-,-,-,xzc@gh.dsfgf,-,-,-,-,-,-,-,,405,405,405
80,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,P001,PIAGGIO VEHICLES PVT LTD.,"E-2 & F-1,KATPHAL ROAD, MIDC AREA,BARAMATI",1,21,413133,91-2112-243770 / 71 / 73 / 76,91-2112-243772,"E-2 & F-1,KATPHAL ROAD, MIDC AREA,BARAMATI",1,21,413133,91-2112-243770 / 71 / 73 / 76,91-2112-243772,"E-2 & F-1,KATPHAL ROAD, MIDC AREA,BARAMATI",1,21,413133,91-2112-243770 / 71 / 73 / 76,91-2112-243772,Harshad Patil,-,-,27490410619V wef 01/04/06,harshad.patil@bmt.pgvl.com, AABCP1225GXM002,-,27490410619C wef 01/04/06,-,-,-,-,,405,405,405
81,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,P002,PANSE AUTO COMP PVT LTD.,"PLOT NO. 3 / 3, F2 BLOCK,MIDC ,PIMPRI",1,21,411018,-,-,"PLOT NO. 3 / 3, F2 BLOCK,MIDC ,PIMPRI",1,21,411018,-,-,"PLOT NO. 3 / 3, F2 BLOCK,MIDC ,PIMPRI",1,21,411018,-,-,-,-,-,-,sd@df.sdfv,-,-,-,-,-,-,-,,405,405,405
82,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,P003,PANSE AUTO COMPS PVT.LTD UNIT II,"Gat No.198/200,Village Borhadewadi,Dehu - Alandi Road,Moshi",1,21,412114,-,-,"Gat No.198/200,Village Borhadewadi,Dehu - Alandi Road,Moshi",1,21,412114,-,-,"Gat No.198/200,Village Borhadewadi,Dehu - Alandi Road,Moshi",1,21,412114,-,-,Mr. Yogesh Shirsat,-,-,27420317004V w.e.f 01.04.2006,papl1.purchase@pansegroup.com,AABCPO249CXM002,-,27420317004C w.e.f 01.04.2006, 9960937069,-,-,-,,405,405,405
83,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G001,"GANGE PRESSING PVT LTD. ,PUNE",-,1,21,411026,-,-,"Bhosari,MIDC,F2,Block",1,21,411026,-,-,"Bhosari,MIDC,F2,Block",1,21,411026,-,-,-,-,-,-,as@hhj.com,-,-,-,-,-,-,-,,405,405,405
84,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G002,GENIX LTD.,"111/112, Vinayak Arcade,Opp. Bajaj Auto Ltd., Akurdi",1,21,-,-,-,"111/112, Vinayak Arcade,Opp. Bajaj Auto Ltd., Akurdi",1,21,-,-,-,"111/112, Vinayak Arcade,Opp. Bajaj Auto Ltd., Akurdi",1,21,-,-,-,-,-,-,-,bgf@jhgb.com,-,-,-,-,-,-,-,,405,405,405
85,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G003,GENIX SOLUTION CO. LTD.,"111/112, Vinayak Arcade,Opp. Bajaj Auto Ltd., Akurdi",1,21,-,-,-,"111/112, Vinayak Arcade,Opp. Bajaj Auto Ltd., Akurdi",1,21,-,-,-,"Fiat India Automobiles Pt. Ltd ,Ranjangaon, Shirur",1,21,-,-,-,-,-,-,27480601569V WEF 11/04/07,mail@domain.com,AACCG6724AXD001,-,27480601569C WEF 11/04/07,-,-,-,-,,405,405,405
86,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G004,GENIX AUTOMATION PVT. LTD.,"111/112, Vinayak Arcade,Opp. Bajaj Auto Ltd.,Akurdi",1,21,411035,0091 20 66346000, 0091 20 66346001,"Plot No. 312/1, Sector No. 7,Opp. Bajaj Auto Ltd.,Akurdi",1,21,411035,-,-,"Plot No. 312/1, Sector No. 7,Opp. Bajaj Auto Ltd.,Akurdi",1,21,411035,-,-,Mr. Ajit Khandke,-,PUNE-1,27480601569V WEF 11/04/07,genixautomation@mail.com,AACCG6724AXM001,PUNE-V,27480601569C WEF 11/04/07,90110 33328, V,-,-,Billing to be done at Works/Factory Address,405,405,405
87,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G005,"GANGE PRESSING PVT LTD. ,RUDRAPUR","BHOSARI, MIDC,F2, BLOCK",1,21,411026,-,-,"BHOSARI, MIDC,F2, BLOCK",1,21,411026,-,-,"BHOSARI, MIDC,F2, BLOCK",1,21,411026,-,-,-,-,-,-,mail@domain.com,-,-,-,-,-,-,-,,405,405,405
88,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G006,GURUDATTA SCRAP DEPOT,"Vadgaon Dhayari,Sinhagad Road",1,21,411 041,-,-,"Vadgaon Dhayari,Sinhagad Road",1,21,411 041,-,-,"Vadgaon Dhayari,Sinhagad Road",1,21,411 041,-,-,-,-,-,-,Gurudatta@vsnl.com,-,-,-,-,-,-,-,,405,405,405
89,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G007,GODREJ & BOYCE MFG. CO.LTD,"Plant - 17,Pirojshanager,Vikhroli ",1,21,400 079,022 - 6796 5793/95,022 - 6796 1509,-,1,21,-,-,-,-,1,21,-,-,-,Mr. Rajesh Shende,-,-,-,rajeshps@godrej.com,-,-,-,9819304995,-,-,-,Fixture IGS.,398,398,398
90,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G008,GF WELDING SPA,"Strada del Portone,18 10137",4,41,-,"+39 0113031361, +39 3351275899",-,"Strada del Portone,18 10137",4,41,-,-,-,"Strada del Portone,18 10137",4,41,-,-,-,"Sergio Bonetta, Alessandro Rolle",-,-,-,bonetta@gf-welding.it,-,-,-,-,-,-,-,,678,678,678
91,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G009,GRAVOTECH PVT. LTD .,"Gat No. 2323/1,Pune Nagar Rd.,Reality Warehousing ,Taluka Haveli,,Wagholi ",1,21,4122007,-,-,"Gat No. 2323/1,Pune Nagar Rd.,Reality Warehousing ,Taluka Haveli,,Wagholi ",1,21,4122007,-,-,"Gat No. 2323/1,Pune Nagar Rd.,Reality Warehousing ,Taluka Haveli,,Wagholi ",1,21,4122007,-,-,Mr. GOPAL DURGE,-,-,-,sdf@dg.com,-,-,-,09665044184,-,-,-,,405,405,405
92,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G010,GURUDATTA SCRAP DEPO,PUNE,1,21,-,-,-,PUNE,1,21,-,-,-,PUNE,1,21,-,-,-,GURUDATTA,-,-,-,sdfc@fgh.com,-,-,-,-,-,-,-,SCRAP MATERIAL,405,405,405
93,2013-06-19,1:43:22 PM,Sapl0005,1,1,0,G011,GENIX AUTOMATION PVT.LTD.,"111/112,VINAYAK ARCADE,AKURDI",1,21,411 035,91-20-27242122,91-20-27242128,"GUT NO 40,VILLAGE-CHIMBLI,TAL-KHED",1,21,411 035,91-20-27242122,91-20-27242128,"GUT NO 40,VILLAGE-CHIMBLI,TAL-KHED",1,21,410 501,-,-,MR.JAGDEESH,-,-,27480601569V,info@genixautomation.com,AACCG6724AEM005,-,27480601569C,9922007135,-,AACCG6724A,-,,405,405,405
94,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G012,GRAVOTECH ENGINEERING PVT.LTD.,"GAT NO-2323/1,REALITY WAREHOUSING,PUNE-NAGAR ROAD,WAGHOLI",1,21,412 207,020-41030006,-,"GAT NO-2323/1,REALITY WAREHOUSING,PUNE-NAGAR ROAD,WAGHOLI",1,21,412 207,020-41030006,-,"GAT NO-2323/1,REALITY WAREHOUSING,PUNE-NAGAR ROAD,WAGHOLI",1,21,412 207,020-41030006,-,MR.SUDHIR WARE,-,-,27200351269V W.E.F:01.04.2006,sudhir_ware@rediffmail.com,AACCG2727RXM001,-,27200351269C W.E.F:01.04.2006,9665055906,-,-,-,,405,405,405
