Id,SysDate,SysTime,SessionId,CompId,FinYearId,BVRNo,Types,ReceiveType,ReceivedFrom,InvoiceNo,ChequeNo,ChequeDate,ChequeReceivedBy,BankName,BankAccNo,ChequeClearanceDate,Narration,Amount,DrawnAt,TransactionType,WONo,BGGroup
157,2018-03-06,12:05:35,sapl0031,1,5,0012,5,3,V028,,-,2017-04-24,Sapl0031,-,-,2017-04-24,transaction failed ,10005.75,3,2,,9
158,2018-03-06,12:09:32,sapl0031,1,5,0013,3,2,N005,"0065/66/16-17
G-009/17-18
",-,2017-04-26,Sapl0031,-,-,2017-04-26,"0065/-30459
0066/-334512
G009/-49238",414209.0,3,2,N0103,0
159,2018-03-06,12:14:49,sapl0031,1,5,0014,3,2,M024,0048/49/50/16-17,-,2017-05-03,Sapl0031,-,-,2017-05-03,"0048/-28023.46
0049/-76818.40
0050/-72610.52",177452.38,5,2,N0137,0
160,2018-03-06,13:41:08,sapl0031,1,5,0015,5,1,Sapl0003,,-,2017-05-09,Sapl0031,-,-,2017-05-09,unsecured loan,150000.0,3,2,,10
161,2018-03-06,13:55:46,sapl0031,1,5,0016,5,1,Sapl0002,,-,2017-05-09,Sapl0031,-,-,2017-05-09,unsecured loan,95000.0,3,2,,4
162,2018-03-06,13:57:18,sapl0031,1,5,0017,5,1,Sapl0002,,-,2017-05-09,Sapl0031,-,-,2017-05-09,unsecured loan,5000.0,3,2,,4
163,2018-03-06,13:58:17,sapl0031,1,5,0018,5,1,Sapl0003,,-,2017-05-09,Sapl0031,-,-,2017-05-09,unsecured laon,100000.0,3,2,,10
164,2018-03-06,14:01:42,sapl0031,1,5,0019,3,2,C014,0074/16-17,-,2017-05-11,Sapl0031,-,-,2017-05-11,,67419.0,5,2,J0091,0
165,2018-03-06,14:10:26,sapl0031,1,5,0020,3,2,M024,"0050/51/59/16-17
0001/17-18",-,2017-05-16,Sapl0031,-,-,2017-05-16,"0050/-18247.20
0051/-173803.40
0059/-419399.43
0001/-1",611451.03,5,2,N0135,0
166,2018-03-06,14:15:18,sapl0031,1,5,0021,3,2,M025,"0002/17-18
0061/16-17",-,2017-05-22,Sapl0031,-,-,2017-05-22,"0002/-17442
0061/-25481",42923.0,3,2,P0044,0
167,2018-03-06,14:24:07,sapl0031,1,5,0022,3,2,C004,0005/17-18,-,2017-05-30,Sapl0031,-,-,2017-05-30,,1924190.63,5,2,J0089,0
168,2018-03-06,14:31:38,sapl0031,1,5,0023,3,2,C004,S-03/16-17,-,2017-05-30,Sapl0031,-,-,2017-05-30,,72450.0,5,2,,10
169,2018-03-06,14:44:06,sapl0031,1,5,0024,5,1,Sapl0101,,-,2017-05-31,Sapl0031,-,-,2017-05-31,SALARY CANCELED AGAINST ,13096.0,3,2,,5
170,2018-03-07,09:47:00,sapl0031,1,5,0025,2,2,M024,0 ,-,2017-05-31,Sapl0031,-,-,2017-05-31,adv payment,271641.2,5,4,,1
171,2018-03-07,09:50:35,sapl0031,1,5,0026,3,2,C004,0006/17-18,-,2017-06-02,Sapl0031,-,-,2017-06-02,,1341637.5,5,2,N0159,0
172,2018-03-07,09:58:47,sapl0031,1,5,0027,5,3,S047,,-,2017-06-07,Sapl0031,-,-,2017-06-07,fd,1885000.0,3,2,,9
173,2018-03-07,10:00:51,sapl0031,1,5,0028,5,1,Sapl0110,,-,2017-06-07,Sapl0031,-,-,2017-06-07,unsecured loan,515000.0,3,2,,24
174,2018-03-07,10:02:08,sapl0031,1,5,0029,5,1,Sapl0003,,-,2017-06-07,Sapl0031,-,-,2017-06-07,unsecured loan,100000.0,3,2,,10
175,2018-03-07,10:04:28,sapl0031,1,5,0030,2,2,J009,-,-,2017-06-08,Sapl0031,-,-,2017-06-08,,163080.0,3,2,,9
176,2018-03-10,10:03:24,sapl0031,1,5,0031,3,2,M020,0 ,-,2017-06-08,Sapl0031,-,-,2017-06-08,,14087.0,5,2,E0038,0
177,2018-03-10,10:15:41,sapl0031,1,5,0032,3,2,C004,0039/16-17,-,2017-06-09,Sapl0031,-,-,2017-06-09,,42200.0,5,2,N0113,0
178,2018-03-10,10:20:55,sapl0031,1,5,0033,3,2,A029,"0045/16-17
0041/15-16
0101/15-16",-,2017-06-12,Sapl0031,-,-,2017-06-12,,550000.0,9,2,N0106,0
179,2018-03-10,10:31:30,sapl0031,1,5,0034,5,4,SIDBI BANK,,-,2017-06-15,Sapl0031,-,-,2017-06-15,AMT.RECEIVED AGAINST TR,2015067.0,5,2,,9
180,2018-03-10,10:35:04,sapl0031,1,5,0035,3,2,A004,"0101/15-16
0116/15-16",-,2017-06-17,Sapl0031,-,-,2017-06-17,,500000.0,9,2,,1
181,2018-03-10,10:36:47,sapl0031,1,5,0036,5,4,NKGSB CO-OP.BANK,,175048,2017-06-17,Sapl0031,-,-,2017-06-17,RECEIVED AGAINST BANK,31000.0,3,4,,9
182,2018-03-10,10:43:57,sapl0031,1,5,0037,5,1,Sapl0005,,-,2017-06-26,Sapl0031,-,-,2017-06-26,CHQ.CLEARANCE,2500.0,3,2,,4
183,2018-03-10,10:47:19,sapl0031,1,5,0038,3,2,C004,"0010/17-18
0011/17-18",-,2017-06-27,Sapl0031,-,-,2017-06-27,,2683275.0,3,2,,1
184,2018-03-10,10:56:30,sapl0031,1,5,0039,2,2,K009,,-,2017-06-27,Sapl0031,-,-,2017-06-27,advance,206250.0,3,2,,1
185,2018-03-10,11:02:38,sapl0031,1,5,0040,3,2,M024,0001/17-18,-,2017-06-27,Sapl0031,-,-,2017-06-27,,237776.56,5,2,,1
187,2018-03-10,11:08:10,sapl0031,1,5,0041,5,3,S188,,-,2017-06-29,Sapl0031,-,-,2017-06-29,NEFT RTN,92969.0,5,2,,9
188,2018-03-10,11:09:05,sapl0031,1,5,0042,5,3,S183,,-,2017-06-29,Sapl0031,-,-,2017-06-29,NEFT RTN,151764.0,5,2,,9
189,2018-03-10,11:12:59,sapl0031,1,5,0043,5,1,Sapl0002,,-,2017-07-07,Sapl0031,-,-,2017-07-07,,11000.0,3,2,,4
190,2018-03-10,11:15:56,sapl0031,1,5,0044,5,1,Sapl0110,,-,2017-07-07,Sapl0031,-,-,2017-07-07,SIDBI EMI,500000.0,8,2,,24
191,2018-03-10,11:17:28,sapl0031,1,5,0045,5,1,Sapl0003,,-,2017-07-07,Sapl0031,-,-,2017-07-07,BG,160000.0,9,2,,10
192,2018-03-10,11:19:55,sapl0031,1,5,0046,5,4,PRAMOD LADHE,,-,2017-07-07,Sapl0031,-,-,2017-07-07,SIDBI EMI,300000.0,8,2,,1
193,2018-03-10,11:37:10,sapl0031,1,5,0047,5,3,C005,,-,2017-07-07,Sapl0031,-,-,2017-07-07,RTGS RTN,16214.0,8,1,,9
194,2018-03-10,11:40:14,sapl0031,1,5,0048,3,2,C004,0006/8/0012/13/14/15-17-18,-,2017-07-07,Sapl0031,-,-,2017-07-07,,1033350.0,5,1,,1
195,2018-03-10,11:47:07,sapl0031,1,5,0049,3,2,N005,S-06/07/08/09/10/17-18,-,2017-07-14,Sapl0031,-,-,2017-07-14,SERVICE TAX INVOICE AGAINST,729042.0,3,1,,1
196,2018-03-10,12:06:52,sapl0031,1,5,0050,3,2,A015,G-003/17-18,-,2017-07-21,Sapl0031,-,-,2017-07-21,,6195.0,5,1,,1
197,2018-03-10,12:11:14,sapl0031,1,5,0051,3,2,A035,G-001/17-18,290139,2017-07-25,Sapl0031,-,-,2017-07-25,,380000.0,3,4,,1
198,2018-03-10,12:12:59,sapl0031,1,5,0052,5,1,Sapl0110,,-,2017-07-25,Sapl0031,-,-,2017-07-25,SIDBI EMI,500000.0,5,4,,24
199,2018-03-10,12:18:38,sapl0031,1,5,0053,3,2,M005,,-,2017-07-27,Sapl0031,-,-,2017-07-27,,207791.0,5,4,,1
200,2018-03-10,12:24:10,sapl0031,1,5,0054,3,2,A024,0017/17-18,757990,2017-07-29,Sapl0031,-,-,2017-07-29,,684139.0,3,4,,1
201,2018-03-10,13:21:29,sapl0031,1,5,0055,3,2,A029,,-,2017-08-01,Sapl0031,-,-,2017-08-01,,740000.0,9,4,,1
202,2018-03-10,13:34:42,sapl0031,1,5,0056,5,1,Sapl0003,,-,2017-08-11,Sapl0031,-,-,2017-08-11,SIDBI,350000.0,3,2,,10
203,2018-03-10,13:39:50,sapl0031,1,5,0057,5,1,Sapl0002,,-,2017-08-11,Sapl0031,-,-,2017-08-11,,50000.0,3,2,,4
204,2018-03-10,13:51:35,sapl0031,1,5,0058,2,2,T002,,-,2017-08-21,Sapl0031,-,-,2017-08-21,AGAINST ADVANCE,8512750.0,5,1,,1
205,2018-03-10,14:05:11,sapl0031,1,5,0059,3,2,T002,,-,2017-08-24,Sapl0031,-,-,2017-08-24,,509517.0,5,1,,1
206,2018-03-10,14:15:13,sapl0031,1,5,0060,2,2,K009,,-,2017-09-05,Sapl0031,-,-,2017-09-05,AGAINST ADVANCE,272250.0,3,1,,1
207,2018-03-10,14:17:27,sapl0031,1,5,0061,3,2,A035,G-001/17-18,-,2017-09-07,Sapl0031,-,-,2017-09-07,,266000.0,3,2,,1
208,2018-03-10,14:20:45,sapl0031,1,5,0062,3,2,M001,0016/17-18,-,2017-09-07,Sapl0031,-,-,2017-09-07,,66398.0,5,2,,1
209,2018-03-10,14:23:36,sapl0031,1,5,0063,5,1,Sapl0013,,-,2017-09-13,Sapl0031,-,-,2017-09-13,SUPPLIER PAYMENT,290000.0,3,2,,10
210,2018-03-10,14:28:01,sapl0031,1,5,0064,2,2,N005,,-,2017-09-15,Sapl0031,-,-,2017-09-15,,728624.0,3,2,,1
211,2018-03-10,14:30:25,sapl0031,1,5,0065,5,1,Sapl0110,,127814,2017-09-18,Sapl0031,-,-,2017-09-18,RECEIVED AGAINST AGREEMENT,2000000.0,3,2,,24
212,2018-03-10,14:35:36,sapl0031,1,5,0066,3,2,A024,G-006/2/7/17-18,839736,2017-09-18,Sapl0031,-,-,2017-09-18,,318600.0,3,2,,24
213,2018-03-10,14:51:09,sapl0031,1,5,0067,5,3,M033,,101849,2017-09-21,Sapl0031,-,-,2017-09-21,ELECTRICITY CHARGES & R.T.O.TAX PAID AGAINST DD,104017.0,3,3,,24
214,2018-03-10,15:57:55,sapl0031,1,5,0068,5,3,S127,0 ,-,2017-09-26,Sapl0031,-,-,2017-09-26,CHQ.RETURN,42858.0,3,1,,9
215,2018-03-10,16:08:41,sapl0031,1,5,0069,3,2,S029,G-018/19/20/21/22/23/31/32/17-18,-,2017-10-12,Sapl0031,-,-,2017-10-12,,4524000.0,5,2,N0157,0
216,2018-03-10,16:12:53,sapl0031,1,5,0070,3,2,J012,0067/16-17,224523,2017-10-13,Sapl0031,-,-,2017-10-13,,88547.0,3,2,S0148,0
217,2018-03-10,16:15:45,sapl0031,1,5,0071,3,2,A024,G-010/17-18,876125,2017-10-27,Sapl0031,-,-,2017-10-27,,18880.0,3,4,S0157,0
218,2018-03-10,16:23:15,sapl0031,1,5,0072,3,2,O002,0062/16-17,-,2017-10-31,Sapl0031,-,-,2017-10-31,,65200.0,3,4,N0151,0
219,2018-03-10,16:25:35,sapl0031,1,5,0073,5,1,Sapl0110,,-,2017-10-31,Sapl0031,-,-,2017-10-31,TOWARDS TDS,590000.0,3,4,,24
220,2018-03-10,16:28:46,sapl0031,1,5,0074,5,1,Sapl0110,,-,2017-10-31,Sapl0031,-,-,2017-10-31,TOWARDS TDS,100000.0,3,2,,24
221,2018-03-10,16:30:01,sapl0031,1,5,0075,5,1,Sapl0002,,-,2017-10-31,Sapl0031,-,-,2017-10-31,RECEIVED FOR TDS,25000.0,3,2,,4
222,2018-03-10,16:49:37,sapl0031,1,5,0076,3,2,T002,G-013/17-18,-,2017-11-02,Sapl0031,-,-,2017-11-02,,11446.0,5,2,,1
223,2018-03-10,16:55:57,sapl0031,1,5,0077,3,2,C015,G-011/17-18,-,2017-11-02,Sapl0031,-,-,2017-11-02,,310000.0,5,2,N0168,0
224,2018-03-12,09:50:00,sapl0031,1,5,0078,5,3,M033,0 ,-,2017-11-06,Sapl0031,-,-,2017-11-06,BANK RTN MSEDCL,15690.0,3,2,,24
225,2018-03-12,09:52:58,sapl0031,1,5,0079,3,2,S029,G-018/19/21/22/31/32/17-18,-,2017-11-06,Sapl0031,-,-,2017-11-06,,13270400.0,5,2,,1
226,2018-03-12,09:55:29,sapl0031,1,5,0080,5,4,SIDBI ACCOUNT,,-,2017-11-07,Sapl0031,-,-,2017-11-07,DEBIT BAL TRFD FROM SIDBI CPA A/C,4740248.56,5,2,,9
227,2018-03-12,09:58:10,sapl0031,1,5,0081,5,1,Sapl0202,,-,2017-11-08,Sapl0031,-,-,2017-11-08,RECEIVED AGAINST CHQ.NO.101883,476500.0,3,2,,9
228,2018-03-12,10:28:48,sapl0031,1,5,0082,3,2,C004,G-015/17-18,-,2017-11-10,Sapl0031,-,-,2017-11-10,,38467.5,5,4,N0174,0
229,2018-03-12,10:30:35,sapl0031,1,5,0083,5,3,M033,,-,2017-11-14,Sapl0031,-,-,2017-11-14,"AMT,RECEIVED TO RTN BANK MSEDCL",46200.0,3,2,,24
230,2018-03-12,10:33:17,sapl0031,1,5,0084,3,2,M005,G-024/17-18,-,2017-11-16,Sapl0031,-,-,2017-11-16,,166232.8,5,2,,1
231,2018-03-12,10:43:24,sapl0031,1,5,0085,3,2,C004,G-004/17-18,-,2017-11-16,Sapl0031,-,-,2017-11-16,,224200.0,5,2,,1
232,2018-03-12,10:45:04,sapl0031,1,5,0086,5,1,Sapl0002,,-,2017-11-20,Sapl0031,-,-,2017-11-20,TOWARDS GST & EPF PAYMENT,500000.0,3,2,,4
233,2018-03-12,10:46:41,sapl0031,1,5,0087,5,1,Sapl0002,,-,2017-11-21,Sapl0031,-,-,2017-11-21,TOWARDS GST & EPF PAYMENT,400000.0,3,2,,4
234,2018-03-12,10:48:49,sapl0031,1,5,0088,5,1,Sapl0002,,-,2017-11-27,Sapl0031,-,-,2017-11-27,RECEIVED TO DNS SIR TOWARDS AG TAWARE SIR PAYMENT,100000.0,3,2,,4
239,2018-03-12,11:48:14,sapl0031,1,5,0089,3,2,C004,S-11/17-18,-,2017-11-28,Sapl0031,-,-,2017-11-28,,291600.0,5,2,N0159,0
240,2018-03-12,12:09:48,sapl0031,1,5,0090,2,2,S007,,009522,2017-12-11,Sapl0031,-,-,2017-12-11,30% ADV WITH PO,375000.0,3,2,,1
242,2018-03-12,12:17:24,sapl0031,1,5,0091,3,2,C004,G-014/017/17-18,-,2017-12-12,Sapl0031,-,-,2017-12-12,,976437.5,5,2,,1
243,2018-03-12,12:21:54,sapl0031,1,5,0092,2,2,A035,,-,2017-12-20,Sapl0031,-,-,2017-12-20,ADVANCE,490000.0,3,2,,1
244,2018-03-12,12:31:31,sapl0031,1,5,0093,3,2,A004,G-028/17-18,057879,2017-12-22,Sapl0031,-,-,2017-12-22,,291342.0,3,4,,1
245,2018-03-12,14:13:28,sapl0031,1,5,0094,3,2,C004,G-026/17-18,-,2017-12-22,Sapl0031,-,-,2017-12-22,,1610700.0,5,4,N0166,0
246,2018-03-12,14:14:46,sapl0031,1,5,0095,3,2,A013,G-027/17-18,-,2017-12-22,Sapl0031,-,-,2017-12-22,,20414.0,5,2,P0047,0
247,2018-03-12,14:18:11,sapl0031,1,5,0096,3,2,C004,0011/10/17-18,-,2017-12-28,Sapl0031,-,-,2017-12-28,,228000.0,5,2,N0159,0
248,2018-03-12,14:23:51,sapl0031,1,5,0097,3,2,C004,G-005/17-18,-,2017-12-30,Sapl0031,-,-,2017-12-30,,81420.0,5,2,J0089,0
249,2018-03-12,14:35:49,sapl0031,1,5,0098,3,2,M001,G-025/17-18,-,2018-01-04,Sapl0031,-,-,2018-01-04,,1291408.53,5,2,N0164,0
250,2018-03-12,15:36:56,sapl0031,1,5,0099,5,3,S179,,-,2018-01-11,Sapl0031,-,-,2018-01-11,RETURN,31034.0,3,2,,1
251,2018-03-12,15:45:38,sapl0031,1,5,0100,5,4,SAI SERVICE PVT.LTD,,-,2018-01-11,Sapl0031,-,-,2018-01-11,NEFT SAI SERVICE LTD STATION (SHRIRAM SIR),11000.0,3,2,,9
252,2018-03-12,15:47:37,sapl0031,1,5,0101,3,2,C004,G-016/17-18,-,2018-01-16,Sapl0031,-,-,2018-01-16,,179200.0,5,2,N0150,0
253,2018-03-12,15:51:30,sapl0031,1,5,0102,3,2,S029,G-018/21/31/32/17-18,-,2018-01-22,Sapl0031,-,-,2018-01-22,,8746400.0,5,2,N0157,0
254,2018-03-12,16:02:42,sapl0031,1,5,0103,3,2,A015,G-034/17-18,-,2018-02-03,Sapl0031,-,-,2018-02-03,,9676.0,5,2,P0046,0
255,2018-03-12,16:07:27,sapl0031,1,5,0104,5,1,Sapl0003,,-,2018-02-09,Sapl0031,-,-,2018-02-09,TOWARDS JAN.SALARY 2018,1800000.0,3,2,,10
256,2018-03-12,16:13:09,sapl0031,1,5,0105,3,2,A013,G-036/17-18,-,2018-02-14,Sapl0031,-,-,2018-02-14,,14514.0,5,2,P0047,0
257,2018-03-12,16:14:36,sapl0031,1,5,0106,5,2,M001,,-,2018-02-16,Sapl0031,-,-,2018-02-16,,825.0,5,2,,1
258,2018-03-12,16:16:07,sapl0031,1,5,0107,3,2,C004,G-030/17-18,-,2018-02-21,Sapl0031,-,-,2018-02-21,,448000.0,5,2,N0173,0
259,2018-03-12,16:28:56,sapl0031,1,5,0108,3,2,C017,0073/16-17,-,2018-03-02,Sapl0031,-,-,2018-03-02,,176000.0,5,2,N0149,0
260,2018-03-12,16:31:28,sapl0031,1,5,0109,2,2,P012,,-,2018-03-06,Sapl0031,-,-,2018-03-06,,645000.0,3,2,,1
261,2018-03-12,16:33:00,sapl0031,1,5,0110,3,2,A018,G-048/17-18,-,2018-03-08,Sapl0031,-,-,2018-03-08,,40120.0,3,2,P0048,0
262,2018-03-19,09:49:53,sapl0031,1,5,0111,3,2,C004,G-033/17-18,-,2018-03-16,Sapl0031,-,-,2018-03-16,,224000.0,5,2,N0173,0
263,2018-03-19,10:20:45,sapl0031,1,5,0112,5,1,Sapl0002,0 ,-,2018-03-17,Sapl0031,-,-,2018-03-17,received against DNS sir towards YC SECURITY  payment,125000.0,8,4,,4
264,2018-03-19,10:22:15,sapl0031,1,5,0113,5,1,Sapl0005,,-,2018-03-17,Sapl0031,-,-,2018-03-17,RECEIVED AGAINST YC SECURITY PAYMENT,200000.0,8,2,,4
265,2018-03-26,08:46:58,sapl0031,1,5,0114,2,2,P012,0 ,-,2018-03-19,Sapl0031,-,-,2018-03-19,received against adv.,200000.0,3,2,,9
266,2018-03-26,09:00:31,sapl0031,1,5,0115,3,2,C004,"G-037/17-18
G-044/17-18",-,2018-03-22,Sapl0031,-,-,2018-03-22,,902400.0,5,2,N0173,0
267,2018-03-26,09:06:16,sapl0031,1,5,0116,5,3,S136,,-,2018-03-23,Sapl0031,-,-,2018-03-23,"RECEIVED AGAINST MH-12,LJ-5441",56000.0,3,2,,9
277,2018-06-04,15:28:48,sapl0031,1,5,0117,3,2,C018,G-041/17-18,-,2018-03-27,Sapl0031,-,-,2018-03-27,,889720.0,5,2,N0169,0
278,2018-06-04,15:33:30,sapl0031,1,5,0118,3,2,P012,0008/18-19,-,2018-03-28,Sapl0031,-,-,2018-03-28,,200000.0,3,2,N0179,0
279,2018-06-04,15:36:20,sapl0031,1,5,0119,3,2,M005,"0003/17-18
0007/17-18
G-024/17-18",-,2018-03-28,Sapl0031,-,-,2018-03-28,,372299.5,5,2,N0148,0
280,2018-06-04,15:39:46,sapl0031,1,5,0120,3,2,N002,"0036/16-17
0018/55/76/16-17",-,2018-03-31,Sapl0031,-,-,2018-03-31,,688500.0,3,2,S0136,0
281,2018-06-04,15:42:09,sapl0031,1,5,0121,5,4,TERM LOAN OF SUNDARLAL BANK 169/7,,-,2018-03-31,Sapl0031,-,-,2018-03-31,TRNS LOAN DISBURSE AMT.,20000000.0,10,2,,9
282,2018-06-13,09:19:46,Sapl0285,1,6,0001,3,2,S030,0002/18-19,-,2018-04-03,Sapl0031,-,-,2018-04-03,NEFT RECEIVED,105728.0,3,2,S0159,0
283,2018-06-13,09:21:50,Sapl0285,1,6,0002,5,4,SUSPENSE,,-,2018-04-04,Sapl0031,-,-,2018-04-04,SUSPENSE,90000.0,10,2,,9
284,2018-06-13,09:27:52,Sapl0285,1,6,0003,3,2,C004,G-0040/17-18,-,2018-04-10,Sapl0031,-,-,2018-04-10,NEFT RECEIVED,448000.0,5,2,,1
285,2018-06-13,09:30:14,Sapl0285,1,6,0004,5,4,BANK CHARGES & B.G.COMMISSION,,-,2018-04-19,Sapl0031,-,-,2018-04-19,RVSL_NEFT,5.9,3,2,,9
286,2018-06-13,09:41:32,Sapl0285,1,6,0005,5,4,IDBI BANK A/C NO.0007658400000222,19,-,2018-05-07,Sapl0031,-,-,2018-05-07,"OBr= 99 RTGS SMALL INDUSTRIES DEVELOPMENT BANK 087102000000125 IBKL000
",420557.0,10,2,,9
287,2018-06-13,09:44:40,Sapl0285,1,6,0006,3,2,T016,0004/18-19,-,2018-05-08,Sapl0031,-,-,2018-05-08,NEFT RECEIVED,27140.0,3,2,,9
288,2018-06-13,09:47:13,Sapl0285,1,6,0007,3,2,M001,G-0072/17-18,-,2018-05-10,Sapl0031,-,-,2018-05-10,NEFT RECVEIVED,33280.0,10,2,,1
289,2018-06-13,09:57:27,Sapl0285,1,6,0008,3,2,M001,"G-0045/46/4950/51/52/53/5455/56/57/58/59/60/61/62/63/64/65/67/68/69/70/71/73/74-17/18
S-039",-,2018-05-17,Sapl0031, -,-,2018-05-17,RTGS,755056.0,10,1,,1
290,2018-06-13,09:59:20,Sapl0285,1,6,0009,5,4,BANK CHARGES & B.G.COMMISSION,,-,2018-05-18,Sapl0031,-,-,2018-05-18,"Err SMSAL Fee Rvsl 04-2018
",29.5,3,1,,9
291,2018-06-30,15:08:28,Sapl0285,1,6,0010,2,2,J012,19,-,2018-06-02,Sapl0031,-,-,2018-06-02,RECEIVED AGAINST ADV,100000.0,3,2,S0166,0
292,2018-06-30,15:13:12,Sapl0285,1,6,0011,3,2,P012,0008/18-19,294847,2018-06-07,Sapl0031,-,-,2018-06-07,RECEIVED AGAINST SALES INVOICE,244086.0,10,4,N0179,0
293,2018-06-30,15:36:53,Sapl0285,1,6,0012,2,2,J012,21,-,2018-06-08,Sapl0031,-,-,2018-06-08,NEFT RECEIVED AGAINST ADV,120896.0,3,2,S0165,0
294,2018-06-30,15:42:58,Sapl0285,1,6,0013,3,2,C004,0005/18-19,-,2018-06-08,Sapl0031,-,-,2018-06-08,NEFT RECEIVED AGAINST INVOICE,53100.0,10,2,T0031,0
295,2018-06-30,15:46:47,Sapl0285,1,6,0014,3,2,C004,G-0043/47-17/18,-,2018-06-14,Sapl0031,-,-,2018-06-14,,477854.0,10,2,N0173,0
296,2018-07-02,08:45:48,Sapl0285,1,6,0015,3,2,C015,0001/18-19,-,2018-06-14,Sapl0031,-,-,2018-06-14,NEFT RECEIVED,245000.0,10,2,N0180,0
297,2018-07-02,09:01:52,Sapl0285,1,6,0016,3,2,P012,0008/18-19,-,2018-06-15,Sapl0031,-,-,2018-06-15,297838,300000.0,10,4,N0179,0
298,2018-07-02,09:10:15,Sapl0285,1,6,0017,3,2,P012,0008/18-19,297841,2018-06-21,Sapl0031,-,-,2018-06-21,CHEQUE RECEIVED,300000.0,10,4,N0179,0
299,2018-07-02,09:13:15,Sapl0285,1,6,0018,3,2,J019,0012/18-19,-,2018-06-27,Sapl0031,-,-,2018-06-27,NEFT RECEIVED,9440.0,3,2,S0166,0
300,2018-07-02,09:17:57,Sapl0285,1,6,0019,5,4,KETKI ENTERPRISES,B.V.NO.107 (RTGS),-,2018-06-27,Sapl0031,-,-,2018-06-27,RECEIVED,31014.0,10,2,,9
301,2018-07-02,09:24:11,Sapl0285,1,6,0020,3,2,P012,0008/09/10-18/19,297843,2018-06-29,Sapl0031,-,-,2018-06-29,chq.received,300000.0,10,4,S0162,0
302,2018-07-02,09:42:54,Sapl0285,1,6,0021,3,2,A035,-,-,2018-06-29,Sapl0031,-,-,2018-06-29,,64800.0,3,2,N0172,0
303,2018-07-02,09:47:37,Sapl0285,1,6,0022,5,2,A002,,360579,2018-06-29,Sapl0031,-,-,2018-06-29,CHEQUE RECEIVED AGAINST SALES INVOICE,1452000.0,10,4,,9
304,2018-07-06,17:22:53,Sapl0285,1,6,0023,5,3,M033,0 ,-,2018-06-30,Sapl0031,-,-,2018-06-30,"TRNS STOP DD M S E D C L NO-16924
",38890.0,10,1,,9
305,2018-07-24,09:09:17,Sapl0285,1,6,0024,2,2,C004,BG,-,2018-07-03,Sapl0031,-,-,2018-07-03,NEFT RECEIVED AGAINST BG,178000.0,10,2,T0031,0
306,2018-07-24,09:14:45,Sapl0285,1,6,0025,3,2,C016,G-0041/17-18,-,2018-07-03,Sapl0031,-,-,2018-07-03,RECEIVED AGAINST SALES INVOICE,75400.0,10,2,N0169,0
307,2018-07-24,09:29:55,Sapl0285,1,6,0026,3,2,P012,0010/18-19,-,2018-07-05,Sapl0031,-,-,2018-07-05,CHQ.NO.297844,300000.0,10,4,N0179,0
308,2018-07-24,09:45:24,Sapl0285,1,6,0027,3,2,C004,S-0042/17-18,-,2018-07-11,Sapl0031,-,-,2018-07-11,NEFT RECEIVED,27750.0,10,2,T0030,0
309,2018-07-24,09:59:43,Sapl0285,1,6,0028,3,2,C004,BG,-,2018-07-12,Sapl0031,-,-,2018-07-12,NEFT RECEIVED AGAINST BG,646800.0,10,2,T0031,0
310,2018-07-24,10:03:05,Sapl0285,1,6,0029,3,2,P012,0010/18-19,-,2018-07-13,Sapl0031,-,-,2018-07-13,CHQ.NO.297846,300000.0,10,4,N0179,0
311,2018-07-24,10:04:57,Sapl0285,1,6,0030,5,4,R.T.O.Tax-Vehicles,,-,2018-07-16,Sapl0031,-,-,2018-07-16,DD CANCELN,48400.0,3,3,,9
312,2018-07-24,10:07:45,Sapl0285,1,6,0031,5,2,P012,,-,2018-07-16,Sapl0031,-,-,2018-07-16,NEFT RECEIVED AGAINST SALES INV.,300000.0,3,2,N0179,0
313,2018-07-24,10:12:28,Sapl0285,1,6,0032,3,2,P012,0010/18-19,-,2018-07-21,Sapl0031,-,-,2018-07-21,CHQ.NO.297845,300000.0,10,4,N0179,0
314,2018-08-17,11:23:13,Sapl0285,1,6,0033,2,2,T017,49,-,2018-07-31,Sapl0031,-,-,2018-07-31,"NEFT/SDC89736704/TRUMECH ENGINEERING LLP//URGENT/
",175000.0,3,2,,9
315,2018-08-20,13:25:04,Sapl0285,1,6,0034,3,2,P012,0008/09/10-18/19,-,2018-08-01,Sapl0031,-,-,2018-08-01,NEFT RECEIVED AGAINST SALES INVOICE,300000.0,3,2,N0179,0
316,2018-08-20,13:30:46,Sapl0285,1,6,0035,5,1,Sapl0003,,-,2018-08-08,Sapl0031,-,-,2018-08-08,NEFT RECEIVED FROM NMC SIR TOWRADS SUPPLIER PAYMENT,40000.0,3,2,,9
317,2018-08-20,13:38:05,Sapl0285,1,6,0036,2,2,A035,-,292031,2018-08-09,Sapl0031,-,-,2018-08-09,BEING CHQ.RECEIVED AGAINST INVOICE,441000.0,3,4,N0176,0
318,2018-08-20,13:40:31,Sapl0285,1,6,0037,3,2,S029,G-018/021/17-18,-,2018-08-10,Sapl0031,-,-,2018-08-10,,1500000.0,3,2,N0157,0
319,2018-08-20,13:49:16,Sapl0285,1,6,0038,2,2,A002,ADV,360608,2018-08-14,Sapl0031,-,-,2018-08-14,CHEQUE RECEIVED AGAINST ADV,1452000.0,3,4,S0167,0
