Id,MId,SessionId,CompId,FinYearId,ItemCode,Description,Qty
784,129,Sapl0005,1,1,19,VCXXX9999014244_(CR_400),2.0
785,129,Sapl0005,1,1,20,VCXXX9999014247_(CR_400),1.0
786,129,Sapl0005,1,1,21,VCXXX9999014248_(CR_400),3.0
787,129,Sapl0005,1,1,22,VCXXX9999014251_(CR_400),1.0
788,129,Sapl0005,1,1,23,VCXXX9999014252_(CR_400),1.0
789,0,Sapl0005,1,1,10,LONG RAIL (125 MTR X 4 LINES = 500MTRS),500.0
790,0,Sapl0005,1,1,20,CROSS RAIL (2.5MTR X 200NOS. =500MTR),500.0
791,0,Sapl0005,1,1,10,LONG RAIL (125 MTR X 4 LINES = 500MTRS),500.0
792,0,Sapl0005,1,1,20,CROSS RAIL (2.5MTR X 200NOS. =500MTR),500.0
793,130,Sapl0005,1,1,10,LONG RAIL (125 MTR X 4 LINES = 500MTRS),500.0
794,130,Sapl0005,1,1,20,CROSS RAIL (2.5MTR X 200NOS. =500MTR),500.0
795,131,Sapl0005,1,1,10,5102-ET-MFL-03-00-TROLLEY,1.0
796,132,Sapl0005,1,1,1,Long rail 5mtr X 6nos = 30mtr,30.0
797,132,Sapl0005,1,1,2,GUN RAIL-TROLLY SETS FOR C-63,12.0
798,133,Sapl0005,1,1,10,7110/7310-1-26-ROUND PLATE,2.0
799,133,Sapl0005,1,1,20,7110/7310-1-27-ROUND PLATE,2.0
800,134,Sapl0005,1,1,10,SHIM PACK (SP50-35),1.0
801,134,Sapl0005,1,1,20,RISER (SP16-200),1.0
802,134,Sapl0005,1,1,30,BUTTON STOPPER (SP60-10-00) DM-11,2.0
803,135,Sapl0056,1,1,10,Manipulator with gripper for assembly door LH & RH for Hemming cell,1.0
804,135,Sapl0056,1,1,20,Manipulator with gripper for fire wall handling arrangement.,1.0
805,135,Sapl0056,1,1,30,Manipulator with out gripper for assembly front panel for hemming cell.,1.0
806,136,Sapl0005,1,1,1,Stage Wise Welding Assy Fixtures for Manufacture of CCB ASSEMBLY RHD & LHD FOR MAHINDRA XUV500,1.0
807,137,Sapl0005,1,1,S0901T0146,"TROLLEY FOR Y-1 DASHBOARD LOGISTICS
TROLLEY",7.0
808,137,Sapl0005,1,1,S0901T0147,"TROLLEY FOR Y-1 ARMATURE ASSEMBLY
TROLLEY",2.0
809,0,Sapl0005,1,1,10,MATERIAL HANDLING SYSTEM WITH ELECTRIC LIFTER L012,1.0
810,138,Sapl0005,1,1,10,MATERIAL HANDLING SYSTEM WITH ELECTRIC LIFTER L012,1.0
811,139,Sapl0005,1,1,10,E269871611-SUPPORT,1.0
812,139,Sapl0005,1,1,20,E270261611-SUPPORT,1.0
813,140,Sapl0005,1,1,1,LONG RAIL C63 (6MTR X 8NOS. = 48),48.0
814,140,Sapl0005,1,1,2,CROSS RAIL C63 (2.5 MTR X 7 NOS. = 17.5),17.5
815,140,Sapl0005,1,1,3,TROLLEY SET C63 SECTION RAIL,7.0
816,141,Sapl0005,1,1,10,powerised roller conveyor with contactor logic,1.0
817,142,Sapl0005,1,1,10,SHIM PACK-(SP50-33)FOR-7135/7335,20.0
818,142,Sapl0005,1,1,20,SHIM PACK-(SP50-37)FOR-7135/7335,20.0
819,143,Sapl0005,1,1,10,SHIM PACK-(SP50-31)FOR-8120,5.0
820,143,Sapl0005,1,1,20,SHIM PACK-(SP50-32)FOR-8120,40.0
821,143,Sapl0005,1,1,30,SHIM PACK-(SP50-33)FOR-8120,24.0
822,143,Sapl0005,1,1,40,SHIM PACK-(SP50-35)FOR-8120,5.0
823,143,Sapl0005,1,1,50,SHIM PACK-(SP50-36)FOR-8120,10.0
824,143,Sapl0005,1,1,60,SHIM PACK-(SP50-37)FOR-8120,30.0
825,143,Sapl0005,1,1,70,RISER-(SP15-150)FOR-8150,2.0
826,143,Sapl0005,1,1,80,SHIM PACK-(SP50-32)FOR-8150,10.0
827,143,Sapl0005,1,1,90,SHIM PACK-(SP50-33)FOR-8150,10.0
828,143,Sapl0005,1,1,100,SHIM PACK-(SP50-36)FOR-8150,6.0
829,143,Sapl0005,1,1,110,SHIM PACK-(SP50-37)FOR-8150,8.0
830,0,Sapl0005,1,1,1,LONG RAIL (5MtrX2)=10MTR,10.0
831,144,Sapl0005,1,1,1,LONG RAIL (5MtrX2)=10MTR,10.0
832,145,Sapl0005,1,1,10,7115/7315-1-11-WELD MENT,2.0
833,145,Sapl0005,1,1,20,7115/7315-1-12-WELD MENT,4.0
834,145,Sapl0005,1,1,30,7115/7315-1-21-PLATE,4.0
835,145,Sapl0005,1,1,40,7115/7315-1-22-SPACER,4.0
836,145,Sapl0005,1,1,50,SHIM-(SP50-33)-C-13,10.0
837,145,Sapl0005,1,1,60,SHIM-(SP50-32)-C-13,15.0
838,146,Sapl0005,1,1,10,8120-1-11-BASE FRAME,1.0
839,146,Sapl0005,1,1,20,8120-1-12-BASE LAGS,4.0
840,146,Sapl0005,1,1,30,8120-1-21-ROUND LAG PLATES,4.0
841,146,Sapl0005,1,1,40,8120-1-22-BRACKET,1.0
842,146,Sapl0005,1,1,50,8120-1-23-BRACKET,1.0
843,146,Sapl0005,1,1,60,SHIM PACK-(SP50-17)FOR-712C,10.0
844,146,Sapl0005,1,1,70,SHIM PACK-(SP50-1)FOR-712C,10.0
845,146,Sapl0005,1,1,80,SHIM PACK-(SP50-3)FOR-712C,10.0
846,146,Sapl0005,1,1,90,SHIM PACK-(SP50-33)FOR-712C,10.0
847,146,Sapl0005,1,1,100,SHIM PACK-(SP50-15)FOR-712C,10.0
848,146,Sapl0005,1,1,110,SHIM PACK-(SP50-36)FOR-712C,10.0
849,147,Sapl0005,1,1,10,4000-5-15-WELDMENT,4.0
850,147,Sapl0005,1,1,20,4000-5-16-WELDMENT,4.0
851,147,Sapl0005,1,1,30,4000-5-17-WELDMENT,13.0
852,147,Sapl0005,1,1,40,6000-5-13-WELDMENT,4.0
853,147,Sapl0005,1,1,50,6000-5-14-WELDMENT,2.0
854,147,Sapl0005,1,1,60,6000-5-15-WELDMENT,10.0
855,148,Sapl0005,1,1,4495,MAGNETIC PLUNGER WITH BREAK COIL 415VAC,2.0
856,148,Sapl0005,1,1,4496,BRAKE SHOE ASSLY LH & RH,2.0
857,148,Sapl0005,1,1,4748,"TRANSFORMER 415V, 24V",1.0
858,149,Sapl0005,1,1,10,SHIM PACK-(SP50-3)-8125,15.0
859,149,Sapl0005,1,1,20,SHIM PACK-(SP50-36)-8125,15.0
860,149,Sapl0005,1,1,30,SHIM PACK-(SP50-32)-8125,15.0
861,149,Sapl0005,1,1,40,SHIM PACK-(SP50-18)FOR-4000,50.0
862,149,Sapl0005,1,1,50,SHIM PACK-(SP50-19)FOR-4000,25.0
863,149,Sapl0005,1,1,60,SHIM PACK-(SP50-22)FOR-4000,25.0
864,149,Sapl0005,1,1,70,SHIM PACK-(SP50-3)FOR-4000,40.0
865,150,Sapl0005,1,1,10,"HVAC Test Bench with under rack
A.Table(with 10mm thick top plate) with Rack & mounting fixtures
B.Clamping for 6 legs of table
C.Idler Unit with 4 HP Air cooled motor
D.S.M.P.S.(12V D.C., 3 phase)
E.Potentiometer
F.Assembly of Testing Rig
G.Overheads
H Freight
I. Installation & Commissioning",1.0
866,151,Sapl0005,1,1,10,VCXXX9999014251_(NCR-02,1.0
867,151,Sapl0005,1,1,20,VCXXX9999014252_(NCR-02),1.0
868,152,Sapl0005,1,1,10,3211-1-30-SQUARE PLATE,1.0
869,152,Sapl0005,1,1,20,3211-1-31-ROUND PLATE,1.0
870,152,Sapl0005,1,1,30,3111-1-29-SQUARE PLATE,1.0
871,152,Sapl0005,1,1,40,3111-1-30-ROUND PLATE,1.0
872,153,Sapl0005,1,1,10,7135-01-11R&L-STOOL,2.0
873,154,Sapl0005,1,1,10,MT45011100000261CROSS TROLLEY C63,4.0
874,154,Sapl0005,1,1,20,MT45011100000262JOINT COUPLER C63,5.0
875,155,Sapl0005,1,1,1,BREAK COIL,6.0
876,156,Sapl0005,1,1,1,SHIM PACK-(SP50-01)FOR-3111,16.0
877,156,Sapl0005,1,1,2,SHIM PACK-(SP50-03)FOR-3111,98.0
878,156,Sapl0005,1,1,3,SHIM PACK-(SP50-14)FOR-3111,10.0
879,156,Sapl0005,1,1,4,SHIM PACK-(SP50-17)FOR-3111,10.0
880,156,Sapl0005,1,1,5,SHIM PACK-(SP50-18)FOR-3111,36.0
881,156,Sapl0005,1,1,6,SHIM PACK-(SP50-02 )FOR-3113,10.0
882,156,Sapl0005,1,1,7,SHIM PACK-(SP50-03)FOR-3113,48.0
883,156,Sapl0005,1,1,8,SHIM PACK-(SP50-12)FOR-3113,10.0
884,156,Sapl0005,1,1,9,SHIM PACK-(SP50-18)FOR-3113,12.0
885,156,Sapl0005,1,1,10,SHIM PACK-(SP50-19)FOR-3113,5.0
886,156,Sapl0005,1,1,11,SHIM PACK-(SP50-33)FOR-3115,32.0
887,156,Sapl0005,1,1,12,SHIM PACK-(SP50-36)FOR-3115,5.0
888,156,Sapl0005,1,1,13,SHIM PACK-(SP50-33)FOR-3117,32.0
889,156,Sapl0005,1,1,14,SHIM PACK-(SP50-36)FOR-3117,5.0
890,156,Sapl0005,1,1,15,SHIM PACK-(SP50-03)FOR-3130,30.0
891,156,Sapl0005,1,1,16,SHIM PACK-(SP50-18)FOR-3130,10.0
892,156,Sapl0005,1,1,17,SHIM PACK-(SP50-19)FOR-3130,10.0
893,156,Sapl0005,1,1,18,SHIM PACK-(SP50-03)FOR-3134,6.0
894,156,Sapl0005,1,1,19,SHIM PACK-(SP50-17)FOR-3134,5.0
895,156,Sapl0005,1,1,20,SHIM PACK-(SP50-18)FOR-3134,5.0
896,156,Sapl0005,1,1,21,SHIM PACK-(SP50-19)FOR-3134,10.0
897,156,Sapl0005,1,1,22,SHIM PACK-(SP50-03)FOR-3141,6.0
898,156,Sapl0005,1,1,23,SHIM PACK-(SP50-17)FOR-3141,5.0
899,156,Sapl0005,1,1,24,SHIM PACK-(SP50-18)FOR-3141,5.0
900,156,Sapl0005,1,1,25,SHIM PACK-(SP50-19)FOR-3141,10.0
901,156,Sapl0005,1,1,26,SHIM PACK-(SP50-03)FOR-3211,86.0
902,156,Sapl0005,1,1,27,SHIM PACK-(SP50-12)FOR-3211,24.0
903,156,Sapl0005,1,1,28,SHIM PACK-(SP50-15)FOR-3211,15.0
904,156,Sapl0005,1,1,29,SHIM PACK-(SP50-33)FOR-3211,5.0
905,156,Sapl0005,1,1,30,SHIM PACK-(SP50-35)FOR-3211,10.0
906,156,Sapl0005,1,1,31,SHIM PACK-(SP50-03)FOR-3216,6.0
907,156,Sapl0005,1,1,32,SHIM PACK-(SP50-17)FOR-3216,5.0
908,156,Sapl0005,1,1,33,SHIM PACK-(SP50-18)FOR-3216,5.0
909,156,Sapl0005,1,1,34,SHIM PACK-(SP50-19)FOR-3216,10.0
910,156,Sapl0005,1,1,35,SHIM PACK-(SP50-33)FOR-311AD,5.0
911,156,Sapl0005,1,1,36,SHIM PACK-(SP50-36)FOR-311AD,5.0
912,156,Sapl0005,1,1,37,SHIM PACK-(SP50-01)FOR-311AH,10.0
913,156,Sapl0005,1,1,38,SHIM PACK-(SP50-33)FOR-311AH,8.0
914,156,Sapl0005,1,1,39,SHIM PACK-(SP50-36)FOR-311AH,10.0
915,156,Sapl0005,1,1,40,SHIM PACK-(SP50-01)FOR-311AJ,10.0
916,156,Sapl0005,1,1,41,SHIM PACK-(SP50-33)FOR-311AJ,8.0
917,156,Sapl0005,1,1,42,SHIM PACK-(SP50-36)FOR-311AJ,10.0
918,156,Sapl0005,1,1,43,SHIM PACK-(SP50-01)FOR-313AT-H,10.0
919,156,Sapl0005,1,1,44,SHIM PACK-(SP50-33)FOR-313AT-H,8.0
920,156,Sapl0005,1,1,45,SHIM PACK-(SP50-36)FOR-313AT-H,9.0
921,156,Sapl0005,1,1,46,SHIM PACK-(SP50-01)FOR-313G-H,10.0
922,156,Sapl0005,1,1,47,SHIM PACK-(SP50-32)FOR-313G-H,5.0
923,156,Sapl0005,1,1,48,SHIM PACK-(SP50-33)FOR-313G-H,5.0
924,156,Sapl0005,1,1,49,SHIM PACK-(SP50-36)FOR-313G-H,8.0
925,156,Sapl0005,1,1,50,SHIM PACK-(SP50-01)FOR-314A-H,10.0
926,156,Sapl0005,1,1,51,SHIM PACK-(SP50-32)FOR-314A-H,5.0
927,156,Sapl0005,1,1,52,SHIM PACK-(SP50-33)FOR-314A-H,5.0
928,156,Sapl0005,1,1,53,SHIM PACK-(SP50-36)FOR-314A-H,8.0
929,156,Sapl0005,1,1,54,SHIM PACK-(SP50-01)FOR-314F-H,10.0
930,156,Sapl0005,1,1,55,SHIM PACK-(SP50-32)FOR-314F-H,5.0
931,156,Sapl0005,1,1,56,SHIM PACK-(SP50-33)FOR-314F-H,5.0
932,156,Sapl0005,1,1,57,SHIM PACK-(SP50-36)FOR-314F-H,8.0
933,156,Sapl0005,1,1,58,SHIM PACK-(SP50-32)FOR-321AM-H,5.0
934,156,Sapl0005,1,1,59,SHIM PACK-(SP50-36)FOR-321AM-H,16.0
935,156,Sapl0005,1,1,60,SHIM PACK-(SP50-32)FOR-321AP-H,5.0
936,156,Sapl0005,1,1,61,SHIM PACK-(SP50-36)FOR-321AP-H,16.0
937,157,Sapl0005,1,1,10,"Installation & Commissioning Charges - Labour / Service Charges - Supervision, Loading & Unloading, etc",1.0
938,157,Sapl0005,1,1,20,Installation & Commissioning Charges - Machine Packing & Forwarding charges upto Phaltan,1.0
939,158,Sapl0005,1,1,10,RISER-(SP15-200)FOR-3134,4.0
940,158,Sapl0005,1,1,20,RISER-(SP15-350)FOR-3134,3.0
941,158,Sapl0005,1,1,30,RISER-(SP15-400)FOR-3134,6.0
942,158,Sapl0005,1,1,40,RISER-(SP15-200)FOR-3141,4.0
943,158,Sapl0005,1,1,50,RISER-(SP15-350)FOR-3141,3.0
944,158,Sapl0005,1,1,60,RISER-(SP15-400)FOR-3141,6.0
945,158,Sapl0005,1,1,70,RISER-(SP16-200)FOR-3211,4.0
946,158,Sapl0005,1,1,80,RISER-(SP16-250)FOR-3211,2.0
947,158,Sapl0005,1,1,90,RISER-(SP16-350)FOR-3211,8.0
948,158,Sapl0005,1,1,100,RISER-(SP16-400)FOR-3211,14.0
949,158,Sapl0005,1,1,110,RISER-(SP16-500)FOR-3211,8.0
950,158,Sapl0005,1,1,120,RISER-(SP15-200)FOR-3216,4.0
951,158,Sapl0005,1,1,130,RISER-(SP15-350)FOR-3216,3.0
952,158,Sapl0005,1,1,140,RISER-(SP15-400)FOR-3216,6.0
953,159,Sapl0005,1,1,10,GUN-TELESCOPIC TROLLEY SET,3.0
954,160,Sapl0005,1,1,10,BREAK COIL,2.0
955,160,Sapl0005,1,1,20,BRAKE SHOE ASSY LH & RH,1.0
956,161,Sapl0005,1,1,1,WIRING MATERIAL FOR MAIN CONTROL PANEL,1.0
957,162,Sapl0005,1,1,10,WIRING MATERIAL TO INTERFACE OPTO MODULES WITH TRANSDUCER IN TRANSDUCER PANEL,1.0
958,163,Sapl0005,1,1,1,TRANSDUCER PANEL TO MOUNT TRANSDUCER WITH OPTO MODULE IN TEST CELL,1.0
959,164,Sapl0005,1,1,10,C-63 LONG RAILS 6 MTR(2850 x 6 mtr),12.0
960,164,Sapl0005,1,1,20,C-63 LONG RAILS 2.5MTR X 6MTR,15.0
961,164,Sapl0005,1,1,30,C-63 CROSS RAILS 2.2 MTR X 3NOS.,6.6
962,164,Sapl0005,1,1,40,C-63 CROSS RAILS 1.5MTR X 2NOS,3.0
963,164,Sapl0005,1,1,50,TROLLEY SETS LONG RAIL,2.0
964,164,Sapl0005,1,1,60,TROLLEY SETS CROSS RAIL,3.0
965,165,Sapl0005,1,1,10,"Device Net Coupler, Make : Phoenix contact IL
DN BK3-PAC, Part No.",1.0
966,166,Sapl0005,1,1,10,SHIM PACK-(SP50-03)FOR-2015,8.0
967,166,Sapl0005,1,1,20,SHIM PACK-(SP50-18)FOR-2015,4.0
968,166,Sapl0005,1,1,30,SHIM PACK-(SP50-03)FOR-2305,16.0
969,166,Sapl0005,1,1,40,SHIM PACK-(SP50-04)FOR-2305,5.0
970,166,Sapl0005,1,1,50,SHIM PACK-(SP50-18)FOR-2305,12.0
971,166,Sapl0005,1,1,60,SHIM PACK-(SP50-22)FOR-2305,2.0
972,166,Sapl0005,1,1,70,SHIM PACK-(SP50-03)FOR-4010,32.0
973,166,Sapl0005,1,1,80,SHIM PACK-(SP50-25)FOR-4010,112.0
974,166,Sapl0005,1,1,90,SHIM PACK-(SP50-03)FOR-4215,12.0
975,166,Sapl0005,1,1,100,SHIM PACK-(SP50-18)FOR-4215,6.0
976,166,Sapl0005,1,1,110,SHIM PACK-(SP50-03)FOR-4220,6.0
977,166,Sapl0005,1,1,120,SHIM PACK-(SP50-18)FOR-4220,6.0
978,166,Sapl0005,1,1,130,SHIM PACK-(SP50-22)FOR-4220,4.0
979,166,Sapl0005,1,1,140,SHIM PACK-(SP50-03)FOR-4225,12.0
980,166,Sapl0005,1,1,150,SHIM PACK-(SP50-18)FOR-4225,4.0
981,166,Sapl0005,1,1,160,SHIM PACK-(SP50-01)FOR-4230,10.0
982,166,Sapl0005,1,1,170,SHIM PACK-(SP50-03)FOR-4230,36.0
983,166,Sapl0005,1,1,180,SHIM PACK-(SP50-04)FOR-4230,5.0
984,166,Sapl0005,1,1,190,SHIM PACK-(SP50-18)FOR-4230,4.0
985,166,Sapl0005,1,1,200,SHIM PACK-(SP50-22)FOR-4230,4.0
986,166,Sapl0005,1,1,210,SHIM PACK-(SP50-03)FOR-4240,6.0
987,166,Sapl0005,1,1,220,SHIM PACK-(SP50-18)FOR-4240,20.0
988,166,Sapl0005,1,1,230,SHIM PACK-(SP50-22)FOR-4240,38.0
989,166,Sapl0005,1,1,240,SHIM PACK-(SP50-01)FOR-4210A,15.0
990,166,Sapl0005,1,1,250,SHIM PACK-(SP50-03)FOR-4210A,134.0
991,166,Sapl0005,1,1,260,SHIM PACK-(SP50-04)FOR-4210A,20.0
992,166,Sapl0005,1,1,270,SHIM PACK-(SP50-18)FOR-4210A,24.0
993,166,Sapl0005,1,1,280,SHIM PACK-(SP50-19)FOR-4210A,5.0
994,166,Sapl0005,1,1,290,SHIM PACK-(SP50-22)FOR-4210A,2.0
995,166,Sapl0005,1,1,300,SHIM PACK-(SP50-25)FOR-4210A,4.0
996,166,Sapl0005,1,1,310,SHIM PACK-(SP50-01)FOR-2010,20.0
997,166,Sapl0005,1,1,320,SHIM PACK-(SP50-03)FOR-2010,76.0
998,166,Sapl0005,1,1,330,SHIM PACK-(SP50-05)FOR-2010,10.0
999,166,Sapl0005,1,1,340,SHIM PACK-(SP50-18)FOR-2010,72.0
1000,166,Sapl0005,1,1,350,SHIM PACK-(SP50-19)FOR-2010,10.0
1001,166,Sapl0005,1,1,360,SHIM PACK-(SP50-34)FOR-2010,10.0
1002,166,Sapl0005,1,1,370,SHIM PACK-(SP50-03)FOR-2020,16.0
1003,166,Sapl0005,1,1,380,SHIM PACK-(SP50-18)FOR-2020,18.0
1004,166,Sapl0005,1,1,390,SHIM PACK-(SP50-19)FOR-2020,5.0
1005,166,Sapl0005,1,1,400,SHIM PACK-(SP50-22)FOR-2020,24.0
1007,168,Sapl0005,1,1,10,JIG BOOM,1.0
1008,169,Sapl0005,1,1,1,4210A-1-21-PLATE,2.0
1009,169,Sapl0005,1,1,2,4210A-1-24-PLATE,2.0
1010,169,Sapl0005,1,1,3,2310A-1-13-WELD ASSY,2.0
1011,169,Sapl0005,1,1,4,2310A-1-14-WELD ASSY,2.0
1012,169,Sapl0005,1,1,5,2310A-1-21-PLATE,2.0
1013,169,Sapl0005,1,1,6,4225-1-11-WELD MENT,1.0
1014,169,Sapl0005,1,1,7,2305-1-11-BASE FRAME,1.0
1015,169,Sapl0005,1,1,8,2305-1-12-WELD MENT,1.0
1016,169,Sapl0005,1,1,9,2305-1-13-WELD MENT,1.0
1017,169,Sapl0005,1,1,10,4240-1-12-WELD MENT,1.0
1018,169,Sapl0005,1,1,11,4240-1-13-WELD MENT,1.0
1019,169,Sapl0005,1,1,12,4240-1-14-WELD MENT,1.0
1020,169,Sapl0005,1,1,13,4240-1-15-PLATE,8.0
1021,169,Sapl0005,1,1,14,4240-1-21-BRACKET,2.0
1022,169,Sapl0005,1,1,15,2020-1-11-WELD MENT,2.0
1023,169,Sapl0005,1,1,16,2020-2-11-WELD MENT,6.0
1024,169,Sapl0005,1,1,17,2020-3-11-WELD MENT,6.0
1025,169,Sapl0005,1,1,18,2020-4-11-WELD MENT,6.0
1026,169,Sapl0005,1,1,19,2020-5-12-WELD MENT,1.0
1027,169,Sapl0005,1,1,20,2020-5-13-WELD MENT,1.0
1028,169,Sapl0005,1,1,21,2020-5-14-WELD MENT,1.0
1029,169,Sapl0005,1,1,22,2020-7-11-WELD MENT,2.0
1030,170,Sapl0005,1,1,10,WELDING FIXTURES FOR 1 CELL,4.0
1031,170,Sapl0005,1,1,20,ROBOT,2.0
1032,170,Sapl0005,1,1,30,TAIL GATE SPM,1.0
1033,170,Sapl0005,1,1,40,TAIL GATE FIXTURES,2.0
1034,171,Sapl0005,1,1,1,SHIM PACK-(SP50-03)For-2307,8.0
1035,171,Sapl0005,1,1,2,SHIM PACK-(SP50-04)For-2307,10.0
1036,171,Sapl0005,1,1,3,SHIM PACK-(SP50-18)For-2307,6.0
1037,171,Sapl0005,1,1,4,SHIM PACK-(SP50-01)For-4103,10.0
1038,171,Sapl0005,1,1,5,SHIM PACK-(SP50-03)For-4103,12.0
1039,171,Sapl0005,1,1,6,SHIM PACK-(SP50-18)For-4103,12.0
1040,171,Sapl0005,1,1,7,SHIM PACK-(SP50-19)For-4103,5.0
1041,171,Sapl0005,1,1,8,SHIM PACK-(SP50-03)For-4105,14.0
1042,171,Sapl0005,1,1,9,SHIM PACK-(SP50-18)For-4105,10.0
1043,171,Sapl0005,1,1,10,SHIM PACK-(SP50-22)For-4105,10.0
1044,171,Sapl0005,1,1,11,SHIM PACK-(SP50-03)For-6005,2.0
1045,171,Sapl0005,1,1,12,SHIM PACK-(SP50-18)For-6005,10.0
1046,171,Sapl0005,1,1,13,SHIM PACK-(SP50-22)For-6005,10.0
1047,171,Sapl0005,1,1,14,SHIM PACK-(SP50-12)For-6011,5.0
1048,171,Sapl0005,1,1,15,SHIM PACK-(SP50-14)For-6011,5.0
1049,171,Sapl0005,1,1,16,SHIM PACK-(SP50-18)For-6011,4.0
1050,171,Sapl0005,1,1,17,SHIM PACK-(SP50-19)For-6011,5.0
1051,171,Sapl0005,1,1,18,SHIM PACK-(SP50-22)For-6011,16.0
1052,171,Sapl0005,1,1,19,SHIM PACK-(SP50-25)For-6011,2.0
1053,171,Sapl0005,1,1,20,SHIM PACK-(SP50-32)For-6011,10.0
1054,171,Sapl0005,1,1,21,SHIM PACK-(SP50-36)For-6011,10.0
1055,171,Sapl0005,1,1,22,SHIM PACK-(SP50-03)For-6012,2.0
1056,171,Sapl0005,1,1,23,SHIM PACK-(SP50-12)For-6012,5.0
1057,171,Sapl0005,1,1,24,SHIM PACK-(SP50-18)For-6012,10.0
1058,171,Sapl0005,1,1,25,SHIM PACK-(SP50-19)For-6012,10.0
1059,171,Sapl0005,1,1,26,SHIM PACK-(SP50-22)For-6012,14.0
1060,171,Sapl0005,1,1,27,SHIM PACK-(SP50-25)For-6012,4.0
1061,171,Sapl0005,1,1,28,SHIM PACK-(SP50-03)For-6001/6003,26.0
1062,171,Sapl0005,1,1,29,SHIM PACK-(SP50-19)For-6001/6003,10.0
1063,171,Sapl0005,1,1,30,SHIM PACK-(SP50-22)For-6001/6003,14.0
1064,171,Sapl0005,1,1,31,SHIM PACK-(SP50-02)For-6013/6014,10.0
1065,171,Sapl0005,1,1,32,SHIM PACK-(SP50-03)For-6013/6014,24.0
1066,171,Sapl0005,1,1,33,SHIM PACK-(SP50-12)For-6013/6014,8.0
1067,171,Sapl0005,1,1,34,SHIM PACK-(SP50-18)For-6013/6014,8.0
1068,171,Sapl0005,1,1,35,SHIM PACK-(SP50-22)For-6013/6014,28.0
1069,171,Sapl0005,1,1,36,SHIM PACK-(SP50-25)For-6013/6014,8.0
1070,171,Sapl0005,1,1,37,SHIM PACK-(SP50-25)For-6020_01,10.0
1071,171,Sapl0005,1,1,38,SHIM PACK-(SP50-12)For-6020_01,16.0
1072,171,Sapl0005,1,1,39,SHIM PACK-(SP50-14)For-6020_01,5.0
1073,171,Sapl0005,1,1,40,SHIM PACK-(SP50-18)For-6020_01,4.0
1074,171,Sapl0005,1,1,41,SHIM PACK-(SP50-03)For-7110/7310,36.0
1075,171,Sapl0005,1,1,42,SHIM PACK-(SP50-05)For-7110/7310,10.0
1076,171,Sapl0005,1,1,43,SHIM PACK-(SP50-18)For-7110/7310,26.0
1077,171,Sapl0005,1,1,44,SHIM PACK-(SP50-22)For-7110/7310,26.0
1078,171,Sapl0005,1,1,45,SHIM PACK-(SP50-03)For-1525,10.0
1079,171,Sapl0005,1,1,46,SHIM PACK-(SP50-18)For-1525,15.0
1080,171,Sapl0005,1,1,47,SHIM PACK-(SP50-04)For-1530,20.0
1081,171,Sapl0005,1,1,48,SHIM PACK-(SP50-18)For-1530,20.0
1082,171,Sapl0005,1,1,49,SHIM PACK-(SP50-19)For-1530,5.0
1083,171,Sapl0005,1,1,50,SHIM PACK-(SP50-01)For-2017,5.0
1084,171,Sapl0005,1,1,51,SHIM PACK-(SP50-19)For-2017,5.0
1085,171,Sapl0005,1,1,52,SHIM PACK-(SP50-03)For-2315,5.0
1086,171,Sapl0005,1,1,53,SHIM PACK-(SP50-19)For-2317,5.0
1087,171,Sapl0005,1,1,54,SHIM PACK-(SP50-01)For-2317,5.0
1088,171,Sapl0005,1,1,55,SHIM PACK-(SP50-03)For-4003,10.0
1089,171,Sapl0005,1,1,56,SHIM PACK-(SP50-18)For-4003,15.0
1090,171,Sapl0005,1,1,57,SHIM PACK-(SP50-18)For-4010,5.0
1091,171,Sapl0005,1,1,58,SHIM PACK-(SP50-12)For-4010,5.0
1092,171,Sapl0005,1,1,59,SHIM PACK-(SP50-25)For-4010,4.0
1093,171,Sapl0005,1,1,60,SHIM PACK-(SP50-03)For-4015,20.0
1094,171,Sapl0005,1,1,61,SHIM PACK-(SP50-12)For-4015,5.0
1095,171,Sapl0005,1,1,62,SHIM PACK-(SP50-18)For-4015,10.0
1096,171,Sapl0005,1,1,63,SHIM PACK-(SP50-25)For-4015,4.0
1097,171,Sapl0005,1,1,64,SHIM PACK-(SP50-01)For-4020,10.0
1098,171,Sapl0005,1,1,65,SHIM PACK-(SP50-01)For-4030,15.0
1099,171,Sapl0005,1,1,66,SHIM PACK-(SP50-03)For-4030,20.0
1100,171,Sapl0005,1,1,67,SHIM PACK-(SP50-04)For-4030,10.0
1101,171,Sapl0005,1,1,68,SHIM PACK-(SP50-18)For-4030,10.0
1102,171,Sapl0005,1,1,69,SHIM PACK-(SP50-19)For-4217,5.0
1103,171,Sapl0005,1,1,70,SHIM PACK-(SP50-01)For-4217,5.0
1104,171,Sapl0005,1,1,71,SHIM PACK-(SP50-03)For-5135,20.0
1105,171,Sapl0005,1,1,72,SHIM PACK-(SP50-16)For-5135,6.0
1106,171,Sapl0005,1,1,73,SHIM PACK-(SP50-18)For-5135,10.0
1107,171,Sapl0005,1,1,74,SHIM PACK-(SP50-03)For-2310A,50.0
1108,171,Sapl0005,1,1,75,SHIM PACK-(SP50-04)For-2310A,10.0
1109,171,Sapl0005,1,1,76,SHIM PACK-(SP50-18)For-2310A,100.0
1110,171,Sapl0005,1,1,77,SHIM PACK-(SP50-19)For-2310A,15.0
