Id,SysDate,SysTime,CompId,FinYearId,SessionId,InvoiceNo,PONo,WONo,InvoiceMode,DateOfIssueInvoice,DateOfRemoval,TimeOfIssueInvoice,TimeOfRemoval,NatureOfRemoval,Commodity,TariffHeading,ModeOfTransport,RRGCNo,VehiRegNo,DutyRate,CustomerCode,CustomerCategory,Buyer_name,Buyer_add,Buyer_state,Buyer_country,Buyer_cotper,Buyer_ph,Buyer_email,Buyer_ecc,Buyer_tin,Buyer_mob,Buyer_fax,Buyer_vat,Cong_name,Cong_add,Cong_state,Cong_country,Cong_cotper,Cong_ph,Cong_email,Cong_ecc,Cong_tin,Cong_mob,Cong_fax,Cong_vat,AddType,AddAmt,DeductionType,Deduction,PFType,PF,CENVAT,SEDType,SED,AEDType,AED,VAT,SelectedCST,CST,FreightType,Freight,InsuranceType,Insurance,POId,OtherAmt,Buyer_city,Cong_city
1036,2020-01-13,11:47:33 AM,1,7,Sapl0001,0053,U1RPM1920000195&U1CG11920000069,"664,",2,2020-01-13,2020-01-13,11:46:00 AM,11:46:00 AM,2,10,84799090,3,,MH12 EF 5483,-,S019,1,SHARADA INDUSTRIES [S019],"W-199-B,S BLOCK,MIDC,BHOSARI",21,1,Kanchan Pant,90-20-27120962,sharada@pn3.vsnl.net.in,AAZPM6524EXM001,27AAZPM6524E1Z9,9552503553,90-20-27121514,27AAZPM6524E1Z9,SHARADA INDUSTRIES [S019],"W-199-B,S BLOCK,MIDC,BHOSARI",21,1,Kanchan Pant,90-20-27120962,sharada@pn3.vsnl.net.in,AAZPM6524EXM001,27AAZPM6524E1Z9,9552503553,90-20-27121514,27AAZPM6524E1Z9,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,695,0.0,405,405
1037,2020-01-13,11:48:26 AM,1,7,Sapl0001,0054,U1RPM1920000195&U1CG11920000069,"664,",2,2020-01-13,2020-01-13,11:48:00 AM,11:48:00 AM,2,10,84799090,3,,MH12 EF 5483,,S019,1,SHARADA INDUSTRIES [S019],"W-199-B,S BLOCK,MIDC,BHOSARI",21,1,Kanchan Pant,90-20-27120962,sharada@pn3.vsnl.net.in,AAZPM6524EXM001,27AAZPM6524E1Z9,9552503553,90-20-27121514,27AAZPM6524E1Z9,SHARADA INDUSTRIES [S019],"W-199-B,S BLOCK,MIDC,BHOSARI",21,1,Kanchan Pant,90-20-27120962,sharada@pn3.vsnl.net.in,AAZPM6524EXM001,27AAZPM6524E1Z9,9552503553,90-20-27121514,27AAZPM6524E1Z9,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,695,0.0,405,405
1038,2020-01-15,8:54:40 AM,1,7,Sapl0285,0055,9000035349 & 9300023508,"650,",2,2020-01-15,2020-01-15,08:49:00 AM,08:49:00 AM,2,10,,3,-,-,-,T002,1,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,679,0.0,405,405
1039,2020-01-15,8:56:51 AM,1,7,Sapl0285,0056,9000035349 & 9300023508,"650,",2,2020-01-15,2020-01-15,08:54:00 AM,08:54:00 AM,2,10,,3,-,-,-,T002,1,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,679,0.0,405,405
1040,2020-01-17,9:38:14 AM,1,7,Sapl0285,0057,9000035349 & 9300023508,"650,",2,2020-01-17,2020-01-17,09:36:00 AM,09:36:00 AM,2,10,,3,-,-,-,T002,1,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,679,0.0,405,405
1041,2020-01-17,9:39:56 AM,1,7,Sapl0285,0058,9000035349 & 9300023508,"650,",2,2020-01-17,2020-01-17,09:38:00 AM,09:38:00 AM,2,10,,3,-,-,-,T002,1,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,679,0.0,405,405
1042,2020-01-17,4:39:21 PM,1,7,Sapl0285,0059,9000035349 & 9300023508,"650,",2,2020-01-17,2020-01-17,04:37:00 PM,04:37:00 PM,2,10,,3,-,-,-,T002,1,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,679,0.0,405,405
1043,2020-01-31,10:20:49 AM,1,7,Sapl0285,0060,9000035349 & 9300023508,"650,",2,2020-01-31,2020-01-31,10:02:00 AM,10:02:00 AM,2,10,,3,-,-,-,T002,1,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,679,0.0,405,405
1046,2020-02-04,5:00:14 PM,1,7,Sapl0285,0061,PO/2020/000500,"667,",2,2020-02-01,2020-02-01,04:56:00 PM,04:56:00 PM,2,9,,3,-,-,-,O002,1,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"Plot No A-22-A/1/1, MIDC, PH-II,
Chakan Industrial Area, Village -Khalumbre,
Taluka - Khed",21,1,MR. ANTONIA STRAFALLACI,-,antonia.strafallaci@olcieng.co.in,AACCO1582CEM001,27AACCO1582C1ZP,-,-,27651132017V,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"Plot No A-22-A/1/1, MIDC, PH-II,
Chakan Industrial Area, Village -Khalumbre,
Taluka - Khed",21,1,MR. ANTONIA STRAFALLACI,-,antonia.strafallaci@olcieng.co.in,AACCO1582CEM001,27AACCO1582C1ZP,-,-,27651132017V,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,698,0.0,405,405
1047,2020-02-04,5:01:43 PM,1,7,Sapl0285,0062,PO/2020/000288,"669,",2,2020-02-04,2020-02-04,05:00:00 PM,05:00:00 PM,2,9,,3,-,-,-,O002,1,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"Plot No A-22-A/1/1, MIDC, PH-II,
Chakan Industrial Area, Village -Khalumbre,
Taluka - Khed",21,1,MR. ANTONIA STRAFALLACI,-,antonia.strafallaci@olcieng.co.in,AACCO1582CEM001,27AACCO1582C1ZP,-,-,27651132017V,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"Plot No A-22-A/1/1, MIDC, PH-II,
Chakan Industrial Area, Village -Khalumbre,
Taluka - Khed",21,1,MR. ANTONIA STRAFALLACI,-,antonia.strafallaci@olcieng.co.in,AACCO1582CEM001,27AACCO1582C1ZP,-,-,27651132017V,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,700,0.0,405,405
1048,2020-02-22,3:41:41 PM,1,7,Sapl0285,0063,verb18may,"582,",3,2020-02-22,2020-02-22,03:34:00 PM,03:34:00 PM,2,9,,3,-,-,-,M030,1,MADHEPURA ELECTRIC LOCOMOTIVE PVT. LTD. [M030],"E-Loco Saharanpur Depot, Opp. East Cabin Khanalampura Yard, Northern Railway, Saharanpur 247001",33,1,Mr.KESAVADAS Kiran,-,kiran.kesavadas-1@alstomgroup.com,-,09AAKCM0652P1ZX,-,-,-,MADHEPURA ELECTRIC LOCOMOTIVE PVT. LTD. [M030],"E-Loco Saharanpur Depot, Opp. East Cabin Khanalampura Yard, Northern Railway, Saharanpur 247001",33,1,Mr.KESAVADAS Kiran,-,kiran.kesavadas-1@alstomgroup.com,-,09AAKCM0652P1ZX,-,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,605,0.0,697,697
1050,2020-03-03,12:19:23 PM,1,7,Sapl0285,0064,PO/2020/000500,"667,",2,2020-03-02,2020-03-02,12:18:00 PM,12:18:00 PM,2,9,,3,-,-,-,O002,1,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"PLOT NO. E-14,CHAKAN INDUSTRIAL AREA PH-III, VILLAGE - NIGHOJE, TALUKA - KHED PUNE 410501",21,1,MR. ANTONIA STRAFALLACI,-,antonia.strafallaci@olcieng.co.in,AACCO1582CEM001,27651132017C,-,-,27651132017V,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"PLOT NO. E-14,CHAKAN INDUSTRIAL AREA PH-III, VILLAGE - NIGHOJE, TALUKA - KHED PUNE 410501",21,1,MR. ANTONIA STRAFALLACI,-,antonia.strafallaci@olcieng.co.in,AACCO1582CEM001,27651132017C,-,-,27651132017V,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,698,0.0,405,405
1051,2020-03-03,12:24:43 PM,1,7,Sapl0285,0065,4300043614,"671,",3,2020-03-03,2020-03-03,12:19:00 PM,12:19:00 PM,2,9,,3,-,-,-,N002,1,NEEL METAL PRODUCTS LIMITED [N002],"PLOT No.22 & Plot No.1A,Sector 12,ITBT Park,IIE,SIDCUL,263153, - Pant Nagar",34,1,mr.Abhishek Painuly,-,www@www.com,-,05AABCN6304Q1ZA,09927715666,-,05001872319 dtd. 07-03-2005,NEEL METAL PRODUCTS LIMITED [N002],"PLOT No.22 & Plot No.1A,Sector 12,ITBT Park,IIE,SIDCUL,263153, - Pant Nagar",34,1,mr.Abhishek Painuly,-,www@www.com,-,05AABCN6304Q1ZA,09927715666,-,05001872319 dtd. 07-03-2005,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,702,0.0,679,679
1053,2020-03-04,3:24:44 PM,1,7,Sapl0285,0066,PO/2020/000908,"670,",2,2020-03-04,2020-03-04,03:22:00 PM,03:22:00 PM,2,9,,3,-,-,-,O002,1,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"Plot No A-22-A/1/1, MIDC, PH-II,
Chakan Industrial Area, Village -Khalumbre,
Taluka - Khed,",21,1,Mr.avinash Ambad,-,www@www.com,AACCO1582CEM001,27AACCO1582C1ZP,-,-,27651132017V,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"Plot No A-22-A/1/1, MIDC, PH-II,
Chakan Industrial Area, Village -Khalumbre,
Taluka - Khed,",21,1,Mr.avinash Ambad,-,www@www.com,AACCO1582CEM001,27AACCO1582C1ZP,-,-,27651132017V,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,701,0.0,405,405
1054,2020-03-19,3:52:32 PM,1,7,Sapl0285,0067,9000035349 & 9300023508,"650,",2,2020-03-20,2020-03-20,08:30:00 AM,08:45:00 AM,2,10,,3,-,-,-,T002,1,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT,21,1,Mr.Nagesh Kulkarni,-,www@www.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,679,0.0,405,405
1055,2020-06-01,4:21:17 PM,1,7,Sapl0285,0068,2011004,"681,673,",3,2020-06-01,2020-06-01,04:04:00 PM,04:20:00 PM,2,10,,3,-,-,-,P013,1,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,704,0.0,680,680
1059,2020-06-05,10:17:16 AM,1,7,Sapl0285,0069,2011004,"673,",3,2020-06-05,2020-06-05,10:14:00 AM,10:14:00 AM,2,10,,3,-,-,-,P013,1,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,704,0.0,680,680
1060,2020-06-05,10:19:44 AM,1,7,Sapl0285,0070,2011004,"673,",3,2020-06-05,2020-06-05,10:17:00 AM,10:17:00 AM,2,10,,3,-,-,-,P013,1,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,704,0.0,680,680
1063,2020-06-10,1:54:05 PM,1,7,Sapl0285,0071,2011004,"673,",3,2020-06-10,2020-06-10,01:53:00 PM,01:53:00 PM,2,10,,3,-,-,-,P013,1,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,704,0.0,680,680
1064,2020-06-12,10:54:01 AM,1,7,Sapl0285,0072,2011004,"673,",3,2020-06-12,2020-06-12,10:53:00 AM,10:53:00 AM,2,10,,3,-,-,-,P013,1,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,PRABHA AUTOMOTIVE ENGINEERS PVT. LTD. [P013],"Sipcot-1, B12A & B14, Sidco Industrial Estate,
Hosur 635 126 Tamil Nadu India",31,1,S.Senthil Kumar,"04344 - 279848, 276001",prabhaengineers@eth.net,-,33AAKCP6183A1ZK,-,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,704,0.0,680,680
1065,2020-06-19,5:06:55 PM,1,7,Sapl0285,0073,LOI13032020,"676,",2,2020-06-19,2020-06-19,05:03:00 PM,05:03:00 PM,2,9,,3,-,-,-,O002,1,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"Plot No A-22-A/1/1, MIDC, PH-II,
Chakan Industrial Area, Village -Khalumbre,
Taluka - Khed,",21,1,miss.Sushma Achalkar,-,www@www.com,AACCO1582CEM001,27AACCO1582C1ZP,-,-,27651132017V,O.L.C.I. ENGINEERING INDIA PRIVATE LIMITED [O002],"Plot No A-22-A/1/1, MIDC, PH-II,
Chakan Industrial Area, Village -Khalumbre,
Taluka - Khed,",21,1,miss.Sushma Achalkar,-,www@www.com,AACCO1582CEM001,27AACCO1582C1ZP,-,-,27651132017V,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,707,0.0,405,405
1068,2020-07-19,3:56:01 PM,1,7,Sapl0285,0074,PO-SUTK/PO/1920/00277,"668,",3,2020-07-19,2020-07-19,03:53:00 PM,03:53:00 PM,2,10,,3,-,-,-,S034,1,SURIN AUTOMOTIVE PVT. LTD. [S034],"Plot N-A-194,Eldeco Sidcul Indl Park,Sitarganj, Uttarakhand-262405,",34,1,Mr. Nandi SV,07022788094,nandi@surinauto.com,-,05AACCK8026D1ZW,07022788094,-,-,SURIN AUTOMOTIVE PVT. LTD. [S034],"Plot N-A-194,Eldeco Sidcul Indl Park,Sitarganj, Uttarakhand-262405,",34,1,Mr. Nandi SV,07022788094,nandi@surinauto.com,-,05AACCK8026D1ZW,07022788094,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,699,0.0,650,650
1069,2020-07-23,3:39:41 PM,1,7,Sapl0285,0075,PO-SUTK/PO/1920/00277,"668,",3,2020-07-23,2020-07-23,03:37:00 PM,03:37:00 PM,2,9,,3,-,-,-,S034,1,SURIN AUTOMOTIVE PVT. LTD. [S034],"Plot N-A-194,Eldeco Sidcul Indl Park,Sitarganj, Uttarakhand-262405,,",34,1,Mr. Nandi SV,07022788094,nandi@surinauto.com,-,05AACCK8026D1ZW,07022788094,-,-,SURIN AUTOMOTIVE PVT. LTD. [S034],"Plot N-A-194,Eldeco Sidcul Indl Park,Sitarganj, Uttarakhand-262405,,",34,1,Mr. Nandi SV,07022788094,nandi@surinauto.com,-,05AACCK8026D1ZW,07022788094,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,699,0.0,650,650
1070,2020-07-29,5:07:55 PM,1,7,Sapl0285,0076,PO-SUTK/PO/1920/00277,"668,",3,2020-07-29,2020-07-29,05:05:00 PM,05:05:00 PM,2,9,,3,-,-,-,S034,1,SURIN AUTOMOTIVE PVT. LTD. [S034],"Plot N-A-194,Eldeco Sidcul Indl Park,Sitarganj, Uttarakhand-262405",34,1,Mr. Nandi SV,07022788094,nandi@surinauto.com,-,05AACCK8026D1ZW,07022788094,-,-,SURIN AUTOMOTIVE PVT. LTD. [S034],"Plot N-A-194,Eldeco Sidcul Indl Park,Sitarganj, Uttarakhand-262405",34,1,Mr. Nandi SV,07022788094,nandi@surinauto.com,-,05AACCK8026D1ZW,07022788094,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,699,0.0,650,650
1071,2020-08-02,5:41:14 PM,1,7,Sapl0285,0077,PO-SUTK/PO/1920/00277,"668,",3,2020-08-02,2020-08-02,05:38:00 PM,05:38:00 PM,2,9,,3,-,-,-,S034,1,SURIN AUTOMOTIVE PVT. LTD. [S034],"Plot N-A-194,Eldeco Sidcul Indl Park,Sitarganj, Uttarakhand-262405,",34,1,Mr. Nandi SV,07022788094,nandi@surinauto.com,-,05AACCK8026D1ZW,07022788094,-,-,SURIN AUTOMOTIVE PVT. LTD. [S034],"Plot N-A-194,Eldeco Sidcul Indl Park,Sitarganj, Uttarakhand-262405,",34,1,Mr. Nandi SV,07022788094,nandi@surinauto.com,-,05AACCK8026D1ZW,07022788094,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,699,0.0,650,650
1072,2020-08-17,4:21:23 PM,1,7,Sapl0285,0078,4300045356,"684,",3,2020-08-17,2020-08-17,04:16:00 PM,04:16:00 PM,2,10,,3,-,-,-,N003,1,NEEL METAL PRODUCTS LTD. [N003],"Plot NO. 1,2,5 & 6, TVS INDUSTRIAL ESTATE, HARITA,HOSUR-635109",31,1,MR. N.SATISH,8220007523,sathish.narashiman@jbm-group.com,AABCT9860DXM003,33AABCN6304Q1ZB,8220007523,-,33323363536,NEEL METAL PRODUCTS LTD. [N003],"Plot NO. 1,2,5 & 6, TVS INDUSTRIAL ESTATE, HARITA,HOSUR-635109",31,1,MR. N.SATISH,8220007523,sathish.narashiman@jbm-group.com,AABCT9860DXM003,33AABCN6304Q1ZB,8220007523,-,33323363536,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,715,0.0,680,680
1075,2020-09-03,2:32:52 PM,1,8,Sapl0285,0001,4300043061,"672,",3,2020-09-03,2020-09-03,02:25:00 PM,02:25:00 PM,2,10,,3,-,-,-,N002,1,NEEL METAL PRODUCTS LIMITED [N002],"PLOT No.22 & Plot No.1A,Sector 12,ITBT Park,IIE,SIDCUL,263153,",34,1,Santosh Sisodia,-,hgv@dsfgb.gb,-,05AABCN6304Q1ZA,09927715666,-,05001872319 dtd. 07-03-2005,NEEL METAL PRODUCTS LIMITED [N002],"PLOT No.22 & Plot No.1A,Sector 12,ITBT Park,IIE,SIDCUL,263153,",34,1,Santosh Sisodia,-,hgv@dsfgb.gb,-,05AABCN6304Q1ZA,09927715666,-,05001872319 dtd. 07-03-2005,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,703,0.0,679,679
1077,2020-09-11,11:43:45 AM,1,8,Sapl0285,0002,256362,"685,",2,2020-09-11,2020-09-11,11:41:00 AM,11:41:00 AM,2,9,,3,-,-,-,T018,1,TECHNOFOUR ELECTRONICS PVT. LTD. [T018],"Gat. no. 3(part), 243(part), 5(part), Kasurdi (Kheba),Tal.-Bhor, Dist.-Pune, PIN- 412205",21,1,-,02113 305 222/38/48,purchase@technofour.com,-,27AAACT6286G123,-,-,-,TECHNOFOUR ELECTRONICS PVT. LTD. [T018],"Gat. no. 3(part), 243(part), 5(part), Kasurdi (Kheba),Tal.-Bhor, Dist.-Pune, PIN- 412205",21,1,-,02113 305 222/38/48,purchase@technofour.com,-,27AAACT6286G123,-,-,-,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,716,0.0,405,405
1078,2020-09-12,4:13:03 PM,1,8,Sapl0285,0003,4300043061,"672,",3,2020-09-12,2020-09-12,04:08:00 PM,04:08:00 PM,2,10,,3,-,-,-,N002,1,NEEL METAL PRODUCTS LIMITED [N002],"PLOT No.22 & Plot No.1A,Sector 12,ITBT Park,IIE,SIDCUL,263153",34,1,Santosh Sisodia,-,hgv@dsfgb.gb,-,05AABCN6304Q1ZA,09927715666,-,05001872319 dtd. 07-03-2005,NEEL METAL PRODUCTS LIMITED [N002],"PLOT No.22 & Plot No.1A,Sector 12,ITBT Park,IIE,SIDCUL,263153",34,1,Santosh Sisodia,-,hgv@dsfgb.gb,-,05AABCN6304Q1ZA,09927715666,-,05001872319 dtd. 07-03-2005,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,703,0.0,679,679
1079,2020-09-24,4:30:26 PM,1,8,Sapl0285,0004,C1PO2021_000175,"689,",2,2020-09-24,2020-09-24,04:30:00 PM,04:30:00 PM,2,4,84313910,3,-,-,-,A004,1,AUTOLINE INDUSTRIES LTD [A004],"Gat No. 291 to 296, Nanekarwadi, Chakan,
Pune-410501,",21,1,KASHINATH HIREMATH,-,mail@domain.com,AABCA4534DXM002,27AABCA4534D1Z4,-,-,27710410013V Dt 01/04/08,AUTOLINE INDUSTRIES LTD [A004],"Gat No. 291 to 296, Nanekarwadi, Chakan,
Pune-410501,",21,1,KASHINATH HIREMATH,-,mail@domain.com,AABCA4534DXM002,27AABCA4534D1Z4,-,-,27710410013V Dt 01/04/08,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,720,0.0,405,405
